"﻿变量名",room,_roomType,_beizhu,icon,weight,group,name,name_tw,name_en,name_vn,name_kr,monsterType,type,desc,desc_tw,desc_en,desc_vn,desc_kr,monster,fightC,pointC,drops,buff,event,boxType,gold,coin,randomLibs,randomLibs2
363,61,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
364,61,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
365,61,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
366,61,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
367,62,mix,Great supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
368,62,mix,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
369,62,mix,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
370,62,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;100>>,,,,,,
371,62,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;100>>,,,,,,
10371,62,fight,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2221;20>;<2223;20>;<2224;20>;<2228;20>;<2231;20>>,,,,,,
372,62,mix,random event,city/adventure/random_tower/icon/icon_sj.png,,,Event,事件,Event,404404,사건,,4,Something really good may happen,也許會發生很好的事情也說不定,Something really good may happen,Có lẽ sẽ có nhiều chuyện tốt đẹp xảy ra,어쩌면 좋은 일이 일어날지도 모릅니다.,,,,,,<<3;100>>,,,,,
373,63,BOSS,boss,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,霸主,Overlord,404404,패왕,4,1,Extremely tough power ahead,極為艱難的力量在前方,Extremely tough power ahead,404404,강력한 힘이 앞에서 느껴집니다.,4,0.8,0.8,,,,,,,,
374,63,BOSS,boss,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,霸主,Overlord,404404,패왕,4,1,Toughest power ahead,最為艱難的力量在前方,Toughest power ahead,404404,매우 강력한 힘이 앞에서 느껴집니다.,4,,,,,,,,,,
375,64,big treasure chest,big treasure chest,city/adventure/random_tower/icon_hhbx.png,,,Deluxe chest,豪華寶箱,Deluxe chest,404404,호화로운 보물상자,,3,Trainers who have overcome the huge challenge deserve to claim the reward,跨越巨大挑戰後才會配擁有此回報,Trainers who have overcome the huge challenge deserve to claim the reward,404404,거대한 도전을 끝내야만 보답을 얻을 수 있습니다.,,,,,,,2,80000,400,{libs=<503;504;>},{libs=<506;505;>}
376,65,change layer,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,66,fight,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,0.8,0.6,,,,,,,,
378,66,fight,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,0.8,0.6,,,,,,,,
379,66,fight,hybrid passive,city/adventure/random_tower/icon/icon_wz.png,,,Battle buff,戰鬥加成,Battle buff,Chiến đấu tăng thêm,전투 보너스,,2,,,,,,,,,,<<101;20>;<102;20>;<103;20>;<200;300>;<1000;90>>,,,,,,
380,66,fight,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<4;100>>,,,,,,
381,67,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
382,67,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
383,67,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
384,67,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
385,67,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
386,67,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
387,68,Mixed box,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
388,68,Mixed box,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
389,68,Mixed box,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;50>>,,,,,,
390,68,Mixed box,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,0,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
391,68,Mixed box,random event bad,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
392,68,Mixed box,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
393,68,Mixed box,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,25000,30,{libs=<504;504;>},
394,68,Mixed box,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
395,68,Mixed box,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
396,68,Mixed box,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
397,69,Rumble,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
398,69,Rumble,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
399,69,Rumble,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
400,69,Rumble,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
401,69,Rumble,random event bad,city/adventure/random_tower/icon/icon_sj.png,,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
402,69,Rumble,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
403,69,Rumble,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,25000,30,{libs=<504;504;>},
404,69,Rumble,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
405,69,Rumble,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,-1,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
406,69,Rumble,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
407,70,Mixed solid supplement,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,-1,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
408,70,Mixed solid supplement,supply,city/adventure/random_tower/icon/icon_wz.png,-1,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
409,70,Mixed solid supplement,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;50>>,,,,,,
410,70,Mixed solid supplement,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,0,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
411,70,Mixed solid supplement,random event bad,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
412,70,Mixed solid supplement,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
413,70,Mixed solid supplement,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,25000,30,{libs=<504;504;>},
414,70,Mixed solid supplement,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
415,70,Mixed solid supplement,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
416,70,Mixed solid supplement,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
10416,70,fight,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2223;20>;<2224;20>;<2227;5>>,,,,,,
417,71,Mixed things,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
418,71,Mixed things,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
419,71,Mixed things,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
420,71,Mixed things,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
421,71,Mixed things,random event bad,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
422,71,Mixed things,in random events,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
423,71,Mixed things,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,25000,30,{libs=<504;504;>},
424,71,Mixed things,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
425,71,Mixed things,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
426,71,Mixed things,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
427,72,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
428,72,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
429,72,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
430,72,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
431,72,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
432,72,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
433,73,mix,Great supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
434,73,mix,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
435,73,mix,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
436,73,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;100>>,,,,,,
437,73,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;100>>,,,,,,
10437,73,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;200>;<9999;10>;<2227;10>>,,,,,,
438,73,mix,random event,city/adventure/random_tower/icon/icon_sj.png,,,Event,事件,Event,404404,사건,,4,Something really good may happen,也許會發生很好的事情也說不定,Something really good may happen,Có lẽ sẽ có nhiều chuyện tốt đẹp xảy ra,어쩌면 좋은 일이 일어날지도 모릅니다.,,,,,,<<3;100>>,,,,,
439,74,BOSS,boss,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,霸主,Overlord,404404,패왕,4,1,Extremely tough power ahead,極為艱難的力量在前方,Extremely tough power ahead,404404,강력한 힘이 앞에서 느껴집니다.,4,0.8,0.8,,,,,,,,
440,74,BOSS,boss,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,霸主,Overlord,404404,패왕,4,1,Toughest power ahead,最為艱難的力量在前方,Toughest power ahead,404404,매우 강력한 힘이 앞에서 느껴집니다.,4,,,,,,,,,,
441,75,big treasure chest,big treasure chest,city/adventure/random_tower/icon_hhbx.png,,,Deluxe chest,豪華寶箱,Deluxe chest,404404,호화로운 보물상자,,3,Trainers who have overcome the huge challenge deserve to claim the reward,跨越巨大挑戰後才會配擁有此回報,Trainers who have overcome the huge challenge deserve to claim the reward,404404,거대한 도전을 끝내야만 보답을 얻을 수 있습니다.,,,,,,,2,90000,400,{libs=<502;504;503>},{libs=<506;505;>}
