"﻿变量名",name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
,Squirtle·Z Awake Shard,球球海獅·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Ball Sea Lions,,,,Z Awakening Cultivation for Raising Ball Sea Lions,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Pikipek·Z Awake Shard,小篤兒·Z覺醒碎片,Pikipek·Z Awake Shard,,,,,,Used to improve Xiaoduer's Z awakening development,,,,Used to improve Xiaoduer's Z awakening development,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,貓鼬少·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Brought Up for Improving Mongoose,,,,Z Awakening Brought Up for Improving Mongoose,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Grubbin·Z Awake Shard,強顎雞母蟲·Z覺醒碎片,Grubbin·Z Awake Shard,,,,,,Z Awakening Nurturing for Raising the Strongjaw Hen Worm,,,,Z Awakening Nurturing for Raising the Strongjaw Hen Worm,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,好勝蟹·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve the aggressive crab,,,,The Z Awakening cultivation used to improve the aggressive crab,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Oricorio - Baile Style·Z Awake Shard,花舞鳥·熱辣熱辣風格·Z覺醒碎片,Oricorio - Baile Style·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Huawuniao·Hot Hot Hot Style,,,,Z Awakening Cultivation for Improving Huawuniao·Hot Hot Hot Style,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,萌虻·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of Moefly,,,,It is used to improve the Z awakening cultivation of Moefly,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Rockruff·Z Awake Shard,岩狗狗·Z覺醒碎片,Rockruff·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Rock Dogs,,,,Z Awakening Cultivation for Raising Rock Dogs,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,弱丁魚·單獨的樣子·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Upgrading Weak Dingyu and Alone Appearance,,,,Z Awakening Cultivation for Upgrading Weak Dingyu and Alone Appearance,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53771,Mareanie·Z Awake Shard,好壞星·Z覺醒碎片,Mareanie·Z Awake Shard,,,,3771,config/portrait/jinglingtouxiang/img_747_hhx@.png,Z Awakening Cultivation Used to Improve Good and Bad Stars,,,,Z Awakening Cultivation Used to Improve Good and Bad Stars,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,泥驢仔·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Mud Donkey Boys,,,,Z Awakening Cultivation for Raising Mud Donkey Boys,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Dewpider·Z Awake Shard,滴蛛·Z覺醒碎片,Dewpider·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Drip Spider,,,,Z Awakening Cultivation Used to Improve Drip Spider,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,偽螳草·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving the false mantis,,,,Z Awakening cultivation for improving the false mantis,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Morelull·Z Awake Shard,睡睡菇·Z覺醒碎片,Morelull·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of sleeping mushrooms,,,,It is used to improve the Z awakening cultivation of sleeping mushrooms,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,夜盜火蜥·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve the Salamander,,,,The Z Awakening cultivation used to improve the Salamander,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Stufful·Z Awake Shard,童偶熊·Z覺醒碎片,Stufful·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Puppet Bears,,,,Z Awakening Cultivation for Raising Puppet Bears,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53841,Squirtle·Z Awake Shard,甜竹竹·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3841,config/portrait/jinglingtouxiang/img_761_tzz@.png,Z Awakening Cultivation for Raising Sweet Bamboo,,,,Z Awakening Cultivation for Raising Sweet Bamboo,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Comfey·Z Awake Shard,花療環環·Z覺醒碎片,Comfey·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Flower Therapy Ring,,,,Z Awakening Cultivation for Raising the Flower Therapy Ring,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,智揮猩·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving the Intelligence of Orangutans,,,,Z Awakening Cultivation for Improving the Intelligence of Orangutans,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Passimian·Z Awake Shard,投擲猴·Z覺醒碎片,Passimian·Z Awake Shard,,,,,,Z Awakening Upbrings for Raising Throwing Monkeys,,,,Z Awakening Upbrings for Raising Throwing Monkeys,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,膽小蟲·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Cowardly Worms,,,,Z Awakening Cultivation for Raising Cowardly Worms,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Sandygast·Z Awake Shard,沙丘娃·Z覺醒碎片,Sandygast·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Dune Baby,,,,Z Awakening Cultivation for Raising Dune Baby,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,拳海參·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Fist Sea Cucumber,,,,Z Awakening Cultivation for Raising Fist Sea Cucumber,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Attribute: None·Z Awake Shard,屬性：空·Z覺醒碎片,Attribute: None·Z Awake Shard,,,,,,Used to improve attributes: Empty Z Awakening Cultivation,,,,Used to improve attributes: Empty Z Awakening Cultivation,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,小隕星·流星的樣子·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving the appearance of Meteor Meteor and Meteor,,,,Z Awakening cultivation for improving the appearance of Meteor Meteor and Meteor,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Komala·Z Awake Shard,樹枕尾熊·Z覺醒碎片,Komala·Z Awake Shard,,,,,,The Z Awakening Upbring used to improve the Tree Pillowtail,,,,The Z Awakening Upbring used to improve the Tree Pillowtail,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,爆焰龜獸·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the flame turtle beast,,,,It is used to improve the Z awakening cultivation of the flame turtle beast,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Togedemaru·Z Awake Shard,托戈德瑪爾·Z覺醒碎片,Togedemaru·Z Awake Shard,,,,,,The Z Awakening cultivation used to upgrade Torgodmar,,,,The Z Awakening cultivation used to upgrade Torgodmar,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,謎擬Ｑ·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving MimiQ,,,,Z Awakening Cultivation for Improving MimiQ,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Bruxish·Z Awake Shard,磨牙彩皮魚·Z覺醒碎片,Bruxish·Z Awake Shard,,,,,,It is used to improve the Z-awakening cultivation of molar skin fish,,,,It is used to improve the Z-awakening cultivation of molar skin fish,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,老翁龍·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Old Man Dragon,,,,Z Awakening Cultivation for Raising the Old Man Dragon,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Dhelmise·Z Awake Shard,破破舵輪·Z覺醒碎片,Dhelmise·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Broken Steering Wheel,,,,Z Awakening Cultivation for Raising the Broken Steering Wheel,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,心鱗寶·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of Xinlinbao,,,,It is used to improve the Z awakening cultivation of Xinlinbao,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Tapu Koko·Z Awake Shard,卡璞·鳴鳴·Z覺醒碎片,Tapu Koko·Z Awake Shard,,,,,,Used to upgrade Tapu Mingming's Z Awakening Cultivation,,,,Used to upgrade Tapu Mingming's Z Awakening Cultivation,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,科斯莫古·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve Cosmog,,,,The Z Awakening cultivation used to improve Cosmog,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Nihilego·Z Awake Shard,虛吾伊德·Z覺醒碎片,Nihilego·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Xuwu Yide,,,,Z Awakening Cultivation for Improving Xuwu Yide,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,爆肌蚊·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of Explosive Muscle Mosquito,,,,It is used to improve the Z-awakening development of Explosive Muscle Mosquito,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Pheromosa·Z Awake Shard,費洛美螂·Z覺醒碎片,Pheromosa·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Raise Pheromei,,,,Z Awakening Cultivation Used to Raise Pheromei,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,電束木·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for boosting Electric Beam Wood,,,,Z Awakening cultivation for boosting Electric Beam Wood,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Celesteela·Z Awake Shard,鐵火輝夜·Z覺醒碎片,Celesteela·Z Awake Shard,,,,,,Used to improve Tiehuo Kaguya's Z Awakening cultivation,,,,Used to improve Tiehuo Kaguya's Z Awakening cultivation,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,紙禦劍·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for upgrading Paper Yujian,,,,Z Awakening Cultivation for upgrading Paper Yujian,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Guzzlord·Z Awake Shard,惡食大王·Z覺醒碎片,Guzzlord·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the evil food king,,,,It is used to improve the Z awakening cultivation of the evil food king,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,奈克洛茲瑪·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving Necrozma,,,,Z Awakening cultivation for improving Necrozma,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Magearna·Z Awake Shard,瑪機雅娜·Z覺醒碎片,Magearna·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Magearna,,,,Z Awakening Cultivation for Improving Magearna,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,瑪夏多·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Machado,,,,Z Awakening Cultivation Used to Improve Machado,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
54131,Poipole·Z Awake Shard,毒貝比·Z覺醒碎片,Poipole·Z Awake Shard,,,,4131,config/portrait/jinglingtouxiang/img_803_dbb@.png,Z Awakening Cultivation Used to Improve Dubai,,,,Z Awakening Cultivation Used to Improve Dubai,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,壘磊石·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for raising Lei Leishi,,,,Z Awakening cultivation for raising Lei Leishi,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
54171,Meltan Z Awakening Fragment,美錄坦·Z覺醒碎片,Meltan Z Awakening Fragment,,,,4171,config/portrait/jinglingtouxiang/img_808_mlt@.png,Used to improve Meltan's Z Awakening cultivation,,,,Used to improve Meltan's Z Awakening cultivation,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
57001,Ash's Pikachu·Z Awakening Fragment,小智版皮卡丘·Z覺醒碎片,Ash's Pikachu·Z Awakening Fragment,,,,7001,config/portrait/jinglingtouxiang/img_25_xzpkq@.png,It is used to improve the Z awakening cultivation of Xiaozhi's version of Pikachu,,,,It is used to improve the Z awakening cultivation of Xiaozhi's version of Pikachu,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59001,Common Z Awake Shard,低級Z覺醒碎片,Common Z Awake Shard,,,,,config/item/icon_zjx_purple.png,Purple Z Awakening Fragment,,,,It is used to improve the Z awakening cultivation of elves with rarity A and below,,,,4,6,,,,zawakeFragCurrency,,,,,,,,,,,,,
59002,Rare Z Awake Shard,中級Z覺醒碎片,Rare Z Awake Shard,,,,,config/item/icon_zjx_orange.png,Orange Z Awakening Fragment,,,,Z Awakening cultivation for raising S rarity elves,,,,5,6,,,,zawakeFragCurrency,,,,,,,,,,,,,
59003,Epic Z Awake Shard,高級Z覺醒碎片,Epic Z Awake Shard,,,,,config/item/icon_zjx_red.png,Red Z Awakening Fragment,,,,It is used to improve the Z awakening cultivation of S+ and above rarity elves,,,,6,6,,,,zawakeFragCurrency,,,,,,,,,,,,,
