变量名,name,name_tw,name_en,name_vn,name_kr,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Badge Shard,徽章碎片,Badge Shard,404404,배지 조각,,,config/item/icon_dlcl.png,Can be used for badge talent upgrade,可用於徽章天賦點亮,Can be used for badge talent upgrade,404404,배지 특성 오픈에 사용 가능,,,,,,4,,0,99999,,,,,,,,,1,1,,gymChallenge,,,,,,,挑战道馆可获得,,404404,404404,404404,,,,,,,,,,
152,Rainbow Paint,彩虹噴漆,Rainbow Paint,404404,무지개 페인트,,,config/item/icon_jxcl.png,Can be used for badge awakening,可用於徽章覺醒,Can be used for badge awakening,404404,배지 각성에 사용 가능,,,,,,5,,0,99999,,,,,,,,,1,1,,gymChallenge,,,,,,,道馆内挑战可获得,,404404,404404,404404,,,,,,,,,,
153,Shiny Shell,閃亮貝殼,Shiny Shell,404404,반짝 조개,,,config/item/icon_wzkq.png,Can be used to unlock Pokémon guard position in the badge,可用于徽章內解鎖精靈守護位,Can be used to unlock Pokémon guard position in the badge,404404,배지에  포켓몬 수호 자리 오픈 시 사용 가능,,,,,,5,,0,99999,,,,,,,,,1,1,,gymChallenge,,,,,,,,,404404,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Jade Amulet,翡翠護符,Jade Amulet,404404,에메랄드 부적,,,config/item/plate_4_9_12_2.png,"""Amulet awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",第一屬性為草系、蟲系、地面系精靈護符部位飾品的覺醒材料,"""Amulet awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",404404,첫 번째 속성은 풀 타입  벌레 타입  땅 타입 포켓몬의 부적 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
201,Exquisite Amulet,精緻護符,Exquisite Amulet,404404,정교한 부적,,,config/item/plate_1_11_16_2.png,"""Amulet awakening material for Pokémons with Normal, Psychic and Dark-type as its primary type""",第一屬性為一般系、超能系、惡系精靈護符部位飾品的覺醒材料,"""Amulet awakening material for Pokémons with Normal, Psychic and Dark-type as its primary type""",404404,첫 번째 속성은 노말 타입  에스퍼 타입  악 타입 포켓몬의 부적 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
202,Link Amulet,通訊護符,Link Amulet,404404,통신 부적,,,config/item/plate_3_8_14_2.png,"""Amulet awakening material for Pokémons with Water, Poison and Ghost-type as its primary type""",第一屬性為水系、毒系、幽靈系精靈護符部位飾品的覺醒材料,"""Amulet awakening material for Pokémons with Water, Poison and Ghost-type as its primary type""",404404,첫 번째 속성은 물 타입  독 타입  고스트 타입 포켓몬의 부적 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
203,Burgundy Amulet,酒紅護符,Burgundy Amulet,404404,와인색 부적,,,config/item/plate_2_15_18_2.png,"""Amulet awakening material for Pokémons with Fire, Dragon and Fairy-type as its primary type""",第一屬性為火系、龍系、妖精系精靈護符部位飾品的覺醒材料,"""Amulet awakening material for Pokémons with Fire, Dragon and Fairy-type as its primary type""",404404,첫 번째 속성은 불꽃 타입  드래곤 타입  페어리 타입 포켓몬의 부적 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
204,Hexagram Amulet,六芒星護符,Hexagram Amulet,404404,육망성 부적,,,config/item/plate_6_13_17_2.png,"""Amulet awakening material for Pokémons with Ice, Rock and Steel-type as its primary type""",第一屬性為冰系、岩石系、鋼系精靈護符部位飾品的覺醒材料,"""Amulet awakening material for Pokémons with Ice, Rock and Steel-type as its primary type""",404404,첫 번째 속성은 얼음 타입  바위 타입  강철 타입 포켓몬의 부적 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
205,Shiny Charm,閃耀護符,Shiny Charm,404404,빛나는 부적,,,config/item/plate_5_7_10_2.png,"""Amulet awakening material for Pokémons with Electric, Fighting and Flying-type as its primary type""",第一屬性為電系、格鬥系、飛行系精靈護符部位飾品的覺醒材料,"""Amulet awakening material for Pokémons with Electric, Fighting and Flying-type as its primary type""",404404,첫 번째 속성은 전기 타입  격투 타입  비행 타입 포켓몬의 부적 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
210,Jade Earring,翡翠耳環,Jade Earring,404404,에메랄드 귀걸이,,,config/item/earring_4_9_12_2.png,"""Earring awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",第一屬性為草系、蟲系、地面系精靈耳環部位飾品的覺醒材料,"""Earring awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",404404,첫 번째 속성은 풀 타입  벌레 타입  땅 타입 포켓몬의 귀걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
211,Authentic Earring,真質耳環,Authentic Earring,404404,진품 귀걸이,,,config/item/earring_1_11_16_2.png,"""Earring awakening material for Pokémons with Normal, Psychic and Dark-type as its primary type""",第一屬性為一般系、超能系、惡系精靈耳環部位飾品的覺醒材料,"""Earring awakening material for Pokémons with Normal, Psychic and Dark-type as its primary type""",404404,첫 번째 속성은 노말 타입  에스퍼 타입  악 타입 포켓몬의 귀걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
212,Star and Moon Earring,星月耳環,Star and Moon Earring,404404,별과 달의 귀걸이,,,config/item/earring_3_8_14_2.png,"""Earring awakening material for Pokémons with Water, Poison and Ghost-type as its primary type""",第一屬性為水系、毒系、幽靈系精靈耳環部位飾品的覺醒材料,"""Earring awakening material for Pokémons with Water, Poison and Ghost-type as its primary type""",404404,첫 번째 속성은 물 타입  독 타입  고스트 타입 포켓몬의 귀걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
213,Rouge Earrings,胭脂耳環,Rouge Earrings,404404,연지 귀걸이,,,config/item/earring_2_15_18_2.png,"""Earring awakening material for Pokémons with Fire, Dragon and Fairy-type as its primary type""",第一屬性為火系、龍系、妖精系精靈耳環部位飾品的覺醒材料,"""Earring awakening material for Pokémons with Fire, Dragon and Fairy-type as its primary type""",404404,첫 번째 속성은 불꽃 타입  드래곤 타입  페어리 타입 포켓몬의 귀걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
214,Aqua Earring,海洋耳環,Aqua Earring,404404,아쿠아 귀걸이,,,config/item/earring_6_13_17_2.png,"""Earring awakening material for Pokémons with Ice, Rock and Steel-type as its primary type""",第一屬性為冰系、岩石系、鋼系精靈耳環部位飾品的覺醒材料,"""Earring awakening material for Pokémons with Ice, Rock and Steel-type as its primary type""",404404,첫 번째 속성은 얼음 타입  바위 타입  강철 타입 포켓몬의 귀걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
215,Expensive Earring,名貴耳環,Expensive Earring,404404,귀중한 귀걸이,,,config/item/earring_5_7_10_2.png,"""Earring awakening material for Pokémons with Electric, Fighting and Flying-type as its primary type""",第一屬性為電系、格鬥系、飛行系精靈耳環部位飾品的覺醒材料,"""Earring awakening material for Pokémons with Electric, Fighting and Flying-type as its primary type""",404404,첫 번째 속성은 전기 타입  격투 타입  비행 타입 포켓몬의 귀걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
220,Clover Ring,四葉草戒指,Clover Ring,404404,네잎클로버 반지,,,config/item/ring_4_9_12_2.png,"""Ring awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",第一屬性為草系、蟲系、地面系精靈戒指部位飾品的覺醒材料,"""Ring awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",404404,첫 번째 속성은 풀 타입  벌레 타입  땅 타입 포켓몬의 반지 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
221,Exquisite Ring,精緻梏戒,Exquisite Ring,404404,졍교한 반지,,,config/item/ring_1_11_16_2.png,"""Ring awakening material for Pokémons with Normal, Psychic and Dark-type as its primary type""",第一屬性為一般系、超能系、惡系精靈戒指部位飾品的覺醒材料,"""Ring awakening material for Pokémons with Normal, Psychic and Dark-type as its primary type""",404404,첫 번째 속성은 노말 타입  에스퍼 타입  악 타입 포켓몬의 반지 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
222,Moonlight Ring,星月光戒,Moonlight Ring,404404,별과 달의 반지,,,config/item/ring_3_8_14_2.png,"""Ring awakening material for Pokémons with Water, Poison and Ghost-type as its primary type""",第一屬性為水系、毒系、幽靈系精靈戒指部位飾品的覺醒材料,"""Ring awakening material for Pokémons with Water, Poison and Ghost-type as its primary type""",404404,첫 번째 속성은 물 타입  독 타입  고스트 타입 포켓몬의 반지 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
223,Rouge Ring,胭脂戒指,Rouge Ring,404404,연지 반지,,,config/item/ring_2_15_18_2.png,"""Ring awakening material for Pokémons with Fire, Dragon and Fairy-type as its primary type""",第一屬性為火系、龍系、妖精系精靈戒指部位飾品的覺醒材料,"""Ring awakening material for Pokémons with Fire, Dragon and Fairy-type as its primary type""",404404,첫 번째 속성은 불꽃 타입  드래곤 타입  페어리 타입 포켓몬의 반지 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
224,Aqua Diamond Ring,海洋鑽戒,Aqua Diamond Ring,404404,아쿠아 다이아 반지,,,config/item/ring_6_13_17_2.png,"""Necklace awakening material for Pokémons with Ice, Rock and Steel-type as its primary type""",第一屬性為冰系、岩石系、鋼系精靈戒指部位飾品的覺醒材料,"""Necklace awakening material for Pokémons with Ice, Rock and Steel-type as its primary type""",404404,첫 번째 속성은 얼음 타입  바위 타입  강철 타입 포켓몬의 반지 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
225,Starry Secret Ring,璀璨秘戒,Starry Secret Ring,404404,찬란한 반지,,,config/item/ring_5_7_10_2.png,"""Ring awakening material for Pokémons with Electric, Fighting and Flying-type as its primary type""",第一屬性為電系、格鬥系、飛行系精靈戒指部位飾品的覺醒材料,"""Ring awakening material for Pokémons with Electric, Fighting and Flying-type as its primary type""",404404,첫 번째 속성은 전기 타입  격투 타입  비행 타입 포켓몬의 반지 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
230,Clover Necklace,四葉草項鍊,Clover Necklace,404404,네잎클로버 목걸이,,,config/item/necklace_4_9_12_2.png,"""Necklace awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",第一屬性為草系、蟲系、地面系精靈項鍊部位飾品的覺醒材料,"""Necklace awakening material for Pokémons with Grass, Bug and Ground-type as its primary type""",404404,첫 번째 속성은 풀 타입  벌레 타입  땅 타입 포켓몬의 목걸이 부위 액세서리의 각성 재료이다,,,,,,5,strengthen-awake,,,,,,,<1;2>,<2>,,,,,,drawCard-equip,shop-8,,,,,,可通过饰品抽卡获得,可通過飾品抽卡獲得,Can be obtained from the Trinket Card Draw,404404,액세서리 뽑기를 통해 획득 가능,{drawcard=huang_effect_loop;gain=huang_effect_loop},1,,,,,,,,
