"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
10502,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=62271;level=16;advance=2};{unitId=62271;level=16;advance=2};>,<{unitId=73353;level=16;advance=4}>,config/portrait/simple/img_671_hjfr@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_671_hjfr@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,16,87,87,,,,9999,6,45,6,{5000=0;5004=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,,{rmb=10;5004=3;gold=10000},{x=740;y=675},{x=579;y=582},<<443;824>;<740;675>>,,,,,
10503,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=63431;level=17;advance=2};{unitId=63431;level=17;advance=2};>,<{unitId=70891;level=17;advance=4}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_298_lll@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,17,91,91,,,,9999,6,45,6,{5000=0;5004=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,,,{x=876;y=484},,<<740;675>;<579;582>;<876;484>>,,,,,
10504,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=53281;level=18;advance=2};{unitId=60692;level=18;advance=2};{unitId=53281;level=18;advance=2};>,<{unitId=71813;level=18;advance=4}>,config/portrait/simple/img_477_hyml@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_477_hyml@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,18,94,94,,,,9999,6,45,6,{5000=0;5004=0},1015,Seems like hell!,似乎是見鬼了！,,404404,귀신이라도 본 건가!,{12=1;11=2},{12=2;11=1},,,,,{rmb=10;5005=3;gold=10000},{x=1164;y=372},{x=1442;y=298},<<876;484>;<1164;372>>,,,,,
10505,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=60392;level=18;advance=2};{unitId=60392;level=18;advance=2};>,<{unitId=70131;level=18;advance=4}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_173_pbb@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,18,98,98,,,,9999,6,45,6,{5000=0;5005=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,1,,{x=1573;y=444},,<<1164;372>;<1442;298>;<1573;444>>,,,,1,
10506,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=60481;level=19;advance=2};{unitId=60481;level=19;advance=2};>,<{unitId=70393;level=19;advance=4}>,config/portrait/simple/img_94_gg@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_94_gg@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,19,101,101,,,,9999,6,45,6,{5000=0;5005=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,,{rmb=10;5006=3;gold=10000},{x=1543;y=665},{x=1383;y=758},<<1573;444>;<1459;551>;<1543;665>>,,,,,
10507,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=60131;level=19;advance=2};{unitId=60131;level=19;advance=2};>,<{unitId=71392;level=19;advance=4}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_281_qlla@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,19,105,105,,,,9999,6,45,6,{5000=0;5005=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,,,{x=1161;y=856},,<<1543;665>;<1383;758>;<1161;856>>,,,,,
10508,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=51422;level=20;advance=2};{unitId=51422;level=20;advance=2};{unitId=63302;level=20;advance=2};{unitId=63302;level=20;advance=2};>,<{unitId=71394;level=20;advance=4}>,config/portrait/simple/img_475_alld@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_475_alld@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,20,108,108,,,,9999,6,45,6,{5000=0;5006=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,1,{talent_point=1;rmb=10;gold=10000},{x=1364;y=1050},{x=1573;y=942},<<1161;856>;<1189;984>;<1364;1050>>,,,,1,
10509,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=63411;level=21;advance=3};{unitId=63411;level=21;advance=3};>,<{unitId=70263;level=21;advance=5}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_65_hd@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,21,112,112,,,,9999,6,45,6,{5000=0;5006=0},1015,,,,,,{12=1;11=2},{12=2;11=1},,,,,,{x=1716;y=870},,<<1364;1050>;<1573;942>;<1716;870>>,,,,,
10510,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<>,<{unitId=180761;level=21;advance=5}>,config/portrait/simple/img_150_cm@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_150_cm@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,21,115,115,,,,9999,6,45,6,{5000=0;5006=0},1015,"Why, meet again here",為什麼，會在這裡再一次見面,,404404,"""왜, 이곳에서 다시 만나게 된 걸까""",{12=1;11=2},{12=2;11=1},,,,,,{x=2044;y=631},,<<1716;870>;<2044;631>>,,,,,
10601,Snow field,雪原,Snow field,404404,설원,,<{unitId=60191;level=22;advance=3};{unitId=60191;level=22;advance=3};{unitId=60191;level=22;advance=3};>,<{unitId=70102;level=22;advance=5}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_28_csw@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,22,118,118,,,,9999,6,50,6,{5000=0;5007=0;5005=0;5006=0},1050,The Legend of the Snowfield,雪原的傳說,,404404,설원의 전설,{12=2;},{12=2;11=2},,,,1,,{x=377;y=759},,<<377;759>>,,,,1,
10602,Snow field,雪原,Snow field,404404,설원,,<{unitId=52301;level=23;advance=3};{unitId=61352;level=23;advance=3};{unitId=52301;level=23;advance=3};>,<{unitId=70493;level=23;advance=5}>,config/portrait/simple/img_464_cjkx@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_464_cjkx@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,23,121,121,,,,9999,6,50,6,{5000=0;5007=0;5005=0;5006=0},1050,Farm adventure,農場大冒險,,404404,농장 대모험,{12=2;},{12=2;11=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=665;y=764},{x=906;y=935},<<377;759>;<665;764>>,,,,,
10603,Snow field,雪原,Snow field,404404,설원,,<>,<{unitId=70451;level=24;advance=5}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_104_klkl@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,24,124,124,,,,9999,6,50,6,{5000=0;5007=0;5005=0;5006=0},1050,,,,,,{12=2;},{12=2;11=2},,,,,,{x=827;y=561},,<<665;764>;<906;935>;<827;561>>,,,,,
10604,Snow field,雪原,Snow field,404404,설원,,<{unitId=62011;level=24;advance=3};{unitId=62011;level=24;advance=3};>,<{unitId=72723;level=24;advance=5}>,config/portrait/simple/img_553_lme@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_553_lme@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,24,127,127,,,,9999,6,50,6,{5000=0;5007=0;5005=0;5006=0},1050,,,,,,{12=2;},{12=2;11=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1067;y=325},{x=1285;y=321},<<827;561>;<1067;325>>,,,,,
10605,Snow field,雪原,Snow field,404404,설원,,<{unitId=60262;level=25;advance=3};{unitId=63282;level=25;advance=3};{unitId=60262;level=25;advance=3};>,<{unitId=72612;level=25;advance=5}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_530_ltds@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,25,130,130,,,,9999,6,50,6,{5000=0;5008=0;5006=0;5004=0},1050,,,,,,{12=2;},{12=2;11=2},,,,1,,{x=1501;y=340},,<<1067;325>;<1285;321>;<1501;340>>,,,,1,
10606,Snow field,雪原,Snow field,404404,설원,,<{unitId=60482;level=25;advance=3};>,<{unitId=181503;level=25;advance=5}>,config/portrait/simple/img_306_bskdl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_306_bskdl@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,25,133,133,,,,9999,6,50,6,{5000=0;5008=0;5006=0;5004=0},1050,,,,,,{12=2;},{12=2;11=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1327;y=550},{x=1127;y=704},<<1501;340>;<1327;550>>,,,,,
10607,Snow field,雪原,Snow field,404404,설원,,<{unitId=60371;level=26;advance=4};{unitId=60371;level=26;advance=4};>,<{unitId=70472;level=26;advance=6}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_463_dst@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,26,136,136,,,,9999,6,50,6,{5000=0;5008=0;5006=0;5004=0},1050,,,,,,{12=2;},{12=2;11=2},,,,,,{x=1563;y=676},,<<1327;550>;<1108;620>;<1127;704>;<1363;741>;<1563;676>>,,,,,
10608,Snow field,雪原,Snow field,404404,설원,,<{unitId=61292;level=27;advance=4};{unitId=61292;level=27;advance=4};{unitId=60082;level=27;advance=4};{unitId=60082;level=27;advance=4};>,<{unitId=72633;level=27;advance=6}>,config/portrait/simple/img_534_xjlj@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_534_xjlj@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,27,139,139,,,,9999,6,50,6,{5000=0;5009=0;5004=0;5005=0},1050,,,,,,{12=2;},{12=2;11=2},,,,1,{talent_point=1;rmb=10;gold=10000},{x=1887;y=688},{x=2031;y=694},<<1563;676>;<1727;688>;<1887;688>>,,,,1,
10609,Snow field,雪原,Snow field,404404,설원,,<{unitId=60461;level=27;advance=4};{unitId=60461;level=27;advance=4};{unitId=60461;level=27;advance=4};>,<{unitId=71253;level=27;advance=6}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_248_bjls@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,27,142,142,,,,9999,6,50,6,{5000=0;5009=0;5004=0;5005=0},1050,,,,,,{12=2;},{12=2;11=2},,,,,,{x=2115;y=862},,<<1887;688>;<2031;694>;<2115;862>>,,,,,
10610,Snow field,雪原,Snow field,404404,설원,,<>,<{unitId=180753;level=28;advance=6}>,config/portrait/simple/img_149_kl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_149_kl@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,28,145,145,,,,9999,6,50,6,{5000=0;5009=0;5004=0;5005=0},1050,king of snow mountain,雪山的王者,,404404,설산의 왕,{12=2;},{12=2;11=2},,,,,,{x=1886;y=968},,<<2115;862>;<1867;896>;<1886;968>>,,,,,
10701,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=61353;level=29;advance=4};{unitId=60331;level=29;advance=4};{unitId=61353;level=29;advance=4};{unitId=60331;level=29;advance=4};>,<{unitId=70072;level=29;advance=6}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_22_dzq@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,29,148,148,,,,9999,6,60,6,{5000=0;5007=0;5005=0},1085,The beginning of a pilgrimage to the islands?,諸島巡禮的開端？,,404404,군도 순례의 시작?,{12=2;11=1},{12=3;11=1},,,,1,,{x=1269;y=291},,<<1269;291>>,,,,1,
10702,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=60092;level=29;advance=4};{unitId=60092;level=29;advance=4};{unitId=63282;level=29;advance=4};{unitId=63282;level=29;advance=4};>,<{unitId=70053;level=29;advance=6}>,config/portrait/simple/img_18_dbn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_18_dbn@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,29,151,151,,,,9999,6,60,6,{5000=0;5007=0;5005=0},1085,,,,,,{12=2;11=1},{12=3;11=1},,,,,{talent_point=1;rmb=10;gold=10000},{x=1065;y=337},{x=779;y=365},<<1269;291>;<1065;337>>,,,,,
10703,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=60482;level=29;advance=4};{unitId=60082;level=29;advance=4};{unitId=60482;level=29;advance=4};>,<{unitId=70113;level=29;advance=6}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_31_ndh@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,29,154,154,,,,9999,6,60,6,{5000=0;5007=0;5005=0},1085,,,,,,{12=2;11=1},{12=3;11=1},,,,,,{x=621;y=459},,<<1065;337>;<779;365>;<621;459>>,,,,,
10704,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=52012;level=30;advance=4};{unitId=52012;level=30;advance=4};{unitId=60571;level=30;advance=4};{unitId=60571;level=30;advance=4};>,<{unitId=70572;level=30;advance=6}>,config/portrait/simple/img_212_jqtl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_212_jqtl@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,30,157,157,,,,9999,6,60,6,{5000=0;5007=0;5005=0},1085,,,,,,{12=2;11=1},{12=3;11=1},,,,,{talent_point=1;rmb=10;gold=10000},{x=901;y=591},{x=1099;y=609},<<621;459>;<901;591>>,,,,,
10705,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=61352;level=30;advance=4};{unitId=60793;level=30;advance=4};{unitId=61352;level=30;advance=4};{unitId=60793;level=30;advance=4};>,<{unitId=72891;level=30;advance=6}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_587_dfs@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,30,160,160,,,,9999,6,60,6,{5000=0;5008=0;5006=0},1085,,,,,,{12=2;11=1},{12=3;11=1},,,,1,,{x=1471;y=556},,<<901;591>;<1099;609>;<1471;556>>,,,,1,
10706,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=60881;level=30;advance=4};{unitId=60881;level=30;advance=4};>,<{unitId=180731;level=30;advance=6}>,config/portrait/simple/img_145_sdn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_145_sdn@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,30,163,163,,,,9999,6,60,6,{5000=0;5008=0;5006=0},1085,Restless thunder,不安的雷鳴,,404404,불안한 천둥 소리,{12=2;11=1},{12=3;11=1},,,,,{talent_point=1;rmb=10;gold=10000},{x=1616;y=636},{x=1791;y=642},<<1471;556>;<1616;636>>,,,,,
10707,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=63542;level=31;advance=5};{unitId=63542;level=31;advance=5};>,<{unitId=73511;level=31;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_701_sjyr@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,31,166,166,,,,9999,6,60,6,{5000=0;5008=0;5006=0},1085,,,,,,{12=2;11=1},{12=3;11=1},,,,,,{x=2039;y=911},,<<1616;636>;<1791;642>;<2039;911>>,,,,,
10708,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=63021;level=31;advance=5};>,<{unitId=180721;level=31;advance=7}>,config/portrait/simple/img_144_jdn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_144_jdn@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,31,169,169,,,,9999,6,60,6,{5000=0;5009=0;5004=0},1085,Sudden drop in temperature?,忽然降溫？,,404404,갑자기 온도가 내려간다?,{12=2;11=1},{12=3;11=1},,,,1,{talent_point=1;rmb=10;gold=10000},{x=1708;y=964},{x=1513;y=927},<<2039;911>;<1708;964>>,,,,1,
10709,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=61081;level=31;advance=5};{unitId=61081;level=31;advance=5};>,<{unitId=72483;level=31;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_500_yww@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,31,172,172,,,,9999,6,60,6,{5000=0;5009=0;5004=0},1085,,,,,,{12=2;11=1},{12=3;11=1},,,,,,{x=1229;y=903},,<<1708;964>;<1513;927>;<1229;903>>,,,,,
10710,Poni Island,波尼島,Poni Island,404404,포니섬,,<>,<{unitId=181971;level=32;advance=7}>,config/portrait/simple/img_383_gld@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_383_gld@.png,,17,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,32,175,175,,,,9999,6,60,6,{5000=0;5009=0;5004=0},1085,Who else can't fly,還有誰不會飛,,404404,누가 또 날지 못하는 건가,{12=2;11=1},{12=3;11=1},,,,,,{x=862;y=957},,<<1229;903>;<1388;702>;<1334;664>;<1007;767>;<862;957>>,,,,,
10801,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<{unitId=63302;level=32;advance=5};{unitId=63302;level=32;advance=5};{unitId=63302;level=32;advance=5};>,<{unitId=70464;level=32;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_237_zwl@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,32,178,178,,,,9999,6,70,6,{5000=0;5010=0;5008=0;5003=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,1,,{x=701;y=970},,<<701;970>>,,,,1,
10802,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<{unitId=50371;level=32;advance=5};{unitId=60371;level=32;advance=5};{unitId=50371;level=32;advance=5};>,<{unitId=70372;level=32;advance=7}>,config/portrait/simple/img_89_ccn@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_89_ccn@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,32,181,181,,,,9999,6,70,6,{5000=0;5010=0;5008=0;5003=0},1120,Blocker of the reef,海礁的攔路者,,404404,해초의 방해꾼,{12=2;11=2},{12=3;11=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=406;y=845},{x=422;y=616},<<701;970>;<406;845>>,,,,,
10803,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<>,<{unitId=70552;level=33;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_121_bshx@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,33,184,184,,,,9999,6,70,6,{5000=0;5010=0;5008=0;5003=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,,,{x=593;y=571},,<<406;845>;<422;616>;<593;571>>,,,,,
10804,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<>,<{unitId=71253;level=33;advance=7}>,config/portrait/simple/img_248_bjls@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_248_bjls@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,33,187,187,,,,9999,6,70,6,{5000=0;5010=0;5008=0;5003=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=875;y=555},{x=985;y=360},<<593;571>;<875;555>>,,,,,
10805,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<{unitId=63302;level=33;advance=5};{unitId=60262;level=33;advance=5};{unitId=63302;level=33;advance=5};>,<{unitId=72873;level=33;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_584_sbddb@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,33,190,190,,,,9999,6,70,6,{5000=0;5011=0;5009=0;5001=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,1,,{x=1149;y=469},,<<875;555>;<985;360>;<1149;469>>,,,,1,
10806,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<{unitId=60721;level=34;advance=5};{unitId=60593;level=34;advance=5};{unitId=60593;level=34;advance=5};>,<{unitId=181423;level=34;advance=7}>,config/portrait/simple/img_289_qjw@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_289_qjw@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,34,193,193,,,,9999,6,70,6,{5000=0;5011=0;5009=0;5001=0},1120,Lazy king of leave,怠惰的請假王,,404404,게으름뱅이 게을킹,{12=2;11=2},{12=3;11=2},,,,,{talent_point=1;rmb=10;gold=10000},{x=1179;y=848},{x=1381;y=912},<<1149;469>;<1179;848>>,,,,,
10807,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<{unitId=61422;level=34;advance=5};{unitId=60002;level=34;advance=5};{unitId=61422;level=34;advance=5};{unitId=60002;level=34;advance=5};>,<{unitId=73413;level=34;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_681_jdjg@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,34,196,196,,,,9999,6,70,6,{5000=0;5011=0;5009=0;5001=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,,,{x=1549;y=501},,<<1179;848>;<1381;912>;<1502;825>;<1549;501>>,,,,,
10808,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<>,<{unitId=181303;level=35;advance=7}>,config/portrait/simple/img_257_hyj@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_257_hyj@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,35,199,199,,,,9999,6,70,6,{5000=0;5012=0;5007=0;5002=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,1,{talent_point=1;rmb=10;gold=10000},{x=1817;y=546},{x=2005;y=581},<<1549;501>;<1817;546>>,,,,1,
10809,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<{unitId=62631;level=35;advance=5};{unitId=62611;level=35;advance=5};{unitId=62591;level=35;advance=5};>,<{unitId=72963;level=35;advance=7}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_601_clg@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,35,202,202,,,,9999,6,70,6,{5000=0;5012=0;5007=0;5002=0},1120,,,,,,{12=2;11=2},{12=3;11=2},,,,,,{x=1831;y=868},,<<1817;546>;<2005;581>;<2009;729>;<1831;868>>,,,,,
10810,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404404,울라울라섬,,<>,<{unitId=181901;level=35;advance=7}>,config/portrait/simple/img_374_tyl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_374_tyl@.png,,18,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,35,205,205,,,,9999,6,70,6,{5000=0;5012=0;5007=0;5002=0},1120,Final test,最終的試煉,,404404,마지막 시련,{12=2;11=2},{12=3;11=2},,,,,,{x=2141;y=873},,<<1831;868>;<1967;944>;<2141;873>>,,,,,
10901,Akala Island,阿卡拉島,Akala Island,404404,아칼라섬,,<{unitId=63282;level=36;advance=6};{unitId=60552;level=36;advance=6};{unitId=63282;level=36;advance=6};{unitId=60552;level=36;advance=6};>,<{unitId=70082;level=36;advance=8}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_24_abg@.png,,19,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,36,208,208,,,,9999,6,80,6,{5000=0;5010=0;5008=0},1155,,,,,,{13=1;},{13=1;12=1},,,,1,,{x=1023;y=353},,<<1023;353>>,,,,1,
10902,Akala Island,阿卡拉島,Akala Island,404404,아칼라섬,,<{unitId=60602;level=36;advance=6};{unitId=60602;level=36;advance=6};{unitId=60331;level=36;advance=6};{unitId=60331;level=36;advance=6};>,<{unitId=70273;level=36;advance=8}>,config/portrait/simple/img_68_gl@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_68_gl@.png,,19,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,36,211,211,,,,9999,6,80,6,{5000=0;5010=0;5008=0},1155,,,,,,{13=1;},{13=1;12=1},,,,,{talent_point=1;rmb=10;gold=10000},{x=1319;y=295},{x=1532;y=353},<<1023;353>;<1319;295>>,,,,,
10903,Akala Island,阿卡拉島,Akala Island,404404,아칼라섬,,<{unitId=60593;level=36;advance=6};{unitId=61292;level=36;advance=6};{unitId=60593;level=36;advance=6};>,<{unitId=70542;level=36;advance=8}>,,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_119_jyw@.png,,19,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,36,214,214,,,,9999,6,80,6,{5000=0;5010=0;5008=0},1155,,,,,,{13=1;},{13=1;12=1},,,,,,{x=1592;y=477},,<<1319;295>;<1532;353>;<1592;477>>,,,,,
10904,Akala Island,阿卡拉島,Akala Island,404404,아칼라섬,,<{unitId=53472;level=37;advance=6};{unitId=60262;level=37;advance=6};{unitId=53472;level=37;advance=6};>,<{unitId=73143;level=37;advance=8}>,config/portrait/simple/img_635_ssel@.png,,4,3,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_635_ssel@.png,,19,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,37,217,217,,,,9999,6,80,6,{5000=0;5010=0;5008=0},1155,,,,,,{13=1;},{13=1;12=1},,,,,{talent_point=1;rmb=10;gold=10000},{x=1154;y=642},{x=987;y=689},<<1592;477>;<1549;576>;<1290;660>;<1154;642>>,,,,,
