"﻿变量名",markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
17004,171,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
17005,171,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
17006,171,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.40%,,,,,,,,,,
17007,171,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
17008,171,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
17009,171,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
17010,171,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
17011,171,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
17012,171,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
17013,171,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
19001,191,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
19002,191,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
19003,191,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
19004,191,80,2,0,12,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
19005,191,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
19006,191,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.40%,8,0.40%,,,,,,,,
19007,191,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
19008,191,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
19009,191,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.40%,,,,,,,,,,
19010,191,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
19011,191,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
19012,191,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
19013,191,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
22001,221,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
22002,221,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
22003,221,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
22004,221,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
22005,221,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
22006,221,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
22007,221,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
22008,221,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
22009,221,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
22010,221,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
22011,221,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
22012,221,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
22013,221,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
23001,231,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
23002,231,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
23003,231,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
23004,231,80,2,0,7,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
23005,231,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
23006,231,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.40%,8,0.40%,,,,,,,,
23007,231,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
23008,231,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
23009,231,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.40%,,,,,,,,,,
23010,231,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
23011,231,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
23012,231,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.40%,,,,,,,,,,
23013,231,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
24001,241,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
24002,241,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
24003,241,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
24004,241,80,2,0,2,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
24005,241,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
24006,241,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
24007,241,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
24008,241,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
24009,241,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
24010,241,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
24011,241,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
24012,241,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
24013,241,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
26001,261,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
26002,261,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
26003,261,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
26004,261,80,2,0,11,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
26005,261,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
26006,261,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
26007,261,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
26008,261,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
26009,261,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
26010,261,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
26011,261,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
26012,261,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
26013,261,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
27001,271,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
27002,271,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
27003,271,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
27004,271,80,2,0,7,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
27005,271,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
27006,271,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
27007,271,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
27008,271,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
27009,271,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
27010,271,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
27011,271,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
27012,271,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
27013,271,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
28001,281,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
28002,281,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
28003,281,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
28004,281,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
28005,281,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
28006,281,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
28007,281,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
28008,281,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
28009,281,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
28010,281,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
28011,281,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
28012,281,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
28013,281,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
30001,301,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
30002,301,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
30003,301,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
30004,301,80,2,0,13,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
30005,301,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
30006,301,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
30007,301,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
30008,301,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
30009,301,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
30010,301,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
30011,301,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
30012,301,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
30013,301,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
33001,331,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
33002,331,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
33003,331,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
33004,331,80,2,0,5,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
33005,331,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
33006,331,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
33007,331,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
33008,331,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
33009,331,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
33010,331,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
33011,331,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
33012,331,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
33013,331,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
34001,341,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
34002,341,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
34003,341,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
34004,341,80,2,0,1,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
34005,341,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
34006,341,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
34007,341,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
34008,341,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
34009,341,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
34010,341,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
34011,341,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
34012,341,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
34013,341,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
35001,351,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
35002,351,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
35003,351,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
35004,351,80,2,0,1,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
35005,351,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
35006,351,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
35007,351,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
35008,351,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
35009,351,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.40%,8,0.40%,,,,,,,,
35010,351,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
35011,351,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
35012,351,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
35013,351,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
37001,371,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
37002,371,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
37003,371,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
37004,371,80,2,0,8,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
37005,371,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
37006,371,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
37007,371,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
37008,371,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
37009,371,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
37010,371,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
37011,371,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
37012,371,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
37013,371,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
38001,381,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
38002,381,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
38003,381,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
38004,381,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
38005,381,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
38006,381,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
38007,381,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
38008,381,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
38009,381,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
38010,381,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
38011,381,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
38012,381,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
38013,381,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
39001,391,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
39002,391,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
39003,391,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
39004,391,80,2,0,14,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
39005,391,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
39006,391,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
39007,391,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
39008,391,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
39009,391,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
39010,391,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
39011,391,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
39012,391,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
39013,391,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
40001,401,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
40002,401,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
40003,401,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
40004,401,80,2,0,13,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
40005,401,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
40006,401,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
40007,401,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
40008,401,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
40009,401,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
40010,401,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
40011,401,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
40012,401,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
40013,401,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
45001,451,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
45002,451,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
45003,451,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
45004,451,80,2,0,9,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
45005,451,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
45006,451,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
45007,451,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
45008,451,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
45009,451,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.40%,8,0.40%,,,,,,,,
45010,451,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
45011,451,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
45012,451,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.40%,8,0.40%,,,,,,,,
45013,451,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
46001,461,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
46002,461,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
46003,461,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
