"﻿变量名",_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
5501,,,,,,,,,,1,,,,,,,,"""Here is the speed bar, which determines who makes the first move 1""",這裡是速度條，決定了出手的順序1,"""Here is the speed bar, which determines who makes the first move 1""",404404,"""이곳은 스피드 게이지야, 행동 순서1을 결정해 주지""",,,,,,,,,,login/new_character/img_tjltm@.png,,,,,,,,<midPanel;widgetPanel;speedRank>,,,,,
5502,,,,,,,,,,1,,,,,,,,"""Here is the speed bar, which determines who makes the first move 2""",這裡是速度條，決定了出手的順序2,"""Here is the speed bar, which determines who makes the first move 2""",404404,"""이곳은 스피드 게이지야, 행동 순서2을 결정해 주지""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<midPanel;widgetPanel;speedRank>,effect/shouyindao.skel,,,TRUE,{width=6240;height=2880;dx=0;dy=0}
5503,,,,,,,,,,1,,,,,,,,"""Here is the speed bar, which determines who makes the first move 3""",這裡是速度條，決定了出手的順序3,"""Here is the speed bar, which determines who makes the first move 3""",404404,"""이곳은 스피드 게이지야, 행동 순서3을 결정해 주지""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<midPanel;widgetPanel;speedRank>,effect/shouyindao.skel,,,TRUE,{width=220;height=900}
5504,,,,,,,,,,1,,,,,,,,It's your turn now. Tap here to select the move you want to make.,輪到你出擊了，點擊這裡選擇你需要使用的技能。,It's your turn now. Tap here to select the move you want to make.,404404,"""이제 행동할 차례야, 이곳을 클릭하면 사용할 스킬을 선택할 수 있어.""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<bottomRightPanel;skill2>,effect/shouyindao.skel,,,TRUE,
5505,,,,,,,,,,1,,,,,,,,Tap here to select the move you want to make.,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,404404,이곳을 클릭하여 사용할 스킬을 선택하세요.,,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<bottomRightPanel;skill1>,effect/shouyindao.skel,,,,
5506,,,,,,,,,,1,,,,,,,,Select the move and tap the target to cast the move on.,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,404404,"""스킬을 선택한 후, 스킬 대상을 선택하세요.""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<UILayer;hitPanel8>,effect/shouyindao.skel,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,,,,,,,,,,1,,,,,,,,Tap here to select the move you want to make.,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,404404,이곳을 클릭하여 사용할 스킬을 선택하세요.,,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<bottomRightPanel;skill3>,effect/shouyindao.skel,,,,
5602,,,,,,,,,,1,,,,,,,,Select the move and tap the target to cast the move on.,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,404404,"""스킬을 선택한 후, 스킬 대상을 선택하세요.""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<UILayer;hitPanel7>,effect/shouyindao.skel,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,,,,,,,,,,1,,,,,,,,Tap here to select the move you want to make.,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,404404,이곳을 클릭하여 사용할 스킬을 선택하세요.,,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<bottomRightPanel;skill3>,effect/shouyindao.skel,,,,
5702,,,,,,,,,,1,,,,,,,,Select the move and tap the target to cast the move on.,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,404404,"""스킬을 선택한 후, 스킬 대상을 선택하세요.""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,<UILayer;hitPanel9>,effect/shouyindao.skel,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,,,,,,,,,,,,,1,<1>,,,,Test,測試,Test,404404,테스트,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,,0,2000,,TRUE,,,,,,,,2,<32>,,,,"""I think, Pokémons are amazing creature. They...""",按照我說，精靈可是一種非常神奇的生物，他們…,"""I think, Pokémons are amazing creature. They...""",404404,"""내 말은, 포켓몬은 정말 신기한 생명체야, 그들은...""",,,,,,,,,,,,,,,,,,,,,,,
10002,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,…………,…………,…………,404404,............,,,,,,,,,,,,,,,,,,,,,,,
10003,,4000,2000,,TRUE,,,,,,,,2,<32>,,,,"""Youngsters nowadays can be rather impatient. I won't say much since you don't seem interested. Now that you have gotten the Pokémon you want, let's try fighting with it.""",最近的年輕人有點急躁啊，我看你好像不太想聽的樣子，那我也就不多說了，既然你拿到了你心儀的精靈，那麼來對戰試試吧。,"""Youngsters nowadays can be rather impatient. I won't say much since you don't seem interested. Now that you have gotten the Pokémon you want, let's try fighting with it.""",404404,"""요즘 젊은이들은 참을성이 없다니까. 더 이상 듣고 싶어하지 않아 보이니 여기까지만 할게. 원하는 포켓몬을 얻었으니, 배틀을 해보자.""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,,0,2000,,TRUE,,,,,,,,2,<32>,,,,It seems that you're now familiar with the Pokémon battle techniques,看來你已經掌握了精靈對戰的技巧了啊,It seems that you're now familiar with the Pokémon battle techniques,404404,보아하니 이미 포켓몬 배틀 기술을 터득한 것 같아 보이는데,,,,,,,,,,,,,,,,,,,,,,,
10012,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Of course, are you underestimating me?!""",那是當然啊，你在小看我嘛！,"""Of course, are you underestimating me?!""",404404,"""당연하지, 나를 뭐로 보고!""",,,,,,,,,,,,,,,,,,,,,,,
10013,,4000,2000,,TRUE,,,,,,,,2,<32>,,,,"""Very well, that's what I wanna see. I look forward to your performance in the future. I shall leave it to you now, Rotom Pokédex """,不錯不錯，就是這個勢頭，我期待你將來的表現哦，接下來就拜託你了哦，圖鑒洛托姆,"""Very well, that's what I wanna see. I look forward to your performance in the future. I shall leave it to you now, Rotom Pokédex """,404404,"""좋아 좋아, 바로 그 기세야. 앞으로의 활약을 기대할게. 이제 잘 부탁해, 도감 로토무""",,,,,,,,,,,,,,,,,,,,,,,
10014,,6000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Leave it to me, Lotto""",交給我吧，洛托,"""Leave it to me, Lotto""",404404,"""나만 믿어라, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10015,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,I'm going off now!,那我出發咯,I'm going off now!,404404,그럼 출발한다,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,,0,2000,,TRUE,,,,,,,,2,<13>,,,,"""Yo, slowpoke, I thought you couldn't be a trainer anymore""",喲，慢吞吞的傢伙，我還以為你當不了訓練家了呢,"""Yo, slowpoke, I thought you couldn't be a trainer anymore""",404404,"""엇, 느려 빠진 녀석, 너는 트레이너가 될 수 없을 거라 생각했는데 말이지""",,,,,,,,,,,,,,,,,,,,,,,
10022,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""How is it possible? I am someone who's going to be a Pokémon Master. Now that you've got Pokémons, let's fight""",怎麼可能，我可是要成為大師訓練家的人，既然你也拿到精靈了，讓我們來對戰吧,"""How is it possible? I am someone who's going to be a Pokémon Master. Now that you've got Pokémons, let's fight""",404404,"""그럴 리가, 나는 최고의 트레이너가 될 거라고. 너도 포켓몬을 얻은 모양이니, 배틀을 신청한다""",,,,,,,,,,,,,,,,,,,,,,,
10023,,4000,2000,,TRUE,,,,,,,,2,<13>,,,,"""Wow! You're ambitious! C'mon, let me show you what it means to be a true trainer!""",哦！好大口氣，來吧，我來教你什麼叫做訓練家！,"""Wow! You're ambitious! C'mon, let me show you what it means to be a true trainer!""",404404,"""어! 자신만만한데, 좋아, 트레이너가 무엇인지 알려주도록 하지!""",,,,,,,,,,,,,,,,,,,,,,,
10024,,6000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Hmph, I will definitely win!""",哼，贏的人肯定是我！,"""Hmph, I will definitely win!""",404404,"""흥, 승자는 나일 거라고!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,,0,2000,,TRUE,,,,,,,,2,<13>,,,,I didn't do well today and will definitely beat you next time!,哎呀，今天發揮不好，下次我一定把你擊敗,I didn't do well today and will definitely beat you next time!,404404,"""아앗, 오늘 컨디션이 별로네, 다음에는 반드시 이겨주겠어""",,,,,,,,,,,,,,,,,,,,,,,
10032,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Do as you please, but the winner is still gonna be me the next time!""",你隨便來吧，下次贏得肯定還是我,"""Do as you please, but the winner is still gonna be me the next time!""",404404,"""그러던가, 다음에도 내가 이길 거지만""",,,,,,,,,,,,,,,,,,,,,,,
10033,,4000,2000,,TRUE,,,,,,,,2,<13>,,,,"""I'll be going now, good luck!""",那我先出發了，祝你好運了,"""I'll be going now, good luck!""",404404,"""그럼 나는 먼저 가볼게, 행운을 빌어 주마""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041,,0,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,Wild Pokémons detected nearby,前方有野生精靈的反應,Wild Pokémons detected nearby,404404,전방에 야생 포켓몬 반응이 있어,,,,,,,,,,,,,,,,,,,,,,,
10042,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,Hey! What Legendary Pokémon is it?,誒！是什麼神獸？,Hey! What Legendary Pokémon is it?,404404,어? 무슨 전설의 포켓몬이지?,,,,,,,,,,,,,,,,,,,,,,,
10043,,4000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""You're overthinking, Lotto. How could that thing come near to a human town?""",你想多了吧，洛托，在這種人類的城鎮附近怎麼可能有那玩意兒。,"""You're overthinking, Lotto. How could that thing come near to a human town?""",404404,"""너무 생각이 많은 거 아냐, 로토, 인간의 도시 부근에 그런 게 있을 리가 없잖아.""",,,,,,,,,,,,,,,,,,,,,,,
10044,,6000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Tsk, I thought it was Ho-Oh. Well, let’s fight with the wild Pokémons first, I'm sure we'll get to see it in the future!!!....""",切，我還以為是鳳王呢，嘛，先和野生的精靈打打看吧，將來肯定！！….,"""Tsk, I thought it was Ho-Oh. Well, let’s fight with the wild Pokémons first, I'm sure we'll get to see it in the future!!!....""",404404,"""쳇, 칠색조인 줄 알았네. 뭐, 먼저 야생의 포켓몬과 싸워보자, 언젠가는 반드시!!...""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,,0,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Well done, Lotto!""",幹得漂亮，洛托！,"""Well done, Lotto!""",404404,"""잘했어, 로토!""",,,,,,,,,,,,,,,,,,,,,,,
10052,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Of course, I'll become a Pokémon Master.""",那是當然，我可是要成為大師級訓練家的人,"""Of course, I'll become a Pokémon Master.""",404404,"""당연하지, 나는 최고의 트레이너가 될 몸이라고""",,,,,,,,,,,,,,,,,,,,,,,
10053,,4000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,What's going on?,誒，什麼情況,What's going on?,404404,"""어라, 무슨 상황이지""",,,,,,,,,,,,,,,,,,,,,,,
10054,,6000,2000,,TRUE,,,,,,,,1,<0>,,,,What's wrong?,咋了？,What's wrong?,404404,왜 그래?,,,,,,,,,,,,,,,,,,,,,,,
10055,,8000,2000,,TRUE,,,,,,,,2,,1271,,,…………,…………,…………,404404,............,,,,,,,,,,,,,,,,,,,,,,,
10056,,10000,2000,,TRUE,,,,,,,,1,<101>,,{x=-30;y=600},,You must be really lucky to see a Ho-Oh when you head out. It is said that people who see Ho-Oh will receive blessings and good luck!,你運氣真好啊，出門就能看到鳳王，據說看到鳳王會得到祝福，走好運哦,You must be really lucky to see a Ho-Oh when you head out. It is said that people who see Ho-Oh will receive blessings and good luck!,404404,"""너는 운이 정말 좋다. 나오자마자 칠색조를 만나다니. 칠색조를 본 사람은 축복이 내려져, 행운이 가득하길 바래""",,,,,,,,,,,,,,,,,,,,,,,
10057,,12000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Rotom, hurry up and take photos!""",洛托姆，快拍照啊,"""Rotom, hurry up and take photos!""",404404,"""로토무, 빨리 사진을 찍어""",,,,,,,,,,,,,,,,,,,,,,,
10058,,14000,2000,,TRUE,,,,,,,,2,,1271,,,…………,…………,…………,404404,............,,,,,,,,,,,,,,,,,,,,,,,
10059,,16000,2000,,TRUE,,,,,,,,1,<101>,,{x=-30;y=600},,"""Don't worry, I took it! ~""",放心吧，已經拍下來了！,"""Don't worry, I took it! ~""",404404,"""걱정 마, 이미 찍었어!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061,,0,2000,,TRUE,,,,,,,,2,<15>,,,,"""Hello, you're a trainer too?""",你好啊，你也是訓練家？,"""Hello, you're a trainer too?""",404404,"""안녕, 너도 트레이너야?""",,,,,,,,,,,,,,,,,,,,,,,
10062,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Yes, what's wrong?""",是啊，有什麼事麼？,"""Yes, what's wrong?""",404404,"""그래 맞아, 무슨 일 있어?""",,,,,,,,,,,,,,,,,,,,,,,
10063,,4000,2000,,TRUE,,,,,,,,2,<15>,,,,"""Since you are a trainer, we must battle as long as our eyes meet. This should be the basic etiquette.""",既然是訓練家，對上眼神就要開始對戰，這才是基本禮儀吧,"""Since you are a trainer, we must battle as long as our eyes meet. This should be the basic etiquette.""",404404,"""트레이너라면, 인사 대신 배틀 신청을 하는 게 기본적인 예의이지""",,,,,,,,,,,,,,,,,,,,,,,
10064,,6000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Alright, let's fight!""",也對，來對戰吧！,"""Alright, let's fight!""",404404,"""그러네, 그럼 배틀을 받아주지!""",,,,,,,,,,,,,,,,,,,,,,,
10065,,8000,2000,,TRUE,,,,,,,,2,<15>,,,,"""Let's make this clear. If you lose, you'll have to go on a date with me""",先說好，輸了可是要和我約會的哦,"""Let's make this clear. If you lose, you'll have to go on a date with me""",404404,"""그전에, 나한테 지면 나랑 데이트하겠다고 약속하는 거다""",,,,,,,,,,,,,,,,,,,,,,,
10066,,10000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Don't worry, I'm not gonna lose!""",放心吧，我不會輸的！,"""Don't worry, I'm not gonna lose!""",404404,"""걱정 마, 내가 지는 일은 없을 테니까!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071,,0,2000,,TRUE,,,,,,,,2,<15>,,,,"""Tsk, what a bore! Woah, it makes me mad!""",切，不解風情的人，哎呀，好氣啊！,"""Tsk, what a bore! Woah, it makes me mad!""",404404,"""쳇, 농담도 모르다니, 으아아, 분하다!""",,,,,,,,,,,,,,,,,,,,,,,
10072,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,I will not lose the Pokémon battle!,精靈對戰我可不會輸！,I will not lose the Pokémon battle!,404404,포켓몬 배틀은 절대 지지 않아!,,,,,,,,,,,,,,,,,,,,,,,
10073,,4000,2000,,TRUE,,,,,,,,2,<15>,,,,"""Fine, dummy. I'm Bianca, see ya!""",行吧，呆頭，我叫白露，有緣再見咯,"""Fine, dummy. I'm Bianca, see ya!""",404404,"""됐어, 멍청아, 나는 벨이라고 해, 나중에 또 보게 될지도 몰라""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,,0,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,Prepare for the high energy response!,前方高能反應！,Prepare for the high energy response!,404404,전방에 고에너지 반응!,,,,,,,,,,,,,,,,,,,,,,,
10082,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,What's going on?,什麼情況？,What's going on?,404404,무슨 상황이야?,,,,,,,,,,,,,,,,,,,,,,,
10083,,4000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Looks like a wild reigning Pokémon, Lotto""",好像是野生的領主精靈的樣子洛托,"""Looks like a wild reigning Pokémon, Lotto""",404404,야생의 영주 포켓몬인 것 같아 로토,,,,,,,,,,,,,,,,,,,,,,,
10084,,6000,2000,,TRUE,,,,,,,,1,<0>,,,,Oh! Let me meet the Legendary Reigning Pokémon!,謔，就讓我來會會這個傳說中的領主精靈吧！,Oh! Let me meet the Legendary Reigning Pokémon!,404404,"""호오, 이 전설의 영주 포켓몬을 만나보자!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,,0,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""We seem to have come to a mysterious tribe that is not on the map, Lotto""",似乎是來到了一個地圖上沒有的神秘部落了，洛托,"""We seem to have come to a mysterious tribe that is not on the map, Lotto""",404404,"""지도에 없는 신비한 부락에 온 것 같아, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10101,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Hey, are you sure you know the way? We seems to have lost our ways""",喂，你靠不靠譜啊，帶路能還能把我帶迷路,"""Hey, are you sure you know the way? We seems to have lost our ways""",404404,"""야, 믿을 만한 정보야 뭐야, 엉뚱한 길로 안내하다니""",,,,,,,,,,,,,,,,,,,,,,,
10102,,4000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Aren't you going for an adventure and challenge yourself anyway? Since this place looks interesting, let’s take a look around, Lotto""",反正你也是要到處去冒險挑戰不是嗎，這裡看起來也挺有趣的，先到處走走看吧，洛托,"""Aren't you going for an adventure and challenge yourself anyway? Since this place looks interesting, let’s take a look around, Lotto""",404404,"""어차피 곳곳을 돌아다니며 모험할 예정 아니었나. 이곳도 재밌어 보이니, 한 번 둘러 봐, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10103,,6000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Be careful, the wild Pokémon over there looks very angry, Lotto.""",小心，前方野生的精靈看起來很生氣的樣子，洛托,"""Be careful, the wild Pokémon over there looks very angry, Lotto.""",404404,"""조심해, 전방의 야생 포켓몬이 매우 화나있는 것 같아, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10104,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,"""That was a piece of cake, let me finish them off""",小菜一碟啦，看我來收拾他們,"""That was a piece of cake, let me finish them off""",404404,"""이 정도는 쉽지, 놈들을 정리하고 올게""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,,0,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Phew, that was so close! I didn't expect to meet such an aggressive Pokémon""",剛才好險啊，沒想到還有那麼脾氣暴躁的精靈,"""Phew, that was so close! I didn't expect to meet such an aggressive Pokémon""",404404,"""방금 정말 위험했어, 저렇게 성격 더러운 포켓몬이 있을 줄이야""",,,,,,,,,,,,,,,,,,,,,,,
10111,,2000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Fortunately, I am quite strong""",還好我實力強,"""Fortunately, I am quite strong""",404404,내가 강해서 다행이야,,,,,,,,,,,,,,,,,,,,,,,
10112,,4000,2000,,TRUE,,,,,,,,,,70803,,,Howl!!!,嗷嗚,Howl!!!,404404,아울,,,,,,,,,,,,,,,,,,,,,,,
10113,,6000,2000,,TRUE,,,,,,,,1,<101>,,{x=-30;y=600},,"""Woah, that surprised me""",哇，嚇我一跳,"""Woah, that surprised me""",404404,"""으악, 깜짝이야""",,,,,,,,,,,,,,,,,,,,,,,
10114,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,Don't be so easily startled and make me scared too. Let me settle it.,你不要總那麼一驚一乍的，搞得我都被嚇到了，讓我來安排一下他吧,Don't be so easily startled and make me scared too. Let me settle it.,404404,"""계속 갑자기 놀라지 마, 나까지 놀랐잖아, 놈을 손봐주고 오자""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,,2000,2000,,TRUE,,,,,,,,2,<7>,,,,Oh? You're here for the Battle Festival as well?,呀謔，你也是來參加對戰祭典的嘛？,Oh? You're here for the Battle Festival as well?,404404,"""헬로, 너도 배틀 축제에 참가하러 온 것인가?""",,,,,,,,,,,,,,,,,,,,,,,
10121,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,What's that?,那是啥？,What's that?,404404,그게 뭐죠?,,,,,,,,,,,,,,,,,,,,,,,
10122,,6000,2000,,TRUE,,,,,,,,2,<7>,,,,What! You actually came without knowing?,啥！你居然不知道就來了嘛,What! You actually came without knowing?,404404,엥! 아무것도 모르고 온 거라니,,,,,,,,,,,,,,,,,,,,,,,
10123,,8000,2000,,TRUE,,,,,,,,2,<7>,,,,That's a traditional festival of this tribe which happens to be held at this time. I'm here to join the event and gather some materials. I'm sure you won't mind fighting against with me?,那是這個部落的傳統活動，正好這時候要開始了，我是來參加和取材的，不介意陪我對戰吧？,That's a traditional festival of this tribe which happens to be held at this time. I'm here to join the event and gather some materials. I'm sure you won't mind fighting against with me?,404404,"""이 부락의 전통 축제란다. 마침 시작할 시기가 됐지. 나는 참가 및 재료를 얻으러 왔는데, 나랑 한 번 겨뤄보지 않겠나?""",,,,,,,,,,,,,,,,,,,,,,,
10124,,10000,2000,,TRUE,,,,,,,,1,<0>,,,,I welcome all 1v1 battles!,只要是對戰，來者不拒！,I welcome all 1v1 battles!,404404,"""배틀이라면, 언제든지 환영이죠!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130,,2000,2000,,TRUE,,,,,,,,2,<7>,,,,It's rare for someone as young as you to be that good in fighting,想不到你年紀輕輕，對戰卻很有一套啊,It's rare for someone as young as you to be that good in fighting,404404,"""나이도 젊어 보이는데, 배틀은 꽤 하는 구나""",,,,,,,,,,,,,,,,,,,,,,,
10131,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,That goes without saying,那還用說,That goes without saying,404404,당연하죠,,,,,,,,,,,,,,,,,,,,,,,
10132,,6000,2000,,TRUE,,,,,,,,2,<7>,,,,"""You'll have a bright future, can I get your signature first?""",看來你將來前途無量啊，我能先要個簽名麼,"""You'll have a bright future, can I get your signature first?""",404404,"""잠재력이 엄청나구나, 지금 싸인을 받아둬도 되겠니?""",,,,,,,,,,,,,,,,,,,,,,,
10133,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,"""(Takes the pen and paper) Here, take it. Interview me when I win the championship.""",（接過紙筆）諾，拿好了，將來在我贏了冠軍大賽後來採訪我吧,"""(Takes the pen and paper) Here, take it. Interview me when I win the championship.""",404404,"""(펜과 종이를 건네받으며)여기요, 나중에 제가 월드 챔피언십에서 우승을 하면 그때 다시 찾아오세요""",,,,,,,,,,,,,,,,,,,,,,,
10134,,10000,2000,,TRUE,,,,,,,,2,<7>,,,,"""Wow, you're ambitious! You have my word!""",謔，志向高遠啊，那就一言為定咯！,"""Wow, you're ambitious! You have my word!""",404404,"""호오, 굉장한 목표구나, 그럼 약속하마!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,,2000,2000,,TRUE,,,,,,,,2,<23>,,,,"""Hello, new trainer! Defeat me first if you want to join the festival!""",你好啊，新來的訓練家，要想參加祭典你得先打敗我哦,"""Hello, new trainer! Defeat me first if you want to join the festival!""",404404,"""안녕, 새로운 트레이너, 축제에 참여하고 싶으면 먼저 나를 이겨야만 해""",,,,,,,,,,,,,,,,,,,,,,,
10141,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,I welcome all 1v1 battles!,只要是對戰，來者不拒！,I welcome all 1v1 battles!,404404,"""배틀이라면, 언제든지 환영이죠!""",,,,,,,,,,,,,,,,,,,,,,,
10142,,6000,2000,,TRUE,,,,,,,,2,<23;resAct>,,,,"""Youngsters nowadays are so full of themsPokémon. C'mon, show me what you've got""",現在的年輕人口氣真大，來吧，讓我見識一下你的實力,"""Youngsters nowadays are so full of themsPokémon. C'mon, show me what you've got""",404404,"""요즘 젊은이들은 정말 거침없다니까. 와라, 네 실력을 보여줘""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,,2000,2000,,TRUE,,,,,,,,2,<21>,,,,Let's see who I will fight last!,讓我看看我最後要對戰的人是誰吧！,Let's see who I will fight last!,404404,마지막으로 상대할 사람이 누군지 보자!,,,,,,,,,,,,,,,,,,,,,,,
10151,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,Hey!,誒！,Hey!,404404,야!,,,,,,,,,,,,,,,,,,,,,,,
10152,,6000,2000,,TRUE,,,,,,,,2,<21>,,,,Hey!,誒！,Hey!,404404,야!,,,,,,,,,,,,,,,,,,,,,,,
10153,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,I didn’t expect to play against you here. I've not heard from you for a while.,沒想到會和你在這裡對戰啊，有段時間不見了吧,I didn’t expect to play against you here. I've not heard from you for a while.,404404,"""여기서 너와 배틀을 하게 될 줄이야, 오랜만이네""",,,,,,,,,,,,,,,,,,,,,,,
10154,,10000,2000,,TRUE,,,,,,,,2,<21>,,,,"""I've gotten stronger too. Let's spar, and do your best""",我也變強了哦，來試試身手吧，你可得用盡全力哦,"""I've gotten stronger too. Let's spar, and do your best""",404404,"""나도 강해졌다고. 어디 실력을 봐볼까, 전력을 다해야 할 거야""",,,,,,,,,,,,,,,,,,,,,,,
