变量名,key,text,text_tw,text_en,text_vn,text_kr
137,fixShopVIPNotEnough,"""Insufficient VIP level, unable to unlock!""",VIP等級不足，無法開啟！,"""Insufficient VIP level, unable to unlock!""","VIP Cấp bậc chưa đủ, không cách nào mở ra!",VIP 레벨이 부족해 개방할 수 없습니다!
138,fixShopNotExisted,The shop does not exist!,該商店不存在！,The shop does not exist!,Nên cửa hàng không tồn tại!,해당 상점은 존재하지 않습니다!
139,fixShopRefresh,"""Shop has refreshed, please purchase again!""",商店已經刷新，請重新選購！,"""Shop has refreshed, please purchase again!""","Cửa hàng đã đổi mới, mời một lần nữa chọn mua!",상점이 이미 갱신되었습니다. 다시 구매하세요!
140,fixShopItemBuyMax,You've reached the maximum purchase of the item!,該商品購買已達上限！,You've reached the maximum purchase of the item!,Nên thương phẩm mua đã đạt hạn mức cao nhất!,해당 상품의 구매가 이미 한도에 도달했습니다!
141,cardStarMaxErr,Pokémon star level has reached the maximum and cannot be upgraded further!,精靈星級已達上限，無法提升！,Pokémon star level has reached the maximum and cannot be upgraded further!,"Tinh linh Tinh cấp đã đạt hạn mức cao nhất, không cách nào tăng lên!",포켓몬 성급이 이미 한도에 도달해 더는 증가시킬 수 없습니다!
142,cardStarGoldNotEnough,"""Gold is not enough,can't star activation!""",金幣不足，無法升星！,"""Gold is not enough,can't star activation!""","Kim tệ không đủ, không cách nào thăng tinh!",코인이 부족해 승급할 수 없습니다!
143,cardStarFragsNotEnough,"""Insufficient shard, unable to increase Star level!""",碎片不足，星級無法提升！,"""Insufficient shard, unable to increase Star level!""","Mảnh vỡ không đủ, Tinh cấp không cách nào tăng lên!",조각이 부족해 성급을 높일 수 없습니다!
144,cardResetRMBNotEnough,"""Insufficient diamonds, your Pokémon can't reborn!""",鑽石不足，無法重生！,"""Insufficient diamonds, your Pokémon can't reborn!""","Kim cương không đủ, không thể sống lại!",다이아가 부족해 부활할 수 없습니다!
145,roleBeenSilent,"""You have been muted, please contact the game developer!""",你已經被禁言，請聯繫GM！,"""You have been muted, please contact the game developer!""","Ngươi đã bị cấm ngôn, xin liên lạc GM!",발언이 금지되었습니다! GM에게 연락하세요!
146,roleBeenDisabled,"""Your account has been suspended, please contact the game developer!""",你已經被封號，請聯繫GM！,"""Your account has been suspended, please contact the game developer!""","Ngươi đã bị phong hào, xin liên lạc GM!",계정이 차단되었습니다! GM에게 연락하세요!
147,shopRefresh,"""Shop items have been refreshed, please purchase again""",商店貨品已刷新，請重新選購,"""Shop items have been refreshed, please purchase again""","Cửa hàng hàng đã đổi mới, mời một lần nữa chọn mua",상점 아이템이 갱신되었습니다. 다시 구매하세요!
148,unionShopRefreshRMBNotEnough,"""Insufficient diamonds, unable to refresh!""",鑽石不足，無法刷新！,"""Insufficient diamonds, unable to refresh!""","Kim cương không đủ, không cách nào đổi mới!",다이아가 부족해 갱신할 수 없습니다!
149,shopNotExisted,Shop does not exist!,商店不存在！,Shop does not exist!,Cửa hàng không tồn tại!,상점이 존재하지 않습니다!
150,saodangCanNotBuy,VIP 1 members can purchase No. of blitzes!,VIP 1級可以購買掃蕩次數！,VIP 1 members can purchase No. of blitzes!,VIP 1 Cấp có thể mua càn quét số lần!,VIP 1레벨은 소탕 횟수를 구매할 수 있습니다!
151,saodangBuyNoRMB,"""Insufficient diamonds, unable to buy No. of blitzes!""",鑽石不足，無法購買掃蕩次數！,"""Insufficient diamonds, unable to buy No. of blitzes!""","Kim cương không đủ, không cách nào mua càn quét số lần!",다이아가 부족해 소탕 횟수를 구매할 수 없습니다!
152,saodangMaxNotBuy,"""Wipe-out chance has maxed, can't purchase!""",掃蕩次數已達上限，無法購買！,"""Wipe-out chance has maxed, can't purchase!""","Càn quét số lần đã đạt hạn mức cao nhất, không cách nào mua!",소탕 횟수가 이미 한도에 도달해 구매할 수 없습니다!
153,exchangeGoldNotEnough,"""Insufficient coins, unable to exchange!""",金幣不足，無法兌換！,"""Insufficient coins, unable to exchange!""","Kim tệ không đủ, không cách nào hối đoái!",코인이 부족해 교환할 수 없습니다!
154,exchangeItemNotEnough,"""Insufficient items, unable to exchange!""",道具不足，無法兌換！,"""Insufficient items, unable to exchange!""","Đạo cụ không đủ, không cách nào hối đoái!",아이템이 부족해 교환할 수 없습니다!
155,exchangeMax,"""Chance has maxed, can't exchange!""",次數已達上限，無法兌換！,"""Chance has maxed, can't exchange!""","Số lần đã đạt hạn mức cao nhất, không cách nào hối đoái!",횟수가 이미 한도에 도달해 교환할 수 없습니다!
156,exchangeLevelNotEnough,"""Insufficient character level, unable to exchange!""",角色等級不足，無法兌換！,"""Insufficient character level, unable to exchange!""","Nhân vật cấp bậc chưa đủ, không cách nào hối đoái!",캐릭터 레벨이 부족해 교환할 수 없습니다!
157,exchangeVIPNotEnough,"""Insufficient VIP level, unable to exchange!""",VIP等級不足，無法兌換！,"""Insufficient VIP level, unable to exchange!""","VIP Cấp bậc chưa đủ, không cách nào hối đoái!",VIP 레벨이 부족해 교환할 수 없습니다!
158,huodongChanllengeVIPMax,You've reached the maximum No. of attempts for this event!,活動挑戰次數已達上限！,You've reached the maximum No. of attempts for this event!,Hoạt động khiêu chiến số lần đã đạt hạn mức cao nhất!,이벤트 도전 횟수가 이미 최대입니다!
159,giftOtherOpened,Someone has claimed the pack!,禮包已被他人領取！,Someone has claimed the pack!,Gói quà đã bị người khác nhận lấy!,선물을 이미 다른 유저가 수령했습니다!
160,friendStaminaSendMax,You've claimed the all free energy today!,今日體力贈送已達上限！,You've claimed the all free energy today!,Hôm nay thể lực đưa tặng đã đạt hạn mức cao nhất!,오늘의 체력 선물이 이미 한도에 도달했습니다!
161,friendStaminaRecvMax,You've claimed a maximum amount of energy today!,今日體力領取已達上限！,You've claimed a maximum amount of energy today!,Hôm nay thể lực nhận lấy đã đạt hạn mức cao nhất!,오늘의 체력 수령이 이미 한도에 도달했습니다!
162,friendStaminaNone,Unable to claim the energy!,無法領取好友體力！,Unable to claim the energy!,Không cách nào nhận lấy hảo hữu thể lực!,친구 체력을 수령할 수 없습니다!
163,friendAlready,You've already added as friends!,已經是好友！,You've already added as friends!,Đã là hảo hữu!,이미 친구 사이입니다!
164,friendNone,You've not added this trainer as friend!,他不是你的好友！,You've not added this trainer as friend!,Hắn không phải hảo hữu của ngươi!,친구가 아닙니다!
165,friendMax,You've reached a maximum number of friends!,好友已達上限！,You've reached a maximum number of friends!,Hảo hữu đã đạt hạn mức cao nhất!,친구 수가 한도에 도달했습니다!
166,friendFriendMax,The other party has reached a maximum number of friends!,對方好友已達上限！,The other party has reached a maximum number of friends!,Đối phương hảo hữu đã đạt hạn mức cao nhất!,상대방의 친구 목록이 가득 찼습니다!
167,friendFriendReqMax,"""The players receive many friends applications without dealing them, please apply later!""",對方未處理的好友申請過多，您無法再申請！,"""The players receive many friends applications without dealing them, please apply later!""","Đối phương chưa xử lý hảo hữu xin quá nhiều, ngài không cách nào lại xin!",상대방이 처리하지 않은 친구 신청이 너무 많아 신청할 수 없습니다!
168,friendSearchNoSuchRole,Trainer does not exist!,查無此人！,Trainer does not exist!,Tra không người này!,해당 유저가 존재하지 않습니다!
169,friendSearchMyself,Are you checking yourself up?,您在查自己嗎？,Are you checking yourself up?,Ngài đang tra mình sao?,자기 자신을 찾을 수 없습니다.
170,skillPointNotEnough,Move points insufficient,技能點數不足,Move points insufficient,Kỹ năng điểm số không đủ,스킬 포인트가 부족합니다.
171,skillPointBuyNoNeed,"""Skill points have reached the maximum, you don't have to buy it anymore!""",技能點已達上限，無需購買！,"""Skill points have reached the maximum, you don't have to buy it anymore!""","Điểm kỹ năng đã đạt hạn mức cao nhất, không cần mua!",스킬 포인트가 이미 한도에 도달했습니다!
172,strengthMaxErr,"""Upgrade has maxed, can't upgrade!""",強化已經到頂級，無法強化！,"""Upgrade has maxed, can't upgrade!""","Cường hóa đã đến đỉnh cấp, không cách nào cường hóa!",이미 강화 최고 레벨입니다!
173,strengthGoldNotEnough,"""Insufficient coins, unable to enhance!""",金幣不足，無法強化！,"""Insufficient coins, unable to enhance!""","Kim tệ không đủ, không cách nào cường hóa!",코인이 부족해 강화할 수 없습니다!
174,strengthItemsNotEnough,"""Insufficient items, unable to enhance!""",道具不足，無法強化！,"""Insufficient items, unable to enhance!""","Đạo cụ không đủ, không cách nào cường hóa!",아이템이 부족해 강화할 수 없습니다!
175,starItemsNotEnough,"""Item is not enough, can't star activation!""",道具不足，無法升星！,"""Item is not enough, can't star activation!""","Đạo cụ không đủ, không cách nào thăng tinh!",아이템이 부족해 승급할 수 없습니다!
176,starMaxErr,You've attained the highest Star level and unable to level up further!,升星已經到頂級，無法升星！,You've attained the highest Star level and unable to level up further!,"Thăng tinh đã đến đỉnh cấp, không cách nào thăng tinh!",이미 최고레벨까지 승급했습니다!
177,starDropErr,"""Insufficient star level, unable to reduce star level!""",星級不夠，無法降星！,"""Insufficient star level, unable to reduce star level!""","Tinh cấp không đủ, không cách nào hàng tinh!",성급이 부족해 진행할 수 없습니다!
178,goldFreeDrawCardTimerNoCD,"""Cool down time for Coins is not up yet, you can't draw a card for free!""",金幣冷卻時間未到，無法抽卡！,"""Cool down time for Coins is not up yet, you can't draw a card for free!""","Kim tệ thời gian cooldown chưa tới, không cách nào rút thẻ!",코인 쿨타임 시간이 되지 않았습니다!
179,goldDrawLimitUp,You've reached the maximum number of Coin Draw Cards today,今日金幣抽卡已達上限次數,You've reached the maximum number of Coin Draw Cards today,Hôm nay kim tệ rút thẻ đã đạt hạn mức cao nhất số lần,오늘의 코인 뽑기 횟수가 이미 한도에 도달했습니다!
