变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
id,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
149,Gym 1_Difficulty 3,80021,{11=1},5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
150,Gym 1_Difficulty 3,80021,{11=1},6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
151,Gym 1_Difficulty 3,80021,{11=1},7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
152,Gym 1_Difficulty 3,80021,{11=1},8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
153,Gym 1_Difficulty 3,80021,{11=1},9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
154,Gym 1_Difficulty 3,80021,{11=1},10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
155,Gym 1_Difficulty 3,80021,{11=1},11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
156,Gym 1_Difficulty 3,80021,{11=1},12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
157,Gym 1_Difficulty 3,80022,{11=1.1},1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
158,Gym 1_Difficulty 3,80022,{11=1.1},2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
159,Gym 1_Difficulty 3,80022,{11=1.1},3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
160,Gym 1_Difficulty 3,80022,{11=1.1},4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
161,Gym 1_Difficulty 3,80022,{11=1.1},5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
162,Gym 1_Difficulty 3,80022,{11=1.1},6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
163,Gym 1_Difficulty 3,80022,{11=1.1},7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
164,Gym 1_Difficulty 3,80022,{11=1.1},8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
165,Gym 1_Difficulty 3,80022,{11=1.1},9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
166,Gym 1_Difficulty 3,80022,{11=1.1},10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
167,Gym 1_Difficulty 3,80022,{11=1.1},11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
168,Gym 1_Difficulty 3,80022,{11=1.1},12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
169,Gym 1_Difficulty 3,80023,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
170,Gym 1_Difficulty 3,80023,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
171,Gym 1_Difficulty 3,80023,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
172,Gym 1_Difficulty 3,80023,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
173,Gym 1_Difficulty 3,80023,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
174,Gym 1_Difficulty 3,80023,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
175,Gym 1_Difficulty 3,80023,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
176,Gym 1_Difficulty 3,80023,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
177,Gym 1_Difficulty 3,80023,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
178,Gym 1_Difficulty 3,80023,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
179,Gym 1_Difficulty 3,80023,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
180,Gym 1_Difficulty 3,80023,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
181,Gym 1_Difficulty 3,80024,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
182,Gym 1_Difficulty 3,80024,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
183,Gym 1_Difficulty 3,80024,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
184,Gym 1_Difficulty 3,80024,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
185,Gym 1_Difficulty 3,80024,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
186,Gym 1_Difficulty 3,80024,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
187,Gym 1_Difficulty 3,80024,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
188,Gym 1_Difficulty 3,80024,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
189,Gym 1_Difficulty 3,80024,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
190,Gym 1_Difficulty 3,80024,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
191,Gym 1_Difficulty 3,80024,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
192,Gym 1_Difficulty 3,80024,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
193,Gym 1_Difficulty 3,80025,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
194,Gym 1_Difficulty 3,80025,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
195,Gym 1_Difficulty 3,80025,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
196,Gym 1_Difficulty 3,80025,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
197,Gym 1_Difficulty 3,80025,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
198,Gym 1_Difficulty 3,80025,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
199,Gym 1_Difficulty 3,80025,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
200,Gym 1_Difficulty 3,80025,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
201,Gym 1_Difficulty 3,80025,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
202,Gym 1_Difficulty 3,80025,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
203,Gym 1_Difficulty 3,80025,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
204,Gym 1_Difficulty 3,80025,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
205,Gym 1_Difficulty 3,80026,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
206,Gym 1_Difficulty 3,80026,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
207,Gym 1_Difficulty 3,80026,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
208,Gym 1_Difficulty 3,80026,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
209,Gym 1_Difficulty 3,80026,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
210,Gym 1_Difficulty 3,80026,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
211,Gym 1_Difficulty 3,80026,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
212,Gym 1_Difficulty 3,80026,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
213,Gym 1_Difficulty 3,80026,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
214,Gym 1_Difficulty 3,80026,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
215,Gym 1_Difficulty 3,80026,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
216,Gym 1_Difficulty 3,80026,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
217,Gym 1_Difficulty 4,80031,{11=1.3},1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
218,Gym 1_Difficulty 4,80031,{11=1.3},2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
219,Gym 1_Difficulty 4,80031,{11=1.3},3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
220,Gym 1_Difficulty 4,80031,{11=1.3},4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
221,Gym 1_Difficulty 4,80031,{11=1.3},5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
222,Gym 1_Difficulty 4,80031,{11=1.3},6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
223,Gym 1_Difficulty 4,80031,{11=1.3},7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
224,Gym 1_Difficulty 4,80031,{11=1.3},8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
225,Gym 1_Difficulty 4,80031,{11=1.3},9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
226,Gym 1_Difficulty 4,80031,{11=1.3},10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
227,Gym 1_Difficulty 4,80031,{11=1.3},11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
228,Gym 1_Difficulty 4,80031,{11=1.3},12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
229,Gym 1_Difficulty 4,80032,{11=1.2},1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
230,Gym 1_Difficulty 4,80032,{11=1.2},2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
231,Gym 1_Difficulty 4,80032,{11=1.2},3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
232,Gym 1_Difficulty 4,80032,{11=1.2},4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
233,Gym 1_Difficulty 4,80032,{11=1.2},5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
234,Gym 1_Difficulty 4,80032,{11=1.2},6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
235,Gym 1_Difficulty 4,80032,{11=1.2},7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
236,Gym 1_Difficulty 4,80032,{11=1.2},8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
237,Gym 1_Difficulty 4,80032,{11=1.2},9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
238,Gym 1_Difficulty 4,80032,{11=1.2},10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
239,Gym 1_Difficulty 4,80032,{11=1.2},11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
240,Gym 1_Difficulty 4,80032,{11=1.2},12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
241,Gym 1_Difficulty 4,80033,{11=1.2},1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
242,Gym 1_Difficulty 4,80033,{11=1.2},2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
243,Gym 1_Difficulty 4,80033,{11=1.2},3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
244,Gym 1_Difficulty 4,80033,{11=1.2},4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
245,Gym 1_Difficulty 4,80033,{11=1.2},5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
246,Gym 1_Difficulty 4,80033,{11=1.2},6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
247,Gym 1_Difficulty 4,80033,{11=1.2},7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
248,Gym 1_Difficulty 4,80033,{11=1.2},8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
249,Gym 1_Difficulty 4,80033,{11=1.2},9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
250,Gym 1_Difficulty 4,80033,{11=1.2},10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
251,Gym 1_Difficulty 4,80033,{11=1.2},11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
252,Gym 1_Difficulty 4,80033,{11=1.2},12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
253,Gym 1_Difficulty 4,80034,,1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
254,Gym 1_Difficulty 4,80034,,2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
255,Gym 1_Difficulty 4,80034,,3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
256,Gym 1_Difficulty 4,80034,,4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
257,Gym 1_Difficulty 4,80034,,5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
258,Gym 1_Difficulty 4,80034,,6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
259,Gym 1_Difficulty 4,80034,,7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
260,Gym 1_Difficulty 4,80034,,8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
261,Gym 1_Difficulty 4,80034,,9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
262,Gym 1_Difficulty 4,80034,,10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
263,Gym 1_Difficulty 4,80034,,11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
264,Gym 1_Difficulty 4,80034,,12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
265,Gym 1_Difficulty 4,80035,,1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
266,Gym 1_Difficulty 4,80035,,2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
267,Gym 1_Difficulty 4,80035,,3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
268,Gym 1_Difficulty 4,80035,,4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
269,Gym 1_Difficulty 4,80035,,5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
270,Gym 1_Difficulty 4,80035,,6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
271,Gym 1_Difficulty 4,80035,,7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
272,Gym 1_Difficulty 4,80035,,8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
273,Gym 1_Difficulty 4,80035,,9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
274,Gym 1_Difficulty 4,80035,,10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
275,Gym 1_Difficulty 4,80035,,11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
276,Gym 1_Difficulty 4,80035,,12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
277,Gym 1_Difficulty 4,80036,,1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
278,Gym 1_Difficulty 4,80036,,2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
279,Gym 1_Difficulty 4,80036,,3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
280,Gym 1_Difficulty 4,80036,,4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
281,Gym 1_Difficulty 4,80036,,5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
282,Gym 1_Difficulty 4,80036,,6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
283,Gym 1_Difficulty 4,80036,,7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
284,Gym 1_Difficulty 4,80036,,8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
285,Gym 1_Difficulty 4,80036,,9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
286,Gym 1_Difficulty 4,80036,,10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
287,Gym 1_Difficulty 4,80036,,11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
288,Gym 1_Difficulty 4,80036,,12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
289,Gym 1_Difficulty 5,80041,{11=1.1},1,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
290,Gym 1_Difficulty 5,80041,{11=1.1},2,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
291,Gym 1_Difficulty 5,80041,{11=1.1},3,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
292,Gym 1_Difficulty 5,80041,{11=1.1},4,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
293,Gym 1_Difficulty 5,80041,{11=1.1},5,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
294,Gym 1_Difficulty 5,80041,{11=1.1},6,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
295,Gym 1_Difficulty 5,80041,{11=1.1},7,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
296,Gym 1_Difficulty 5,80041,{11=1.1},8,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
297,Gym 1_Difficulty 5,80041,{11=1.1},9,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
298,Gym 1_Difficulty 5,80041,{11=1.1},10,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
299,Gym 1_Difficulty 5,80041,{11=1.1},11,<3.6;3.06>,<1.42;1.58>,<1.42;1.58>,<1.89;1.62>,<1.89;1.62>,<0.98;0.98>,,,,,,
