变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
527,431,Thunderball _,5,2,2,11,,0%,,
528,431,Thunderball _,5,2,2,12,,0%,,
529,441,balls,4,2,2,1,,0%,,
530,441,balls,4,2,2,2,,0%,,
531,441,balls,4,2,2,3,,0%,,
532,441,balls,4,2,2,4,,0%,,
533,441,balls,4,2,2,5,,0%,,
534,441,balls,4,2,2,6,,0%,,
535,441,balls,4,2,2,7,,0%,,
536,441,balls,4,2,2,8,,0%,,
537,441,balls,4,2,2,9,,0%,,
538,441,balls,4,2,2,10,,0%,,
539,441,balls,4,2,2,11,,0%,,
540,441,balls,4,2,2,12,,0%,,
541,451,Caracalla,9,1,2,1,7,0%,,
542,451,Caracalla,9,1,2,2,7,0.04%,,
543,451,Caracalla,9,1,2,3,7,0.06%,,
544,451,Caracalla,9,1,2,4,7,0.08%,,
545,451,Caracalla,9,1,2,5,7,0.12%,,
546,451,Caracalla,9,1,2,6,7,0.18%,,
547,451,Caracalla,9,1,2,7,7,0.24%,,
548,451,Caracalla,9,1,2,8,7,0.32%,,
549,451,Caracalla,9,1,2,9,7,0.40%,,
550,451,Caracalla,9,1,2,10,7,0.50%,,
551,451,Caracalla,9,1,2,11,7,0.60%,,
552,451,Caracalla,9,1,2,12,7,0.72%,,
553,461,dauntless boy,7,2,2,1,7,0%,,
554,461,dauntless boy,7,2,2,2,7,0.08%,,
555,461,dauntless boy,7,2,2,3,7,0.16%,,
556,461,dauntless boy,7,2,2,4,7,0.24%,,
557,461,dauntless boy,7,2,2,5,7,0.40%,,
558,461,dauntless boy,7,2,2,6,7,0.56%,,
559,461,dauntless boy,7,2,2,7,7,0.80%,,
560,461,dauntless boy,7,2,2,8,7,1.04%,,
561,461,dauntless boy,7,2,2,9,7,1.36%,,
562,461,dauntless boy,7,2,2,10,7,1.68%,,
563,461,dauntless boy,7,2,2,11,7,2%,,
564,461,dauntless boy,7,2,2,12,7,2.40%,,
565,471,big tongue,1,2,2,1,10,0%,,
566,471,big tongue,1,2,2,2,10,0.08%,,
567,471,big tongue,1,2,2,3,10,0.16%,,
568,471,big tongue,1,2,2,4,10,0.24%,,
569,471,big tongue,1,2,2,5,10,0.40%,,
570,471,big tongue,1,2,2,6,10,0.56%,,
571,471,big tongue,1,2,2,7,10,0.80%,,
572,471,big tongue,1,2,2,8,10,1.04%,,
573,471,big tongue,1,2,2,9,10,1.36%,,
574,471,big tongue,1,2,2,10,10,1.68%,,
575,471,big tongue,1,2,2,11,10,2%,,
576,471,big tongue,1,2,2,12,10,2.40%,,
577,481,gas bomb,8,2,2,1,8,0%,,
578,481,gas bomb,8,2,2,2,8,0.08%,,
579,481,gas bomb,8,2,2,3,8,0.16%,,
580,481,gas bomb,8,2,2,4,8,0.24%,,
581,481,gas bomb,8,2,2,5,8,0.40%,,
582,481,gas bomb,8,2,2,6,8,0.56%,,
583,481,gas bomb,8,2,2,7,8,0.80%,,
584,481,gas bomb,8,2,2,8,8,1.04%,,
585,481,gas bomb,8,2,2,9,8,1.36%,,
586,481,gas bomb,8,2,2,10,8,1.68%,,
587,481,gas bomb,8,2,2,11,8,2%,,
588,481,gas bomb,8,2,2,12,8,2.40%,,
589,491,one horned rhino,9,3,3,1,9,0%,,
590,491,one horned rhino,9,3,3,2,9,0%,,
591,491,one horned rhino,9,3,3,3,9,0.10%,,
592,491,one horned rhino,9,3,3,4,9,0.25%,,
593,491,one horned rhino,9,3,3,5,9,0.40%,,
594,491,one horned rhino,9,3,3,6,9,0.70%,,
595,491,one horned rhino,9,3,3,7,9,1%,,
596,491,one horned rhino,9,3,3,8,9,1.30%,,
597,491,one horned rhino,9,3,3,9,9,1.75%,,
598,491,one horned rhino,9,3,3,10,9,2.20%,,
599,491,one horned rhino,9,3,3,11,9,2.65%,,
600,491,one horned rhino,9,3,3,12,9,3.25%,,
601,501,Little Fudan,1,3,3,1,1,0%,,
602,501,Little Fudan,1,3,3,2,1,0%,,
603,501,Little Fudan,1,3,3,3,1,0.07%,,
604,501,Little Fudan,1,3,3,4,1,0.18%,,
605,501,Little Fudan,1,3,3,5,1,0.28%,,
606,501,Little Fudan,1,3,3,6,1,0.49%,,
607,501,Little Fudan,1,3,3,7,1,0.70%,,
608,501,Little Fudan,1,3,3,8,1,0.91%,,
609,501,Little Fudan,1,3,3,9,1,1.23%,,
610,501,Little Fudan,1,3,3,10,1,1.54%,,
611,501,Little Fudan,1,3,3,11,1,1.86%,,
612,501,Little Fudan,1,3,3,12,1,2.28%,,
613,511,vine monster,4,2,2,1,,0%,,
614,511,vine monster,4,2,2,2,,0%,,
615,511,vine monster,4,2,2,3,,0%,,
616,511,vine monster,4,2,2,4,,0%,,
617,511,vine monster,4,2,2,5,,0%,,
618,511,vine monster,4,2,2,6,,0%,,
619,511,vine monster,4,2,2,7,,0%,,
620,511,vine monster,4,2,2,8,,0%,,
621,511,vine monster,4,2,2,9,,0%,,
622,511,vine monster,4,2,2,10,,0%,,
623,511,vine monster,4,2,2,11,,0%,,
624,511,vine monster,4,2,2,12,,0%,,
625,521,marsupial _,1,3,3,1,,0%,,
626,521,marsupial _,1,3,3,2,,0%,,
627,521,marsupial _,1,3,3,3,,0%,,
628,521,marsupial _,1,3,3,4,,0%,,
629,521,marsupial _,1,3,3,5,,0%,,
630,521,marsupial _,1,3,3,6,,0%,,
631,521,marsupial _,1,3,3,7,,0%,,
632,521,marsupial _,1,3,3,8,,0%,,
633,521,marsupial _,1,3,3,9,,0%,,
634,521,marsupial _,1,3,3,10,,0%,,
635,521,marsupial _,1,3,3,11,,0%,,
636,521,marsupial _,1,3,3,12,,0%,,
637,531,ink hippocampus,3,2,2,1,,0%,,
638,531,ink hippocampus,3,2,2,2,,0%,,
639,531,ink hippocampus,3,2,2,3,,0%,,
640,531,ink hippocampus,3,2,2,4,,0%,,
641,531,ink hippocampus,3,2,2,5,,0%,,
642,531,ink hippocampus,3,2,2,6,,0%,,
643,531,ink hippocampus,3,2,2,7,,0%,,
644,531,ink hippocampus,3,2,2,8,,0%,,
645,531,ink hippocampus,3,2,2,9,,0%,,
646,531,ink hippocampus,3,2,2,10,,0%,,
647,531,ink hippocampus,3,2,2,11,,0%,,
648,531,ink hippocampus,3,2,2,12,,0%,,
649,541,horned goldfish,3,1,2,1,1,0%,,
650,541,horned goldfish,3,1,2,2,1,0.03%,,
651,541,horned goldfish,3,1,2,3,1,0.04%,,
652,541,horned goldfish,3,1,2,4,1,0.06%,,
653,541,horned goldfish,3,1,2,5,1,0.08%,,
654,541,horned goldfish,3,1,2,6,1,0.13%,,
655,541,horned goldfish,3,1,2,7,1,0.17%,,
656,541,horned goldfish,3,1,2,8,1,0.22%,,
657,541,horned goldfish,3,1,2,9,1,0.28%,,
658,541,horned goldfish,3,1,2,10,1,0.35%,,
659,541,horned goldfish,3,1,2,11,1,0.42%,,
660,541,horned goldfish,3,1,2,12,1,0.50%,,
661,551,starfish,3,2,2,1,8,0%,,
662,551,starfish,3,2,2,2,8,0.08%,,
663,551,starfish,3,2,2,3,8,0.16%,,
664,551,starfish,3,2,2,4,8,0.24%,,
665,551,starfish,3,2,2,5,8,0.40%,,
666,551,starfish,3,2,2,6,8,0.56%,,
667,551,starfish,3,2,2,7,8,0.80%,,
668,551,starfish,3,2,2,8,8,1.04%,,
669,551,starfish,3,2,2,9,8,1.36%,,
670,551,starfish,3,2,2,10,8,1.68%,,
671,551,starfish,3,2,2,11,8,2%,,
672,551,starfish,3,2,2,12,8,2.40%,,
673,561,Manini,11,1,2,1,,0%,,
674,561,Manini,11,1,2,2,,0%,,
675,561,Manini,11,1,2,3,,0%,,
676,561,Manini,11,1,2,4,,0%,,
677,561,Manini,11,1,2,5,,0%,,
678,561,Manini,11,1,2,6,,0%,,
679,561,Manini,11,1,2,7,,0%,,
680,561,Manini,11,1,2,8,,0%,,
681,561,Manini,11,1,2,9,,0%,,
682,561,Manini,11,1,2,10,,0%,,
683,561,Manini,11,1,2,11,,0%,,
684,561,Manini,11,1,2,12,,0%,,
685,571,flying mantis,12,3,3,1,7,0%,,
686,571,flying mantis,12,3,3,2,7,0%,,
687,571,flying mantis,12,3,3,3,7,0.10%,,
688,571,flying mantis,12,3,3,4,7,0.25%,,
689,571,flying mantis,12,3,3,5,7,0.40%,,
690,571,flying mantis,12,3,3,6,7,0.70%,,
691,571,flying mantis,12,3,3,7,7,1%,,
692,571,flying mantis,12,3,3,8,7,1.30%,,
693,571,flying mantis,12,3,3,9,7,1.75%,,
694,571,flying mantis,12,3,3,10,7,2.20%,,
695,571,flying mantis,12,3,3,11,7,2.65%,,
696,571,flying mantis,12,3,3,12,7,3.25%,,
697,581,lip baby,6,1,2,1,,0%,,
698,581,lip baby,6,1,2,2,,0%,,
699,581,lip baby,6,1,2,3,,0%,,
700,581,lip baby,6,1,2,4,,0%,,
701,581,lip baby,6,1,2,5,,0%,,
702,581,lip baby,6,1,2,6,,0%,,
703,581,lip baby,6,1,2,7,,0%,,
704,581,lip baby,6,1,2,8,,0%,,
705,581,lip baby,6,1,2,9,,0%,,
706,581,lip baby,6,1,2,10,,0%,,
707,581,lip baby,6,1,2,11,,0%,,
708,581,lip baby,6,1,2,12,,0%,,
709,591,Zap monster,5,3,3,1,8,0%,,
710,591,Zap monster,5,3,3,2,8,0%,,
711,591,Zap monster,5,3,3,3,8,0.10%,,
712,591,Zap monster,5,3,3,4,8,0.25%,,
713,591,Zap monster,5,3,3,5,8,0.40%,,
714,591,Zap monster,5,3,3,6,8,0.70%,,
715,591,Zap monster,5,3,3,7,8,1%,,
716,591,Zap monster,5,3,3,8,8,1.30%,,
717,591,Zap monster,5,3,3,9,8,1.75%,,
718,591,Zap monster,5,3,3,10,8,2.20%,,
719,591,Zap monster,5,3,3,11,8,2.65%,,
720,591,Zap monster,5,3,3,12,8,3.25%,,
721,601,Duckbill baby,2,3,3,1,10,0%,,
722,601,Duckbill baby,2,3,3,2,10,0%,,
723,601,Duckbill baby,2,3,3,3,10,0.10%,,
724,601,Duckbill baby,2,3,3,4,10,0.25%,,
725,601,Duckbill baby,2,3,3,5,10,0.40%,,
726,601,Duckbill baby,2,3,3,6,10,0.70%,,
727,601,Duckbill baby,2,3,3,7,10,1%,,
728,601,Duckbill baby,2,3,3,8,10,1.30%,,
729,601,Duckbill baby,2,3,3,9,10,1.75%,,
730,601,Duckbill baby,2,3,3,10,10,2.20%,,
731,601,Duckbill baby,2,3,3,11,10,2.65%,,
732,601,Duckbill baby,2,3,3,12,10,3.25%,,
733,611,Kairos,12,3,3,1,7,0%,,
734,611,Kairos,12,3,3,2,7,0%,,
735,611,Kairos,12,3,3,3,7,0.10%,,
736,611,Kairos,12,3,3,4,7,0.25%,,
737,611,Kairos,12,3,3,5,7,0.40%,,
738,611,Kairos,12,3,3,6,7,0.70%,,
739,611,Kairos,12,3,3,7,7,1%,,
740,611,Kairos,12,3,3,8,7,1.30%,,
741,611,Kairos,12,3,3,9,7,1.75%,,
742,611,Kairos,12,3,3,10,7,2.20%,,
743,611,Kairos,12,3,3,11,7,2.65%,,
744,611,Kairos,12,3,3,12,7,3.25%,,
745,621,Cantero,1,2,2,1,,0%,,
746,621,Cantero,1,2,2,2,,0%,,
747,621,Cantero,1,2,2,3,,0%,,
748,621,Cantero,1,2,2,4,,0%,,
749,621,Cantero,1,2,2,5,,0%,,
750,621,Cantero,1,2,2,6,,0%,,
751,621,Cantero,1,2,2,7,,0%,,
752,621,Cantero,1,2,2,8,,0%,,
753,621,Cantero,1,2,2,9,,0%,,
754,621,Cantero,1,2,2,10,,0%,,
755,621,Cantero,1,2,2,11,,0%,,
756,621,Cantero,1,2,2,12,,0%,,
757,631,King carp,3,3,3,1,7,0%,,
758,631,King carp,3,3,3,2,7,0%,,
759,631,King carp,3,3,3,3,7,0.10%,,
760,631,King carp,3,3,3,4,7,0.25%,,
761,631,King carp,3,3,3,5,7,0.40%,,
762,631,King carp,3,3,3,6,7,0.70%,,
763,631,King carp,3,3,3,7,7,1%,,
764,631,King carp,3,3,3,8,7,1.30%,,
765,631,King carp,3,3,3,9,7,1.75%,,
766,631,King carp,3,3,3,10,7,2.20%,,
767,631,King carp,3,3,3,11,7,2.65%,,
768,631,King carp,3,3,3,12,7,3.25%,,
769,641,Laplace,3,2,2,1,1,0%,,
770,641,Laplace,3,2,2,2,1,0%,,
771,641,Laplace,3,2,2,3,1,0.07%,,
772,641,Laplace,3,2,2,4,1,0.18%,,
773,641,Laplace,3,2,2,5,1,0.28%,,
774,641,Laplace,3,2,2,6,1,0.49%,,
775,641,Laplace,3,2,2,7,1,0.70%,,
776,641,Laplace,3,2,2,8,1,0.91%,,
777,641,Laplace,3,2,2,9,1,1.23%,,
778,641,Laplace,3,2,2,10,1,1.54%,,
779,641,Laplace,3,2,2,11,1,1.86%,,
780,641,Laplace,3,2,2,12,1,2.28%,,
781,651,Ditto _,1,1,2,1,,0%,,
782,651,Ditto _,1,1,2,2,,0%,,
783,651,Ditto _,1,1,2,3,,0%,,
784,651,Ditto _,1,1,2,4,,0%,,
785,651,Ditto _,1,1,2,5,,0%,,
786,651,Ditto _,1,1,2,6,,0%,,
787,651,Ditto _,1,1,2,7,,0%,,
788,651,Ditto _,1,1,2,8,,0%,,
789,651,Ditto _,1,1,2,9,,0%,,
790,651,Ditto _,1,1,2,10,,0%,,
791,651,Ditto _,1,1,2,11,,0%,,
792,651,Ditto _,1,1,2,12,,0%,,
793,661,Ibrahimovic,1,2,2,1,,0%,,
794,661,Ibrahimovic,1,2,2,2,,0%,,
795,661,Ibrahimovic,1,2,2,3,,0%,,
796,661,Ibrahimovic,1,2,2,4,,0%,,
797,661,Ibrahimovic,1,2,2,5,,0%,,
798,661,Ibrahimovic,1,2,2,6,,0%,,
799,661,Ibrahimovic,1,2,2,7,,0%,,
800,661,Ibrahimovic,1,2,2,8,,0%,,
801,661,Ibrahimovic,1,2,2,9,,0%,,
802,661,Ibrahimovic,1,2,2,10,,0%,,
803,661,Ibrahimovic,1,2,2,11,,0%,,
804,661,Ibrahimovic,1,2,2,12,,0%,,
805,671,Polygon,1,2,2,1,,0%,,
806,671,Polygon,1,2,2,2,,0%,,
807,671,Polygon,1,2,2,3,,0%,,
808,671,Polygon,1,2,2,4,,0%,,
809,671,Polygon,1,2,2,5,,0%,,
810,671,Polygon,1,2,2,6,,0%,,
811,671,Polygon,1,2,2,7,,0%,,
812,671,Polygon,1,2,2,8,,0%,,
813,671,Polygon,1,2,2,9,,0%,,
814,671,Polygon,1,2,2,10,,0%,,
815,671,Polygon,1,2,2,11,,0%,,
816,671,Polygon,1,2,2,12,,0%,,
817,681,Ammonite,13,2,2,1,,0%,,
818,681,Ammonite,13,2,2,2,,0%,,
819,681,Ammonite,13,2,2,3,,0%,,
820,681,Ammonite,13,2,2,4,,0%,,
821,681,Ammonite,13,2,2,5,,0%,,
822,681,Ammonite,13,2,2,6,,0%,,
823,681,Ammonite,13,2,2,7,,0%,,
824,681,Ammonite,13,2,2,8,,0%,,
825,681,Ammonite,13,2,2,9,,0%,,
826,681,Ammonite,13,2,2,10,,0%,,
827,681,Ammonite,13,2,2,11,,0%,,
828,681,Ammonite,13,2,2,12,,0%,,
829,691,fossil helmet,13,2,2,1,9,0%,,
830,691,fossil helmet,13,2,2,2,9,0.08%,,
831,691,fossil helmet,13,2,2,3,9,0.16%,,
832,691,fossil helmet,13,2,2,4,9,0.24%,,
833,691,fossil helmet,13,2,2,5,9,0.40%,,
834,691,fossil helmet,13,2,2,6,9,0.56%,,
835,691,fossil helmet,13,2,2,7,9,0.80%,,
836,691,fossil helmet,13,2,2,8,9,1.04%,,
837,691,fossil helmet,13,2,2,9,9,1.36%,,
838,691,fossil helmet,13,2,2,10,9,1.68%,,
839,691,fossil helmet,13,2,2,11,9,2%,,
840,691,fossil helmet,13,2,2,12,9,2.40%,,
841,701,Fossil pterosaur,13,3,3,1,13,0%,,
842,701,Fossil pterosaur,13,3,3,2,13,0%,,
843,701,Fossil pterosaur,13,3,3,3,13,0.10%,,
844,701,Fossil pterosaur,13,3,3,4,13,0.25%,,
845,701,Fossil pterosaur,13,3,3,5,13,0.40%,,
846,701,Fossil pterosaur,13,3,3,6,13,0.70%,,
847,701,Fossil pterosaur,13,3,3,7,13,1%,,
848,701,Fossil pterosaur,13,3,3,8,13,1.30%,,
849,701,Fossil pterosaur,13,3,3,9,13,1.75%,,
850,701,Fossil pterosaur,13,3,3,10,13,2.20%,,
851,701,Fossil pterosaur,13,3,3,11,13,2.65%,,
852,701,Fossil pterosaur,13,3,3,12,13,3.25%,,
853,711,Snorkelling _,1,2,2,1,1,0%,,
854,711,Snorkelling _,1,2,2,2,1,0.06%,,
855,711,Snorkelling _,1,2,2,3,1,0.11%,,
856,711,Snorkelling _,1,2,2,4,1,0.17%,,
857,711,Snorkelling _,1,2,2,5,1,0.28%,,
858,711,Snorkelling _,1,2,2,6,1,0.39%,,
859,711,Snorkelling _,1,2,2,7,1,0.56%,,
860,711,Snorkelling _,1,2,2,8,1,0.73%,,
861,711,Snorkelling _,1,2,2,9,1,0.95%,,
862,711,Snorkelling _,1,2,2,10,1,1.18%,,
863,711,Snorkelling _,1,2,2,11,1,1.40%,,
864,711,Snorkelling _,1,2,2,12,1,1.68%,,
865,721,frozen bird,6,3,3,1,13,0%,,
866,721,frozen bird,6,3,3,2,13,0%,,
867,721,frozen bird,6,3,3,3,13,0.10%,,
868,721,frozen bird,6,3,3,4,13,0.25%,,
869,721,frozen bird,6,3,3,5,13,0.40%,,
870,721,frozen bird,6,3,3,6,13,0.70%,,
871,721,frozen bird,6,3,3,7,13,1%,,
872,721,frozen bird,6,3,3,8,13,1.30%,,
873,721,frozen bird,6,3,3,9,13,1.75%,,
874,721,frozen bird,6,3,3,10,13,2.20%,,
875,721,frozen bird,6,3,3,11,13,2.65%,,
876,721,frozen bird,6,3,3,12,13,3.25%,,
877,731,lightning bird,5,3,3,1,8,0%,,
878,731,lightning bird,5,3,3,2,8,0%,,
879,731,lightning bird,5,3,3,3,8,0.10%,,
880,731,lightning bird,5,3,3,4,8,0.25%,,
881,731,lightning bird,5,3,3,5,8,0.40%,,
882,731,lightning bird,5,3,3,6,8,0.70%,,
883,731,lightning bird,5,3,3,7,8,1%,,
884,731,lightning bird,5,3,3,8,8,1.30%,,
885,731,lightning bird,5,3,3,9,8,1.75%,,
886,731,lightning bird,5,3,3,10,8,2.20%,,
887,731,lightning bird,5,3,3,11,8,2.65%,,
888,731,lightning bird,5,3,3,12,8,3.25%,,
889,741,flame bird,2,3,3,1,8,0%,,
890,741,flame bird,2,3,3,2,8,0%,,
891,741,flame bird,2,3,3,3,8,0.10%,,
892,741,flame bird,2,3,3,4,8,0.25%,,
893,741,flame bird,2,3,3,5,8,0.40%,,
894,741,flame bird,2,3,3,6,8,0.70%,,
895,741,flame bird,2,3,3,7,8,1%,,
896,741,flame bird,2,3,3,8,8,1.30%,,
897,741,flame bird,2,3,3,9,8,1.75%,,
898,741,flame bird,2,3,3,10,8,2.20%,,
899,741,flame bird,2,3,3,11,8,2.65%,,
900,741,flame bird,2,3,3,12,8,3.25%,,
901,751,mini dragon,15,3,3,1,7,0%,,
902,751,mini dragon,15,3,3,2,7,0%,,
903,751,mini dragon,15,3,3,3,7,0.10%,,
904,751,mini dragon,15,3,3,4,7,0.25%,,
905,751,mini dragon,15,3,3,5,7,0.40%,,
906,751,mini dragon,15,3,3,6,7,0.70%,,
907,751,mini dragon,15,3,3,7,7,1%,,
908,751,mini dragon,15,3,3,8,7,1.30%,,
909,751,mini dragon,15,3,3,9,7,1.75%,,
910,751,mini dragon,15,3,3,10,7,2.20%,,
911,751,mini dragon,15,3,3,11,7,2.65%,,
912,751,mini dragon,15,3,3,12,7,3.25%,,
913,761,Mew-two,11,4,4,1,8,0%,,
914,761,Mew-two,11,4,4,2,8,0%,,
915,761,Mew-two,11,4,4,3,8,0%,,
916,761,Mew-two,11,4,4,4,8,0.16%,,
917,761,Mew-two,11,4,4,5,8,0.48%,,
918,761,Mew-two,11,4,4,6,8,0.80%,,
919,761,Mew-two,11,4,4,7,8,1.44%,,
920,761,Mew-two,11,4,4,8,8,2.08%,,
921,761,Mew-two,11,4,4,9,8,2.72%,,
922,761,Mew-two,11,4,4,10,8,3.68%,,
923,761,Mew-two,11,4,4,11,8,4.64%,,
924,761,Mew-two,11,4,4,12,8,5.60%,,
925,771,dream,11,3,3,1,13,0%,,
926,771,dream,11,3,3,2,13,0%,,
927,771,dream,11,3,3,3,13,0.10%,,
928,771,dream,11,3,3,4,13,0.25%,,
929,771,dream,11,3,3,5,13,0.40%,,
930,771,dream,11,3,3,6,13,0.70%,,
931,771,dream,11,3,3,7,13,1%,,
932,771,dream,11,3,3,8,13,1.30%,,
933,771,dream,11,3,3,9,13,1.75%,,
934,771,dream,11,3,3,10,13,2.20%,,
935,771,dream,11,3,3,11,13,2.65%,,
936,771,dream,11,3,3,12,13,3.25%,,
937,781,Chrysanthemum leaves,4,2,2,1,1,0%,,
938,781,Chrysanthemum leaves,4,2,2,2,1,0.06%,,
939,781,Chrysanthemum leaves,4,2,2,3,1,0.11%,,
940,781,Chrysanthemum leaves,4,2,2,4,1,0.17%,,
941,781,Chrysanthemum leaves,4,2,2,5,1,0.28%,,
942,781,Chrysanthemum leaves,4,2,2,6,1,0.39%,,
943,781,Chrysanthemum leaves,4,2,2,7,1,0.56%,,
944,781,Chrysanthemum leaves,4,2,2,8,1,0.73%,,
945,781,Chrysanthemum leaves,4,2,2,9,1,0.95%,,
946,781,Chrysanthemum leaves,4,2,2,10,1,1.18%,,
947,781,Chrysanthemum leaves,4,2,2,11,1,1.40%,,
948,781,Chrysanthemum leaves,4,2,2,12,1,1.68%,,
949,791,fireball mouse,2,2,2,1,8,0%,,
950,791,fireball mouse,2,2,2,2,8,0.08%,,
951,791,fireball mouse,2,2,2,3,8,0.16%,,
952,791,fireball mouse,2,2,2,4,8,0.24%,,
953,791,fireball mouse,2,2,2,5,8,0.40%,,
954,791,fireball mouse,2,2,2,6,8,0.56%,,
955,791,fireball mouse,2,2,2,7,8,0.80%,,
956,791,fireball mouse,2,2,2,8,8,1.04%,,
957,791,fireball mouse,2,2,2,9,8,1.36%,,
958,791,fireball mouse,2,2,2,10,8,1.68%,,
959,791,fireball mouse,2,2,2,11,8,2%,,
960,791,fireball mouse,2,2,2,12,8,2.40%,,
961,801,Little Saw Alligator,3,2,2,1,7,0%,,
962,801,Little Saw Alligator,3,2,2,2,7,0.08%,,
963,801,Little Saw Alligator,3,2,2,3,7,0.16%,,
964,801,Little Saw Alligator,3,2,2,4,7,0.24%,,
965,801,Little Saw Alligator,3,2,2,5,7,0.40%,,
966,801,Little Saw Alligator,3,2,2,6,7,0.56%,,
967,801,Little Saw Alligator,3,2,2,7,7,0.80%,,
968,801,Little Saw Alligator,3,2,2,8,7,1.04%,,
969,801,Little Saw Alligator,3,2,2,9,7,1.36%,,
970,801,Little Saw Alligator,3,2,2,10,7,1.68%,,
971,801,Little Saw Alligator,3,2,2,11,7,2%,,
972,801,Little Saw Alligator,3,2,2,12,7,2.40%,,
973,811,Odachi,1,1,2,1,,0%,,
974,811,Odachi,1,1,2,2,,0%,,
975,811,Odachi,1,1,2,3,,0%,,
976,811,Odachi,1,1,2,4,,0%,,
977,811,Odachi,1,1,2,5,,0%,,
978,811,Odachi,1,1,2,6,,0%,,
979,811,Odachi,1,1,2,7,,0%,,
980,811,Odachi,1,1,2,8,,0%,,
981,811,Odachi,1,1,2,9,,0%,,
982,811,Odachi,1,1,2,10,,0%,,
983,811,Odachi,1,1,2,11,,0%,,
984,811,Odachi,1,1,2,12,,0%,,
985,821,cuckoo,1,1,2,1,,0%,,
986,821,cuckoo,1,1,2,2,,0%,,
987,821,cuckoo,1,1,2,3,,0%,,
988,821,cuckoo,1,1,2,4,,0%,,
989,821,cuckoo,1,1,2,5,,0%,,
990,821,cuckoo,1,1,2,6,,0%,,
991,821,cuckoo,1,1,2,7,,0%,,
992,821,cuckoo,1,1,2,8,,0%,,
993,821,cuckoo,1,1,2,9,,0%,,
994,821,cuckoo,1,1,2,10,,0%,,
995,821,cuckoo,1,1,2,11,,0%,,
996,821,cuckoo,1,1,2,12,,0%,,
997,831,ladybug,12,1,2,1,,0%,,
998,831,ladybug,12,1,2,2,,0%,,
999,831,ladybug,12,1,2,3,,0%,,
1000,831,ladybug,12,1,2,4,,0%,,
1001,831,ladybug,12,1,2,5,,0%,,
1002,831,ladybug,12,1,2,6,,0%,,
1003,831,ladybug,12,1,2,7,,0%,,
1004,831,ladybug,12,1,2,8,,0%,,
1005,831,ladybug,12,1,2,9,,0%,,
1006,831,ladybug,12,1,2,10,,0%,,
1007,831,ladybug,12,1,2,11,,0%,,
1008,831,ladybug,12,1,2,12,,0%,,
1009,841,Orb silk spider,12,1,2,1,,0%,,
1010,841,Orb silk spider,12,1,2,2,,0%,,
1011,841,Orb silk spider,12,1,2,3,,0%,,
1012,841,Orb silk spider,12,1,2,4,,0%,,
1013,841,Orb silk spider,12,1,2,5,,0%,,
1014,841,Orb silk spider,12,1,2,6,,0%,,
1015,841,Orb silk spider,12,1,2,7,,0%,,
1016,841,Orb silk spider,12,1,2,8,,0%,,
1017,841,Orb silk spider,12,1,2,9,,0%,,
1018,841,Orb silk spider,12,1,2,10,,0%,,
1019,841,Orb silk spider,12,1,2,11,,0%,,
1020,841,Orb silk spider,12,1,2,12,,0%,,
1021,851,lantern fish,3,1,2,1,,0%,,
1022,851,lantern fish,3,1,2,2,,0%,,
1023,851,lantern fish,3,1,2,3,,0%,,
1024,851,lantern fish,3,1,2,4,,0%,,
1025,851,lantern fish,3,1,2,5,,0%,,
1026,851,lantern fish,3,1,2,6,,0%,,
1027,851,lantern fish,3,1,2,7,,0%,,
1028,851,lantern fish,3,1,2,8,,0%,,
1029,851,lantern fish,3,1,2,9,,0%,,
1030,851,lantern fish,3,1,2,10,,0%,,
1031,851,lantern fish,3,1,2,11,,0%,,
1032,851,lantern fish,3,1,2,12,,0%,,
1033,861,Bobbi,18,3,3,1,10,0%,,
1034,861,Bobbi,18,3,3,2,10,0%,,
1035,861,Bobbi,18,3,3,3,10,0.10%,,
1036,861,Bobbi,18,3,3,4,10,0.25%,,
1037,861,Bobbi,18,3,3,5,10,0.40%,,
1038,861,Bobbi,18,3,3,6,10,0.70%,,
1039,861,Bobbi,18,3,3,7,10,1%,,
1040,861,Bobbi,18,3,3,8,10,1.30%,,
1041,861,Bobbi,18,3,3,9,10,1.75%,,
1042,861,Bobbi,18,3,3,10,10,2.20%,,
1043,861,Bobbi,18,3,3,11,10,2.65%,,
1044,861,Bobbi,18,3,3,12,10,3.25%,,
1045,871,natural tit,11,1,2,1,,0%,,
1046,871,natural tit,11,1,2,2,,0%,,
1047,871,natural tit,11,1,2,3,,0%,,
1048,871,natural tit,11,1,2,4,,0%,,
1049,871,natural tit,11,1,2,5,,0%,,
1050,871,natural tit,11,1,2,6,,0%,,
1051,871,natural tit,11,1,2,7,,0%,,
1052,871,natural tit,11,1,2,8,,0%,,
1053,871,natural tit,11,1,2,9,,0%,,
1054,871,natural tit,11,1,2,10,,0%,,
1055,871,natural tit,11,1,2,11,,0%,,
1056,871,natural tit,11,1,2,12,,0%,,
1057,881,Mare sheep,5,3,3,1,10,0%,,
1058,881,Mare sheep,5,3,3,2,10,0%,,
1059,881,Mare sheep,5,3,3,3,10,0.10%,,
1060,881,Mare sheep,5,3,3,4,10,0.25%,,
1061,881,Mare sheep,5,3,3,5,10,0.40%,,
1062,881,Mare sheep,5,3,3,6,10,0.70%,,
1063,881,Mare sheep,5,3,3,7,10,1%,,
