变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs
1070132,snow day,Increased ice resistance,,,defence,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070133,snow day,Ice special defense increased,,,specialDefence,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070134,snow day,frozen,,,freeze,,,1,26,,,,,,1,1,,,battle/buff_icon/logo_bd.png,,buff/bingdong/bingdong.skel,<bingdong_loop>,,,,,,,,,,,,,,,{res=buff/bingdong/bingdong.skel;aniName=bingdong_end;pos=0},{typ=pause},battle/txt/txt_bd.png,11,,,,,,,,2,,,,,,,,,,,,
1070135,snow day,ice damage,,,buffDamage,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=4;natureType=6}>,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070141,sandstorm,weather,,,weather,,,1,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070142;caster=1;holder=1;lifeRound=99;value=target2:defence() * 0.3;prob=(target:nature(1)==13 or target:nature(2)==13) and 1 or 0;bond=1}>>; };{nodeId=2;triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070143;caster=1;holder=1;lifeRound=2;value=-9000;prob=(target2:nature(1) ==9 or target2:nature(2) ==9 or target2:nature(1) ==13 or target2:nature(2) ==13) and 0 or 0.2}>>}>,,2,0,,TRUE,,,1,,,,,,
1070142,sandstorm,Rock resistance increased by 30%,,,defence,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070143,sandstorm,Blind (reduces hit rate by 90%),,,damageHit,,,1,1612,,,,,,1,1,,,battle/buff_icon/logo_zm.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zm1.png,,,,,,,,,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070151,Turbulence,weather,,,weather,,,2,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1070152;caster=1;holder=1;lifeRound=99;value=target2:Bspeed()*0.1;prob=(target:nature(1)==10 or target:nature(2)==10) and 1 or 0;bond=1}>;<{cfgId=1070156;caster=1;holder=1;lifeRound=99;value=0;prob=(target:nature(1)==10 or target:nature(2)==10) and 0.9 or 1;bond=1}>>; }>,,2,0,,TRUE,,,1,,,,,,
1070152,Turbulence,Flight speed increased by 10%,,,speed,天气,特殊,1,1201,103,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070153,Turbulence,"Blow away, leave notice",,,leave2,,,1,100,,,,,,1,1,,,,,,,,,,,,,weather/luanliu.skel,effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070154,Turbulence,blow off,,,leave,,,2,101,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{typ=move;args={x=0;y=2000;speed=2500}},battle/txt/txt_cf1.png,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070155;caster=1;holder=1;lifeRound=1;value=target2:hpMax()*0.3;prob=(target2:nature(1) ==10 or target2:nature(2) ==10) and 0 or 1}>>}>,,,,,,,,,,,,,,
1070155,Turbulence,landing damage,,,buffDamage,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=2}>,,,,,,,,,,,,,,
1070156,Turbulence,trigger blown away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=5;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1070153;caster=1;holder=1;lifeRound=1;value=1;prob=target:hasBuffGroup(c.fly_oc()) and 0 or 0.2}>;<{cfgId=1070154;caster=1;holder=1;lifeRound=moreE(random(1,4),2) and 1 or 2;value=1;prob=target:hasBuff(1070153) and 1 or 0}>>};{nodeId=2;triggerPoint=6;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1070153;caster=1;holder=1;lifeRound=1;value=1;prob=target:hasBuffGroup(c.fly_oc()) and 0 or 0.2}>;<{cfgId=1070154;caster=1;holder=1;lifeRound=moreE(random(1,4),2) and 1 or 2;value=1;prob=target:hasBuff(1070153) and 1 or 0}>>}>",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070161,Da Rizhao,weather,,,weather,,,2,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1070162;caster=1;holder=1;lifeRound=99;value=2000;prob=(target:nature(1)==2 or target:nature(2)==2) and 1 or 0;bond=1}>;<{cfgId=1070163;caster=1;holder=1;lifeRound=99;value=1000;prob=(target:nature(1)==3 or target:nature(2)==3) and 1 or 0;bond=1}>>; };{nodeId=2;triggerPoint=4;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1070164;caster=1;holder=1;lifeRound=1;value=target2:hp()*0.25;prob=1}>;<{cfgId=1070165;caster=1;holder=1;lifeRound=99;value=2000;prob=1;bond=1}>>; }>,,2,0,,TRUE,,,1,,,,,,
1070162,Da Rizhao,Fire spirit damage increased by 20%,,,damageAdd,天气,特殊,1,1202,103,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070163,Da Rizhao,Water spirit damage reduced by 10%,,,damageReduce,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070164,Da Rizhao,blood from the sun,,,buffDamage,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=4;natureType=2}>,,,,,,,,,,,,,,,,,,
1070165,Da Rizhao,Damage increased by 20% (can be superimposed),,,damageAdd,天气,特殊,1,1202,103,,,,,2,99,,,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,2,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070171,dense fog,weather,,,weather,,,2,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070172;caster=1;holder=1;lifeRound=99;value=-5500;prob=1;bond=1}>>}>,,2,0,,TRUE,,,1,,,,,,
1070172,dense fog,Hit rate reduced by 50%,,,damageHit,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070181,night,weather,,,weather,,,2,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=1070182;caster=1;holder=1;lifeRound=99;value=-3000;prob=(target:nature(1)==14 or target:nature(2)==14) and 0 or ((target:nature(1)==16 or target:nature(2)==16) and 0 or 1);bond=1}>;<{cfgId=1070183;caster=1;holder=1;lifeRound=99;value=<4>;prob=(target:nature(1)==14 or target:nature(2)==14) and 1 or 0;bond=1}>;<{cfgId=1070185;caster=1;holder=1;lifeRound=99;value=4000;prob=(target:nature(1)==16 or target:nature(2)==16) and 1 or 0;bond=1}>>}>,,2,0,,TRUE,,,1,,,,,,
1070182,night,Non-ghost damage reduced by 30%,,,damageReduce,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070183,immune to special attacks,Immune to special attack,gift book in use,,immuneDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070184,immune to physical attack,immune attack,gift book in use,,immuneDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070185,Increased critical resistance,Increased critical resistance,B&A,B&A基础属性增益,ultimateSub,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_bskx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bskxtg.png,,,,,,,,,2,0,,TRUE,,,1,,,,,,
1070186,night,weather,,,weather,,,2,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=1070182;caster=1;holder=1;lifeRound=99;value=-3000;prob=(target:nature(1)==14 or target:nature(2)==14) and 0 or ((target:nature(1)==16 or target:nature(2)==16) and 0 or 1);bond=1}>;<{cfgId=1070184;caster=1;holder=1;lifeRound=99;value=<2>;prob=(target:nature(1)==14 or target:nature(2)==14) and 1 or 0;bond=1}>;<{cfgId=1070185;caster=1;holder=1;lifeRound=99;value=4000;prob=(target:nature(1)==16 or target:nature(2)==16) and 1 or 0;bond=1}>>}>,,2,0,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100101,【sandstorm】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),3),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070004;caster=2;holder={input=all;process=random(12)};lifeRound=3;value=2;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100201,"【rain, snow】",weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),6),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=moreE(random(1,2),2)and 1070001 or 1070003;caster=2;holder={input=all;process=random(12)};lifeRound=2;value=2;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100301,【Turbulence】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),9),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070005;caster=2;holder={input=all;process=random(12)};lifeRound=1;value=1;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100401,【Big sunshine】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),4),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070006;caster=2;holder={input=all;process=random(12)};lifeRound=4;value=3;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100501,【thunderstorm】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),6),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070002;caster=2;holder={input=all;process=random(12)};lifeRound=3;value=2;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100601,【foggy day】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),3),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070007;caster=2;holder={input=all;process=random(12)};lifeRound=2;value=1;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100701,【rain】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),3),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070001;caster=2;holder={input=all;process=random(12)};lifeRound=4;value=3;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100801,【Snow day】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),3),false,true)))>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070003;caster=2;holder={input=all;process=random(12)};lifeRound=4;value=3;prob=1}>>}>",,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100901,【Great sunshine forever】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1100902;caster=2;holder={input=all;process=random(12)};lifeRound=200;value=6;prob=target:hasBuffGroup(99998) and 0 or 1}>>}>,,2,,,TRUE,,,1,,,,,,
1100902,Da Rizhao,weather,,,weather,,,2,99998,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1070162;caster=1;holder=1;lifeRound=99;value=2000;prob=(target:nature(1)==2 or target:nature(2)==2) and 1 or 0;bond=1}>;<{cfgId=1070163;caster=1;holder=1;lifeRound=99;value=1000;prob=(target:nature(1)==3 or target:nature(2)==3) and 1 or 0;bond=1}>>; };{nodeId=2;triggerPoint=3;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=1100905;caster=1;holder=1;lifeRound=1;value=min((target2:flag(99) and target2:hpMax()*0.05 or target2:hpMax()*0.08),target2:hp());prob=1}>;<{cfgId=1100904;caster=1;holder=1;lifeRound=99;value=(target2:flag(99) and -target2:hpMax()*0.1 or -target2:hpMax()*0.1)*target2:getBuffOverlayCount(1100903);prob=0;bond=1}>;<{cfgId=1070165;caster=1;holder=1;lifeRound=99;value=1000;prob=1;bond=1}>>; }>",,2,,,TRUE,,,1,,,,,,
1100903,Reduce life limit,Reduce life limit,,,,,,1,191,103,,,,,2,9999,,,battle/buff_icon/logo_smsx_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxjd.png,,,,,,,,,,,,TRUE,,,1,,,,,,
1100904,Reduce life limit,Reduce life limit,,,addHpMax,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectHp=TRUE;effectBackNone=false}>,,,,<{nodeId=0;triggerPoint=1;buffValueUpdatePoint=5}>,,,,,TRUE,,,1,,,,,,
1100905,Da Rizhao,blood from the sun,,,buffDamage,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=4;natureType=2}>,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101001,【Alternate day and night】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070008;caster=2;holder={input=all;process=random(12)};lifeRound=1;value=1;prob=(getNowRound()%2 ==0) and 1 or 0}>>}>,,2,,,TRUE,,,1,,,,,,
1101101,【Alternate day and night】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070009;caster=2;holder={input=all;process=random(12)};lifeRound=1;value=1;prob=(getNowRound()%2 ==0) and 0 or 1}>>}>,,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101201,【Thunderstorm Forever】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070002;caster=2;holder={input=all;process=random(12)};lifeRound=999;value=999;prob=1}>>}>,,2,,,TRUE,,,1,,,,,,
1101301,【Snow Forever】,weather trigger,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1070003;caster=2;holder={input=all;process=random(12)};lifeRound=999;value=999;prob=1}>>}>,,2,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200101,grass field,site,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1200103;caster=2;holder=1;lifeRound=99;value=2000;prob=1;bond=1}>>; };{nodeId=2;triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1200102;caster=2;holder=1;lifeRound=1;value=target2:hpMax()*0.1;prob=(target:nature(1)==4 or target:nature(2)==4) and 1 or 0}>>}>,,2,,,TRUE,,,1,,,,,,
1200102,grass field,Grass Regeneration,,,addHP,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1200103,grass field,Grass skill damage +20%,,,grassDamageAdd,,,1,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200201,Poison Ling venue,site,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1200203;caster=2;holder=1;lifeRound=99;value=2000;prob=1;bond=1}>>; };{nodeId=2;triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1200202;caster=2;holder=1;lifeRound=99;value=target2:hpMax()*0.05;prob=(target:nature(1)==8 or target:nature(2)==8) and 0 or 1}>>}>,,2,,,TRUE,,,1,,,,,,
1200202,Poison Ling venue,Non-poison elves lose blood,,,buffDamage,,,1,,,,,,,2,5,,,battle/buff_icon/logo_zd.png,1,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=5;}>,,,,,,,,1,,,,,,
1200203,Poison Ling venue,Poison skill damage +20%,,,poisonDamageAdd,,,1,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200301,Misty field,site,,,,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1200303;caster=2;holder=1;lifeRound=99;value=-2000;prob=(target:nature(1)==15 or target:nature(2)==15) and 1 or 0;bond=1}>>; };{nodeId=2;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1200302;caster=2;holder=1;lifeRound=99;value=0;prob=(target:nature(1)==18 or target:nature(2)==18) and 1 or 0;bond=1}>>}>,,2,,,TRUE,,,1,,,,,,
1200302,Misty field,Fairy is free from control,,,,,,1,50005,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_kzmy.png,,,,,,,,,,,,TRUE,,,1,,,,,,
1200303,Misty field,Dragon skill damage -20%,,,damageReduce,天气,特殊,1,1203,103,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,strong control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000001,dizziness,,universal,强控制,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{'x'=0;'y'=-320},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,
2000002,to sleep,,universal,强控制,sleepy,,,2,22,,,,,,1,1,,,battle/buff_icon/logo_sm.png,,buff/shuimian/shuimian.skel,<shuimian_loop>,,,1,,{'x'=0;'y'=-330},,,,,,,,,,,,battle/txt/txt_sm.png,,,,,,,,,,,,,,,,,,,,,
2000003,confusion,,universal,强控制,confusion,,,2,23,,,,,,1,1,,,battle/buff_icon/logo_hl.png,,buff/hunluan/hunluan.skel,<hunluan_loop>,,,1,,{'x'=0;'y'=-340},,,,,,,,,,,,battle/txt/txt_hl.png,,,,,,,,,,,,,,,,,,,,,
2000005,silence,,universal,强控制,silence,,,2,24,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000006,provocative,provocative,universal,强控制,sneer,,,2,25,,,,,,1,1,,,battle/buff_icon/logo_cf.png,,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,,,1,,{'x'=0;'y'=-300},,,,,,,,,,,,battle/txt/txt_tx.png,,,,,,,,,,,,,,,,,,,,,
