变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
178,178,Elves Upgrade-Keep Fighting,17,,,,,,,,,,,1,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"With the breakthrough, the combat power of the Pokémon has increased greatly. Now, let's continue fighting!",通過突破，精靈的戰鬥得到了顯著提升，讓我們繼續戰鬥吧,"With the breakthrough, the combat power of the Pokémon has increased greatly. Now, let's continue fighting!",,돌파를 통해 포켓몬의 전투력이 현저히 증가했어 로토. 그럼 계속 싸워보자 로토.,,,,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181,Level 1-2 Treasure Chest - Arrive at the main city,18,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Next, let's continue with our adventure.",接下來，讓我們繼續冒險,"Next, let's continue with our adventure.",,그럼 이제 모험을 계속해 보자 로토.,,,,,,,,,,,,,,
182,182,Level 1-2 Treasure Chest - Guide to click on the level interface,18,,,,,,,,,,,,,,,1,,,{x=450;y=250},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the level.,點擊這裡進入關卡,Tap here to enter the level.,,스테이지로 입장해 로토.,,主界面关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,150,,,,,,,,
183,183,Level 1-2 Treasure Chest - Plot Dialogue,18,,,,,,,,,,,,,1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Chests have appeared on the map, let's go and claim it!",地圖上出現了寶箱，讓我們快去領取吧,"Chests have appeared on the map, let's go and claim it!",,"""지도에 보물상자가 나타났어, 어서 받으러 가자 로토.""",,,,,,,,,,,,,,
184,184,Level 1-2 Treasure Chest - Receive Treasure Chest,18,,,,,,,,,,,,,,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to claim the chest.,點擊這裡領取寶箱,Tap here to claim the chest.,,보물상자를 수령해 로토.,,主界面关卡,<pageView;page1;box1>,,effect/shouyindao.skel,,,,,,,,,
185,185,blank,18,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,186,blank,18,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,187,Level 1-2 Treasure Chest - Plot Dialogue,18,,,,,,,,,,,,193,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Let's continue fighting.,繼續戰鬥吧,Let's continue fighting.,,이제 전투를 계속하자.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,191,Level 1-3 - Arrive at the main city,19,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Next, let's continue with our adventure.",接下來，讓我們繼續冒險,"Next, let's continue with our adventure.",,그럼 이제 모험을 계속해 보자 로토.,,,,,,,,,,,,,,
192,192,Level 1-3- Guide to click on the level interface,19,,,,,,,,,,,,,,,1,,,{x=450;y=250},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the level.,點擊這裡進入關卡,Tap here to enter the level.,,스테이지로 입장해 로토.,,主界面关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,150,,,,,,,,
193,193,Level 1-3-Guided selection level,19,,,,,,,,,,,,,1,,2,,,{x=0;y=300},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to select the level.,點擊這裡，選擇將要進入的關卡,Tap here to select the level.,,입장할 스테이지를 선택해 로토.,,,<pageView;page1;gate3>,,effect/shouyindao.skel,,,,,,,,,
194,194,Level 1-3 - Guided Tap Challenge,19,,,,,,,,,,,,,0.1,,1,,,{x=100;y=0},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to prepare for battle.,點擊這裡，讓我們開始為戰鬥準備,Tap here to prepare for battle.,,그럼 여길 터치해 전투 준비를 시작하자 로토.,,挑战,<rightDown;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
195,195,Level 1-3 - guide to start the battle,19,,,,,,,3,,,,,,0.1,,,,,{x=0;y=150},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Now that you have your line-up, tap here to start the battle.",佈置好你的陣容了，那就點擊這裡開始戰鬥吧。,"Now that you have your line-up, tap here to start the battle.",,라인업 배치를 끝내고 여길 터치해 전투를 시작하자 로토.,,布阵完成后的挑战,<btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,200,blank,20,,battle.battle_end.win,4,,finish(19) and not finish(21),,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,201,Level 1-3 - Upgrade Blank Guide,20,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,<back>,,,,,,,,,,,
202,202,Level 1-3 - Return to the level interface,20,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,<dungeonsBtn>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211,Star Treasure Chest - Guide to click on the level interface,21,,,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the level.,點擊這裡進入關卡,Tap here to enter the level.,,스테이지로 입장해 로토.,,主界面关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,150,,,,,,,,
212,212,Star Treasure Chest-Story Dialogue,21,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations! There are new star level chests to be collected. As clearing dungeons can earn you stars, when you accumulate a certain number of stars, you will get star chests.",恭喜你，有新的星級寶箱可以領取了，通關副本可以積累星級，星級滿足後可以領取星級寶箱喲,"Congratulations! There are new star level chests to be collected. As clearing dungeons can earn you stars, when you accumulate a certain number of stars, you will get star chests.",,축하해 로토! 새로운 성급 보물상자를 수령할 수 있게 됐어. 던전을 클리어해 성급을 쌓으면 성급 보물상자를 받을 수 있을 거야 로토.,,,,,,,,,,,,,,
213,213,Star Treasure Chest - Click on the Star Treasure Chest,21,,,,,,,,,,,,,,,1,,,{x=250;y=200},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the Star Level interface.,點擊這裡，打開星級寶箱,Tap here to open the Star Level interface.,,성급 보물상자를 열어 봐 로토.,,,<rightDown>,,effect/shouyindao.skel,,,,,,,,,
214,214,Star Treasure Chest - Click on the Star Treasure Chest,21,,,,,,,1,,,,,,0.2,,,,,{x=-650;y=0},login/new_character/img_tjltm@.png,{x=-400;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to claim rewards.,點擊這裡，領取獎勵,Tap here to claim rewards.,,보상을 수령해 로토.,,,<btnGet>,,effect/shouyindao.skel,,,,,{width=6240;height=2880;dx=0;dy=0},,,,
215,215,blank,21,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,Star Treasure Chest-Close Interface,21,,,,,,,,,,,,,0.1,,,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to close the interface.,點擊這裡，關閉介面,Tap here to close the interface.,,이제 메뉴를 닫아 로토.,,,<title;btnClose>,,effect/shouyindao.skel,,,,,,,,,
217,217,Star treasure chest - back to the main city,21,,,,,,,,,,,,,0.1,,2,,,{x=-650;;y=600},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to close the interface.,點擊這裡，關閉介面,Tap here to close the interface.,,이제 메뉴를 닫아 로토.,,,<leftTopPanel;back>,,effect/shouyindao.skel,,,,,,,,,
,,Star Chest - Guided Tap Challenge,21,,,,,,,,,,,,,0.1,,1,,,{x=0;y=300},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to close the interface.,點擊這裡，關閉介面,Tap here to close the interface.,,이제 메뉴를 닫아 로토.,,,<rightDown;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
,,Star Treasure Chest - Guide to start the battle,21,,,,,,,3,,,,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Now that you have your line-up, tap here to start the battle.",佈置好你的陣容了，那就點擊這裡開始戰鬥吧。,"Now that you have your line-up, tap here to start the battle.",,라인업 배치를 끝내고 여길 터치해 전투를 시작하자 로토.,,布阵完成后的挑战,<btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,Synthetic sprites - Synthetic sprites,23,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations for getting a Pokémon shard! You can get new Pokémons by combining the shards, let's give it a try!",恭喜你獲得了精靈碎片，通過碎片合成也可以獲得新的精靈，讓我們快去試一試吧！,"Congratulations for getting a Pokémon shard! You can get new Pokémons by combining the shards, let's give it a try!",,"""축하해, 포켓몬 조각을 획득했어 로토. 조각을 합성해도 새로운 포켓몬을 얻을 수 있어. 그럼 어서 합성해 보자 로토!""",,,,,,,,,,,,,,
222,222,Synthetic Sprite - Open Backpack,23,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=100},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the bag.,點擊這裡進入精靈背包,Tap here to open the bag.,,포켓몬 가방을 열어 봐 로토.,,精灵背包,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
223,223,Synthetic Sprite-Switch Tab,23,,,,,,,,,,,,,0.1,,2,,,{x=-700;y=0},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to switch shard bag.,點擊這裡切換碎片背包,Tap here to switch shard bag.,,조각 가방을 열어 봐 로토.,,碎片背包,<btn2>,,effect/shouyindao.skel,150,,,,,,,,
224,224,Synthetic sprite - select the first shard,23,,,,,,,,,,,,,0.1,,2,,,{x=-600;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to begin the combination.,點擊這裡進行合成,Tap here to begin the combination.,,합성을 진행해 로토.,,第一个精灵,<centerPanel;fragList;subList;fragItem1>,,effect/shouyindao.skel,,,,,,,,,
225,225,Synthesis Wizard - Synthesis Confirmation,23,,,,,,,1,,,,,,0.1,,1,,,{x=200;y=100},login/new_character/img_tjltm@.png,{x=-200;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to confirm the combination.,點擊這裡確認合成,Tap here to confirm the combination.,,이곳을 터치하면 돼 로토.,,第一个精灵,<btnOK>,,effect/shouyindao.skel,,,,,,,,,
226,226,blank,23,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,Synthetic sprites-plot dialogue,23,,,,,,,,,,,,231,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Congratulations for getting a new Pokémon! Let's level it up!,恭喜你又獲得了新的精靈，讓我們去提升一下它的等級吧,Congratulations for getting a new Pokémon! Let's level it up!,,"""축하해, 또 새로운 포켓몬을 획득했어 로토. 그럼 포켓몬의 레벨을 올려 보자 로토.""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,Elf Upgrade - Open Backpack,24,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=100},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the bag.,點擊這裡進入精靈背包,Tap here to open the bag.,,포켓몬 가방을 열어 봐 로토.,,精灵背包,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
231,231,Sprite Upgrade - Choose 4th Sprite,24,,,,,,,,,,,,,0.1,,2,,,{x=0;y=200},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Pokémon enhancement interface.,點擊這裡進入精靈的強化介面,Tap here to enter the Pokémon enhancement interface.,,이번엔 여길 터치해 포켓몬 강화 메뉴로 입장해 로토.,,第一个精灵,<centerPanel;cardList;subList;cardItem4>,,effect/shouyindao.skel,,,,,,,,,
232,232,Genie upgrade - click the upgrade button,24,,,,,,,,,,,,,0.1,,1,,,{x=100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the level up button.,點一下這裡，打開升級按鈕。,Tap here to open the level up button.,,여길 터치해 레벨업 버튼을 열어 봐 로토.,,升级,<center;levelupPanel;btnLvUp>,,effect/shouyindao.skel,,,,,,,,,
233,233,Elf Upgrade - Click Experience Potion 1,24,,,,,,,1,,,,,,0.1,,1,,,{x=-100;y=300},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to get some EXP for your Pokémons.,點擊這裡給你的精靈增加經驗值。,Tap here to get some EXP for your Pokémons.,,터치하면 포켓몬의 경험치를 높일 수 있어 로토.,,经验药水,<center;medLvUp;list;item1>,,effect/shouyindao.skel,,,,,,,,,
234,234,Elf Upgrade - Click Experience Potion 2,24,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=300},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap again.,再點擊一下,Tap again.,,다시 터치해 봐 로토.,,经验药水,<center;medLvUp;list;item1>,,effect/shouyindao.skel,,,,,,,,,
235,235,Elves Upgrade-Story Dialogue,24,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Upgrade Pokémon to greatly enhance your fighting abilities!,升級精靈可以提供大大提升你的戰鬥能力哦。,Upgrade Pokémon to greatly enhance your fighting abilities!,,레벨업을 진행하면 포켓몬의 전투력을 높일 수 있어 로토.,,,,,,,,,,,,,,
236,236,Elves Upgrade-Story Dialogue,24,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Let's try upgrading some moves.,讓我們再去試一下技能升級吧,Let's try upgrading some moves.,,그럼 이번엔 기술의 레벨을 올려 보자 로토.,,,,,,,,,,,,,,
237,237,Genie Upgrade - Toggle,24,,,,,,,,,,,,243,,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can tap on the left to switch the Pokémon you want to enhance.,你可以在左邊點擊切換想要強化的精靈。,You can tap on the left to switch the Pokémon you want to enhance.,,왼쪽에서 강화할 포켓몬을 선택해 봐 로토.,,,<cardPanel;list;item1>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,241,Skill Upgrade - Open Backpack,25,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=100},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the bag.,點擊這裡進入精靈背包,Tap here to open the bag.,,포켓몬 가방을 열어 봐 로토.,,精灵背包,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
242,242,Skill Upgrade - Choose the first sprite,25,,,,,,,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Pokémon enhancement interface.,點擊這裡進入精靈的強化介面,Tap here to enter the Pokémon enhancement interface.,,이번엔 여길 터치해 포켓몬 강화 메뉴로 입장해 로토.,,第一个精灵,<centerPanel;cardList;subList;cardItem1>,,effect/shouyindao.skel,,,,,,,,,
243,243,Skill upgrade - click the skill tab,25,,,,,,,,,,,,,0.1,,1,,,{x=200;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to switch the move interface.,點一下這裡，切換到技能介面。,Tap here to switch the move interface.,,여길 터치해 기술 메뉴를 열어 로토.,,升级,<right;list;skill;btnNormal>,,effect/shouyindao.skel,,,,,,,,,
244,244,Skill upgrade - click the upgrade button 1,25,,,,,,,1,,,,,,0.1,,1,,,{x=50;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to upgrade the move.,點擊這裡進行技能升級,Tap here to upgrade the move.,,기술 레벨업을 진행해 로토.,,,<panel;list;item1;btnAdd>,,effect/shouyindao.skel,,,,,,,,,
245,245,Skill upgrade - click the upgrade button 2,25,,,,,,,,,,,,,0.1,,1,,,{x=50;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to upgrade the move.,點擊這裡進行技能升級,Tap here to upgrade the move.,,기술 레벨업을 진행해 로토.,,,<panel;list;item1;btnAdd>,,effect/shouyindao.skel,,,,,,,,,
246,246,Skill Upgrade - Plot Dialogue,25,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can upgrade skills to enhance its power. Let's continue the training!,技能升級可以提升技能威力，讓我們繼續歷練吧！,You can upgrade skills to enhance its power. Let's continue the training!,,기술을 레벨업하면 기술의 위력이 증가할 거야 로토. 그럼 계속 진행해 보자!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,Level 1-4-Main City Arrival,26,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Next, let's continue with our adventure.",接下來，讓我們繼續冒險,"Next, let's continue with our adventure.",,그럼 이제 모험을 계속해 보자 로토.,,,,,,,,,,,,,,
252,252,Level 1-4- Guide to click on the level interface,26,,,,,,,,,,,,,,,1,,,{x=450;y=250},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the level.,點擊這裡進入關卡,Tap here to enter the level.,,스테이지로 입장해 로토.,,主界面关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,150,,,,,,,,
253,253,Level 1-4-Guided selection level,26,,,,,,,,,,,,,1,,2,,,{x=0;y=0},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to select the level.,點擊這裡，選擇將要進入的關卡,Tap here to select the level.,,입장할 스테이지를 선택해 로토.,,,<pageView;page1;gate4>,,effect/shouyindao.skel,,,{4=0},,,,,,
