变量名,"
  _comment
  ",weightList,cardWeightMap,specialWeightMap
233,"
  233 - Pokeball Class
  B Card Library
  ",,<<{id=31};100>;<{id=41};100>;<{id=61};100>;<{id=71};100>;<{id=81};100>;<{id=101};100>;<{id=111};100>;<{id=121};100>;<{id=171};100>;<{id=191};100>;<{id=231};100>;<{id=351};100>;<{id=451};100>;<{id=541};100>;<{id=891};100>;<{id=1351};100>;<{id=3561};100>>,
301,"
  Poke Ball S -Class
  Card Library
  ",,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};0>;<{id=731};0>;<{id=741};0>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};0>;<{id=1231};0>;<{id=1241};0>;<{id=1251};0>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};0>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,
302,"
  302 - Pokeball SA
  level card library
  ",,<<{id=1};100>;<{id=11};100>;<{id=21};100>;<{id=51};100>;<{id=91};100>;<{id=131};100>;<{id=271};100>;<{id=281};100>;<{id=301};100>;<{id=371};100>;<{id=461};100>;<{id=471};100>;<{id=481};100>;<{id=551};100>;<{id=691};100>;<{id=781};100>;<{id=791};100>;<{id=801};100>;<{id=1441};100>;<{id=1611};100>;<{id=1841};100>;<{id=1861};100>;<{id=2011};100>;<{id=2071};100>;<{id=2271};100>;<{id=2301};100>;<{id=2481};100>;<{id=2591};100>;<{id=2611};100>;<{id=2631};100>;<{id=2681};100>;<{id=2821};0>;<{id=2871};100>;<{id=2961};100>;<{id=3011};100>;<{id=3281};100>;<{id=3291};100>;<{id=3341};100>;<{id=3411};100>;<{id=3431};100>;<{id=3471};100>;<{id=3501};100>;<{id=3511};100>;<{id=261};90>;<{id=331};90>;<{id=391};90>;<{id=571};90>;<{id=591};90>;<{id=601};90>;<{id=631};90>;<{id=721};90>;<{id=731};90>;<{id=741};90>;<{id=881};90>;<{id=1071};90>;<{id=1171};90>;<{id=1221};90>;<{id=1231};90>;<{id=1241};90>;<{id=1251};90>;<{id=1291};90>;<{id=1391};90>;<{id=1421};90>;<{id=1501};90>;<{id=1811};90>;<{id=2721};90>;<{id=3021};90>;<{id=3141};90>;<{id=3351};90>;<{id=3541};90>;<{id=241};90>;<{id=401};90>;<{id=3001};90>;<{id=2991};90>;<{id=3661};90>;<{id=161};90>;<{id=2031};90>;<{id=1911};90>;<{id=1921};90>;<{id=1931};90>;<{id=2471};90>;<{id=3151};90>;<{id=3591};90>>,
303,"
  303 - Pokeball Class AB Card Library
  ",,<<{id=31};200>;<{id=41};200>;<{id=61};200>;<{id=71};200>;<{id=81};200>;<{id=101};200>;<{id=111};200>;<{id=121};200>;<{id=171};200>;<{id=191};200>;<{id=231};200>;<{id=351};200>;<{id=451};200>;<{id=541};200>;<{id=891};200>;<{id=1351};200>;<{id=2891};200>;<{id=2921};200>;<{id=2922};200>;<{id=3561};200>;<{id=1};100>;<{id=11};100>;<{id=21};100>;<{id=51};100>;<{id=91};100>;<{id=131};100>;<{id=271};100>;<{id=281};100>;<{id=301};100>;<{id=371};100>;<{id=461};100>;<{id=471};100>;<{id=481};100>;<{id=551};100>;<{id=691};100>;<{id=781};100>;<{id=791};100>;<{id=801};100>;<{id=1441};100>;<{id=1611};100>;<{id=1861};100>;<{id=2011};100>;<{id=2071};100>;<{id=2271};100>;<{id=2301};100>;<{id=2481};100>;<{id=2591};100>;<{id=2611};100>;<{id=2631};100>;<{id=2681};100>;<{id=2871};100>;<{id=2961};100>;<{id=3011};100>;<{id=3281};100>;<{id=3291};100>;<{id=3341};100>;<{id=3431};100>;<{id=3471};100>;<{id=3501};100>;<{id=3511};100>;<{id=1851};100>;<{id=2841};100>;<{id=221};100>;<{id=151};100>;<{id=341};100>;<{id=1801};100>>,
,,,,
311,"
  311- Green gift item library
  ",<<606;100;1>;<609;100;1>;<612;100;1>;<615;100;1>;<618;100;1>;<621;100;1>>,,
312,"
  312- Blue gift item library
  ",<<607;100;1>;<610;100;1>;<613;100;1>;<616;100;1>;<619;100;1>;<622;100;1>>,,
313,"
  313- Purple draw card gift item library
  ",<<608;100;1>;<611;100;1>;<614;100;1>;<617;100;1>;<620;100;1>;<623;100;1>>,,
,,,,
321,"
  321- Green Portable Item Library
  ",<<30101;100;1>;<30102;100;1>;<30103;100;1>;<30104;100;1>;<30105;100;1>;<30106;100;1>>,,
322,"
  322- blue carrying item library
  ",<<30201;100;1>;<30202;100;1>;<30203;100;1>;<30204;100;1>;<30205;100;1>;<30206;100;1>;<30207;100;1>;<30208;100;1>;<30209;100;1>;<31201;100;1>;<31202;100;1>>,,
323,"
  323 -Purple Portable Item Library
  ",<<30301;100;1>;<30302;100;1>;<30303;100;1>;<30304;100;1>;<30305;100;1>;<30306;100;1>;<30307;150;1>;<30308;150;1>;<30309;150;1>;<30310;150;1>;<30311;150;1>;<30312;150;1>;<30313;100;1>;<30314;100;1>;<30315;100;1>;<30316;100;1>;<30317;100;1>>,,
,,,,
331,"
  331-BAS sprite
  fragment library
  ",<<20001;100;1>;<20011;100;1>;<20021;100;1>;<20031;100;1>;<20041;100;1>;<20051;100;1>;<20061;100;1>;<20071;100;1>;<20081;100;1>;<20091;100;1>;<20101;100;1>;<20111;100;1>;<20121;100;1>;<20131;100;1>;<20191;100;1>;<20231;100;1>;<20261;100;1>;<20271;100;1>;<20281;100;1>;<20301;100;1>;<20331;100;1>;<20351;100;1>;<20371;100;1>;<20391;100;1>;<20451;100;1>;<20461;100;1>;<20471;100;1>;<20481;100;1>;<20541;100;1>;<20551;100;1>;<20571;100;1>;<20591;100;1>;<20601;100;1>;<20631;100;1>;<20721;100;1>;<20731;100;1>;<20741;100;1>;<20751;0;1>;<20771;0;1>;<20781;100;1>;<20791;100;1>;<20801;100;1>;<20881;100;1>;<20891;100;1>;<21071;100;1>;<21171;100;1>;<21221;0;1>;<21231;100;1>;<21241;100;1>;<21251;100;1>;<21291;100;1>;<21301;0;1>;<21351;100;1>;<21391;100;1>;<21421;100;1>;<21441;100;1>;<21501;100;1>;<21611;100;1>;<21811;100;1>;<21841;100;1>;<21861;100;1>;<22011;100;1>;<22071;100;1>;<22271;100;1>;<22301;100;1>;<22481;100;1>;<22631;100;1>;<22871;100;1>;<22921;100;1>;<22922;100;1>;<23011;100;1>;<23021;100;1>;<23141;100;1>;<23281;100;1>;<23291;100;1>;<23301;0;1>;<23341;100;1>;<23351;100;1>;<23411;100;1>;<23431;100;1>;<23471;100;1>;<23501;100;1>;<23541;100;1>;<23561;100;1>;<22611;100;1>;<22841;100;1>;<20221;100;1>;<20151;100;1>;<20341;100;1>;<21801;100;1>;<20241;50;1>;<20401;50;1>;<23001;50;1>;<22991;50;1>;<23661;50;1>;<20161;50;1>;<22031;50;1>>,,
332,"
  332-S Elf Fragment Library
  ",<<20261;100;1>;<20331;100;1>;<20391;100;1>;<20491;100;1>;<20571;100;1>;<20591;100;1>;<20601;100;1>;<20631;100;1>;<20721;80;1>;<20731;80;1>;<20741;80;1>;<20751;0;1>;<20771;0;1>;<20881;100;1>;<21071;100;1>;<21171;100;1>;<21221;80;1>;<21231;80;1>;<21241;80;1>;<21251;100;1>;<21291;100;1>;<21301;0;1>;<21311;100;1>;<21391;100;1>;<21421;100;1>;<21501;100;1>;<21811;100;1>;<21841;100;1>;<21891;0;1>;<21901;0;1>;<22231;0;1>;<22721;100;1>;<22821;0;1>;<23001;100;1>;<23021;100;1>;<23141;100;1>;<23301;0;1>;<23351;100;1>;<23411;100;1>;<23541;100;1>;<20241;100;1>;<20401;100;1>;<23001;80;1>;<22991;80;1>;<23661;80;1>;<20161;80;1>;<22031;80;1>>,,
333,"
  333-A Elf Fragment Library
  ",<<20001;100;1>;<20011;100;1>;<20021;100;1>;<20051;100;1>;<20091;100;1>;<20131;100;1>;<20271;100;1>;<20281;100;1>;<20301;100;1>;<20371;100;1>;<20461;100;1>;<20471;100;1>;<20481;100;1>;<20551;100;1>;<20691;100;1>;<20781;100;1>;<20791;100;1>;<20801;100;1>;<21081;100;1>;<21441;100;1>;<21611;100;1>;<21861;100;1>;<22011;100;1>;<22071;100;1>;<22271;100;1>;<22301;100;1>;<22481;100;1>;<22591;100;1>;<22611;100;1>;<22631;100;1>;<22681;100;1>;<22871;100;1>;<22891;100;1>;<22921;100;1>;<22922;100;1>;<22961;100;1>;<23011;100;1>;<23281;100;1>;<23291;100;1>;<23341;100;1>;<23431;100;1>;<23471;100;1>;<23501;100;1>;<23511;100;1>;<21851;100;1>;<20151;100;1>;<20341;100;1>;<20221;100;1>;<22841;100;1>;<21801;100;1>>,,
334,"
  334-B Elf Fragment Library
  ",<<20031;100;1>;<20041;100;1>;<20061;100;1>;<20071;100;1>;<20081;100;1>;<20101;100;1>;<20111;100;1>;<20121;100;1>;<20171;100;1>;<20191;100;1>;<20231;100;1>;<20351;100;1>;<20451;100;1>;<20541;100;1>;<20891;100;1>;<21351;100;1>;<23561;100;1>>,,
,,,,
401,"
  Carry props single draw
  ",<<30101;100;1>;<30102;100;1>;<30103;100;1>;<30104;100;1>;<30105;100;1>;<30106;100;1>;<30107;100;1>;<30201;100;1>;<30202;100;1>;<30203;100;1>;<30204;100;1>;<30205;100;1>;<30206;100;1>;<30207;100;1>>,,
402,"
  Carry props single draw
  ",<<30208;100;1>;<30209;100;1>;<30301;100;1>;<30302;100;1>;<30303;100;1>;<30304;100;1>;<30305;100;1>;<31301;100;1>>,,
403,"
  Carry props 10 companies
  ",<<30101;100;1>;<30102;100;1>;<30103;100;1>;<30104;100;1>;<30105;100;1>;<30106;100;1>;<30107;100;1>;<30201;100;1>;<30202;100;1>;<30203;100;1>>,,
404,"
  Carry props 10 companies
  ",<<30204;100;1>;<30205;100;1>;<30206;100;1>;<30207;100;1>;<30208;100;1>;<30209;100;1>;<30210;100;1>;<30301;100;1>;<30302;100;1>>,,
405,"
  Carry props 10 companies
  ",<<30303;100;1>;<30304;100;1>;<30305;100;1>;<31301;100;1>>,,
,,,,
500,"
  500 - Random Tower Explorer Green
  Vault
  ",<<4011;100;1>;<4012;100;1>;<4013;100;1>;<4021;100;1>;<4022;100;1>;<4023;100;1>>,,
501,"
  501 - Random Tower Explorer Green and
  Blue Library
  ",<<4011;100;1>;<4012;100;1>;<4013;100;1>;<4021;100;1>;<4022;100;1>;<4023;100;1>;<4031;60;1>;<4032;60;1>;<4033;60;1>;<4034;0;1>;<4041;60;1>;<4042;60;1>;<4043;60;1>;<4044;0;1>;<4051;60;1>;<4052;60;1>;<4053;60;1>;<4054;0;1>;<4054;0;1>>,,
502,"
  502- Random Tower Explorer Green
  Blue Purple Library
  ",<<4011;100;1>;<4012;100;1>;<4013;100;1>;<4021;100;1>;<4022;100;1>;<4023;100;1>;<4031;30;1>;<4032;30;1>;<4033;30;1>;<4034;0;1>;<4041;30;1>;<4042;30;1>;<4043;30;1>;<4044;0;1>;<4051;30;1>;<4052;30;1>;<4053;30;1>;<4054;0;1>;<4061;10;1>;<4062;10;1>;<4063;10;1>;<4064;10;1>;<4065;0;1>;<4071;10;1>;<4072;10;1>;<4073;10;1>;<4074;10;1>;<4075;0;1>>,,
503,"
  503- Big Treasure Chest Fixed
  Expedition Material Output Library
  ",<<4000;100;40>;<4000;150;50>;<4000;100;60>;<4000;20;100>>,,
504,"
  504 -Random Tower Small Treasure
  Chest Item Library
  ",<<606;100;1>;<607;30;1>;<608;0;1>;<609;100;1>;<610;30;1>;<611;0;1>;<612;100;1>;<613;30;1>;<614;0;1>;<615;100;1>;<616;30;1>;<617;0;1>;<618;100;1>;<619;30;1>;<620;0;1>;<621;100;1>;<622;30;1>;<623;0;1>;<11;500;3>;<12;300;2>;<13;100;1>;<510;100;2>;<511;100;1>;<512;100;1>>,,
505,"
  505- Random Tower Treasure Chest
  Repeatedly Open Item Library
  ",<<606;100;1>;<607;30;1>;<608;0;1>;<609;100;1>;<610;30;1>;<611;0;1>;<612;100;1>;<613;30;1>;<614;0;1>;<615;100;1>;<616;30;1>;<617;0;1>;<618;100;1>;<619;30;1>;<620;0;1>;<621;100;1>;<622;30;1>;<623;0;1>;<13;300;3>;<coin2;150;100>;<coin2;150;150>>,,
506,"
  506 -Repeatedly open the big
  treasure chest of the random tower to upgrade the material library
  ",<<4000;100;40>;<4000;150;50>;<4000;100;60>;<4000;30;100>>,,
,,,,
520,"
  520- Quartz Assembly Golden Chest Library
  ",<<503;4000;1>;<850;14224;20>;<850;14000;40>;<851;10000;6>;<851;10000;12>;<901;4000;5>;<902;2000;3>;<coin1;17000;100>;<coin1;8000;200>;<gold;10000;60000>;<gold;6000;100000>;<501;500;1>;<200;11;1>;<201;11;1>;<202;11;1>;<203;11;1>;<204;11;1>;<205;11;1>;<210;11;1>;<211;11;1>;<212;11;1>;<213;11;1>;<214;11;1>;<215;11;1>;<220;12;1>;<221;12;1>;<222;12;1>;<223;12;1>;<224;12;1>;<225;12;1>;<230;12;1>;<231;12;1>;<232;12;1>;<233;12;1>;<234;12;1>;<235;12;1>>,,
521,"
  521 - Quartz Assembly Silver
  Chest Library
  ",<<503;2000;1>;<850;13810;15>;<850;13752;30>;<851;10000;4>;<851;10000;8>;<901;3000;4>;<902;2000;2>;<coin1;20000;50>;<coin1;7000;100>;<gold;12000;30000>;<gold;6000;50000>;<501;300;1>;<200;5;1>;<201;5;1>;<202;5;1>;<203;5;1>;<204;5;1>;<205;5;1>;<210;6;1>;<211;6;1>;<212;6;1>;<213;6;1>;<214;6;1>;<215;6;1>;<220;6;1>;<221;6;1>;<222;6;1>;<223;6;1>;<224;6;1>;<225;6;1>;<230;6;1>;<231;6;1>;<232;6;1>;<233;6;1>;<234;6;1>;<235;6;1>>,,
522,"
  520- Quartz Assembly Golden Chest Library
  ",<<503;4000;1>;<850;14224;20>;<850;14000;40>;<851;10000;9>;<851;10000;18>;<901;4000;5>;<902;2000;3>;<coin1;17000;100>;<coin1;8000;200>;<gold;10000;60000>;<gold;6000;100000>;<501;500;1>;<200;11;1>;<201;11;1>;<202;11;1>;<203;11;1>;<204;11;1>;<205;11;1>;<210;11;1>;<211;11;1>;<212;11;1>;<213;11;1>;<214;11;1>;<215;11;1>;<220;12;1>;<221;12;1>;<222;12;1>;<223;12;1>;<224;12;1>;<225;12;1>;<230;12;1>;<231;12;1>;<232;12;1>;<233;12;1>;<234;12;1>;<235;12;1>>,,
523,"
  521 - Quartz Assembly Silver
  Chest Library
  ",<<503;2000;1>;<850;13810;15>;<850;13752;30>;<851;10000;6>;<851;10000;12>;<901;3000;4>;<902;2000;2>;<coin1;20000;50>;<coin1;7000;100>;<gold;12000;30000>;<gold;6000;50000>;<501;300;1>;<200;5;1>;<201;5;1>;<202;5;1>;<203;5;1>;<204;5;1>;<205;5;1>;<210;6;1>;<211;6;1>;<212;6;1>;<213;6;1>;<214;6;1>;<215;6;1>;<220;6;1>;<221;6;1>;<222;6;1>;<223;6;1>;<224;6;1>;<225;6;1>;<230;6;1>;<231;6;1>;<232;6;1>;<233;6;1>;<234;6;1>;<235;6;1>>,,
524,"
  524- quartz imprinted gold output
  library
  ",<<111;56;25>;<111;56;26>;<111;56;27>;<111;56;28>;<111;56;29>;<111;56;30>;<111;56;31>;<111;56;32>;<111;56;33>;<111;56;34>;<111;56;35>;<111;24;50>;<111;24;51>;<111;24;52>;<111;24;53>;<111;24;54>;<111;24;55>;<111;24;56>;<111;24;57>;<111;24;58>;<111;24;59>;<111;24;60>;<111;24;100>;<111;24;101>;<111;24;102>;<111;24;103>;<111;24;104>;<111;24;105>;<111;24;106>;<111;24;107>;<111;24;108>;<111;24;109>;<111;24;110>;<112;38;10>;<112;38;11>;<112;38;12>;<112;38;13>;<112;38;14>;<112;16;15>;<112;16;16>;<112;16;17>;<112;16;18>;<112;16;20>;<112;16;25>;<112;16;26>;<112;16;27>;<112;16;28>;<112;16;30>>,,
525,"
  525- Quartz Engraved Silver
  Output Library
  ",<<111;56;15>;<111;56;16>;<111;56;17>;<111;56;18>;<111;56;19>;<111;56;20>;<111;56;21>;<111;56;22>;<111;56;23>;<111;56;24>;<111;56;25>;<111;24;40>;<111;24;41>;<111;24;42>;<111;24;43>;<111;24;44>;<111;24;45>;<111;24;46>;<111;24;47>;<111;24;48>;<111;24;49>;<111;24;50>;<111;24;90>;<111;24;91>;<111;24;92>;<111;24;93>;<111;24;94>;<111;24;95>;<111;24;96>;<111;24;97>;<111;24;98>;<111;24;99>;<111;24;100>;<112;38;5>;<112;38;6>;<112;38;7>;<112;38;8>;<112;38;9>;<112;16;10>;<112;16;11>;<112;16;12>;<112;16;13>;<112;16;15>;<112;16;20>;<112;16;21>;<112;16;22>;<112;16;23>;<112;16;25>>,,
,,,,
530,"
  530- Guild War
  Preliminary Box
  ",<<5511;100;1>;<5512;10;1>;<100;100;1>;<5514;330;1>;<5515;25;1>;<5516;25;1>;<5000;100;10>;<501;10;1>;<5518;300;1>>,,
531,"
  531- Guild Battle
  Final Box
  ",<<5511;100;1>;<5512;10;1>;<100;100;1>;<5514;580;1>;<5515;50;1>;<5516;50;1>;<5000;100;10>;<501;10;1>>,,
,,,,
540,"
  540 -Cross-server Quartz Conference
  Golden Box Library
  ",<<gold;20000;60000>;<gold;12000;100000>;<gold;6000;150000>;<900;20000;8>;<901;10000;5>;<902;4000;3>;<13;17000;15>;<13;8000;20>;<14;10000;8>;<14;6000;10>;<5512;20000;1>>,,
541,"
  541 -Cross-server Quartz Conference
  Silver Box Library
  ",<<gold;20000;60000>;<gold;12000;100000>;<gold;6000;150000>;<900;20000;8>;<901;10000;5>;<902;4000;3>;<13;17000;15>;<13;8000;20>;<14;10000;8>;<14;6000;10>;<5512;20000;1>>,,
542,"
  542 -Cross-server Quartz Tournament
  golden box contains runestones
  ",<<6021;1800;1>;<gold;690;120000>;<gold;690;200000>;<6024;1180;1>;<529;1750;60>;<14;945;8>;<14;945;10>;<980;1200;1>;<981;600;1>;<982;180;1>;<983;20;1>>,,
543,"
  runestones in the silver box
  of the Cross -server Quartz Conference
  ",<<6022;1980;1>;<gold;720;100000>;<gold;720;150000>;<6025;1330;1>;<529;1410;50>;<14;1070;6>;<14;1070;8>;<980;800;1>;<981;800;1>;<982;100;1>;<983;0;1>>,,
544,"
  544 -Runestone Runestone Essence
  has been increased in the golden box library of the cross-server
  Quartz Conference
  ",<<6021;1800;1>;<gold;690;120000>;<gold;690;200000>;<6024;1180;1>;<529;1750;120>;<14;945;8>;<14;945;10>;<980;1200;1>;<981;600;1>;<982;180;1>;<983;20;1>>,,
545,"
  545 -Runestone Runestone Essence
  has been added to the silver box library of the cross-server
  Quartz Conference
  ",<<6022;1980;1>;<gold;720;100000>;<gold;720;150000>;<6025;1330;1>;<529;1410;100>;<14;1070;6>;<14;1070;8>;<980;800;1>;<981;800;1>;<982;100;1>;<983;0;1>>,,
551,"
  551 -Cross-server gold box gift
  item library
  ",<<606;500;3>;<609;500;3>;<612;500;3>;<615;500;3>;<618;500;3>;<621;500;3>;<606;500;6>;<609;500;6>;<612;500;6>;<615;500;6>;<618;500;6>;<621;500;6>;<606;500;15>;<609;500;15>;<612;500;15>;<615;500;15>;<618;500;15>;<621;500;15>;<607;630;3>;<610;630;3>;<613;630;3>;<616;630;3>;<619;630;3>;<622;630;3>;<607;630;6>;<610;630;6>;<613;630;6>;<616;630;6>;<619;630;6>;<622;630;6>;<607;630;15>;<610;630;15>;<613;630;15>;<616;630;15>;<619;630;15>;<622;630;15>;<608;200;3>;<611;200;3>;<614;200;3>;<617;200;3>;<620;200;3>;<623;200;3>;<608;200;6>;<611;200;6>;<614;200;6>;<617;200;6>;<620;200;6>;<623;200;6>>,,
552,"
  552 -Cross server silver
  box gift item library
  ",<<606;500;2>;<609;500;2>;<612;500;2>;<615;500;2>;<618;500;2>;<621;500;2>;<606;500;4>;<609;500;4>;<612;500;4>;<615;500;4>;<618;500;4>;<621;500;4>;<606;500;10>;<609;500;10>;<612;500;10>;<615;500;10>;<618;500;10>;<621;500;10>;<607;630;2>;<610;630;2>;<613;630;2>;<616;630;2>;<619;630;2>;<622;630;2>;<607;630;4>;<610;630;4>;<613;630;4>;<616;630;4>;<619;630;4>;<622;630;4>;<607;630;10>;<610;630;10>;<613;630;10>;<616;630;10>;<619;630;10>;<622;630;10>;<608;200;2>;<611;200;2>;<614;200;2>;<617;200;2>;<620;200;2>;<623;200;2>;<608;200;4>;<611;200;4>;<614;200;4>;<617;200;4>;<620;200;4>;<623;200;4>>,,
,,,,
601,"
  601 - Low -level fish silver
  token library
  ",<<535;100;60>;<535;100;57>;<535;100;54>;<535;100;52>;<535;100;50>;<535;100;48>;<535;100;46>;<535;100;43>;<535;100;40>>,,
602,"
  602 -Intermediate Fish Silver
  Token Library
  ",<<535;100;240>;<535;100;228>;<535;100;216>;<535;100;208>;<535;100;200>;<535;100;192>;<535;100;184>;<535;100;172>;<535;100;160>>,,
603,"
  603 -Advanced Fish Silver Token
  Library
  ",<<535;100;600>;<535;100;570>;<535;100;540>;<535;100;520>;<535;100;500>;<535;100;480>;<535;100;460>;<535;100;430>;<535;100;400>>,,
604,"
  604 - low -level fish silver
  token library 2
  ",<<535;100;70>;<535;100;67>;<535;100;64>;<535;100;62>;<535;100;60>;<535;100;58>;<535;100;56>;<535;100;53>;<535;100;50>>,,
605,"
  605 -Intermediate Fish Silver
  Token Library 2
  ",<<535;100;280>;<535;100;268>;<535;100;256>;<535;100;248>;<535;100;240>;<535;100;232>;<535;100;224>;<535;100;212>;<535;100;200>>,,
606,"
  606- Advanced Fish Silver Token
  Library 2
  ",<<535;100;700>;<535;100;670>;<535;100;640>;<535;100;620>;<535;100;600>;<535;100;580>;<535;100;560>;<535;100;530>;<535;100;500>>,,
607,"
  607- Low Fish Silver Token Library
  3
  ",<<535;100;80>;<535;100;77>;<535;100;74>;<535;100;72>;<535;100;70>;<535;100;68>;<535;100;66>;<535;100;63>;<535;100;60>>,,
608,"
  608 -Intermediate Fish Silver
  Token Library 3
  ",<<535;100;320>;<535;100;308>;<535;100;296>;<535;100;288>;<535;100;280>;<535;100;272>;<535;100;264>;<535;100;252>;<535;100;240>>,,
609,"
  609 -Advanced Fish Silver Token
  Library 3
  ",<<535;100;800>;<535;100;770>;<535;100;740>;<535;100;720>;<535;100;700>;<535;100;680>;<535;100;660>;<535;100;630>;<535;100;600>>,,
,,,,
611,"
  611 - Low Fish Gold Coin Bank
  ",<<gold;100;9000>;<gold;100;8550>;<gold;100;8100>;<gold;100;7800>;<gold;100;7500>;<gold;100;7200>;<gold;100;6900>;<gold;100;6450>;<gold;100;6000>>,,
612,"
  612 -Intermediate Fish Gold Coin
  Bank
  ",<<gold;100;36000>;<gold;100;34200>;<gold;100;32400>;<gold;100;31200>;<gold;100;30000>;<gold;100;28800>;<gold;100;27600>;<gold;100;25800>;<gold;100;24000>>,,
613,"
  613 -Advanced Fish Gold Coin Bank
  ",<<gold;100;90000>;<gold;100;85500>;<gold;100;81000>;<gold;100;78000>;<gold;100;75000>;<gold;100;72000>;<gold;100;69000>;<gold;100;64500>;<gold;100;60000>>,,
614,"
  614- Low Fish Gold Coin Vault 2
  ",<<gold;100;10500>;<gold;100;10050>;<gold;100;9600>;<gold;100;9300>;<gold;100;9000>;<gold;100;8700>;<gold;100;8400>;<gold;100;7950>;<gold;100;7500>>,,
615,"
  615 -Intermediate Fish Gold Coin
  Bank 2
  ",<<gold;100;42000>;<gold;100;40200>;<gold;100;38400>;<gold;100;37200>;<gold;100;36000>;<gold;100;34800>;<gold;100;33600>;<gold;100;31800>;<gold;100;30000>>,,
616,"
  616 -Advanced Fish Gold Coin
  Vault 2
  ",<<gold;100;105000>;<gold;100;100500>;<gold;100;96000>;<gold;100;93000>;<gold;100;90000>;<gold;100;87000>;<gold;100;84000>;<gold;100;79500>;<gold;100;75000>>,,
621,"
  621 -General output library for
  low -grade fish
  ",<<none;800;0>;<12;35;5>;<13;35;3>;<14;30;2>;<5000;16;2>;<930;16;2>;<5000;16;1>;<930;16;1>;<606;3;1>;<609;3;1>;<612;3;1>;<615;3;1>;<618;3;1>;<621;3;1>;<606;3;2>;<609;3;2>;<612;3;2>;<615;3;2>;<618;3;2>;<621;3;2>>,,
622,"
  622 -General output library for
  intermediate fish
  ",<<none;500;0>;<12;0;10>;<13;35;6>;<14;30;4>;<5000;20;4>;<930;20;4>;<5000;20;3>;<930;20;3>;<607;3;1>;<610;3;1>;<613;3;1>;<616;3;1>;<619;3;1>;<622;3;1>;<607;3;2>;<610;3;2>;<613;3;2>;<616;3;2>;<619;3;2>;<622;3;2>;<2101;5;2>;<2102;5;2>;<451;5;3>;<452;5;3>;<850;5;5>;<851;5;5>;<529;20;50>>,,
623,"
  623 -Advanced fish general output
  library
  ",<<none;0;0>;<12;0;10>;<14;35;5>;<15;30;3>;<5000;20;8>;<930;20;8>;<5000;20;6>;<930;20;6>;<608;3;1>;<611;3;1>;<614;3;1>;<617;3;1>;<620;3;1>;<623;3;1>;<608;3;2>;<611;3;2>;<614;3;2>;<617;3;2>;<620;3;2>;<623;3;2>;<2102;5;3>;<2103;5;2>;<451;5;10>;<452;5;10>;<850;5;10>;<851;5;10>;<529;20;100>>,,
631,"
  631- General output library for
  low- level fish
  ",<<none;0;0>;<12;35;5>;<13;35;3>;<14;30;2>;<5000;16;2>;<930;16;2>;<5000;16;1>;<930;16;1>;<606;3;1>;<609;3;1>;<612;3;1>;<615;3;1>;<618;3;1>;<621;3;1>;<606;3;2>;<609;3;2>;<612;3;2>;<615;3;2>;<618;3;2>;<621;3;2>>,,
632,"
  632 -General output library for
  intermediate fish
  ",<<none;0;0>;<12;0;10>;<13;35;6>;<14;30;4>;<5000;20;4>;<930;20;4>;<5000;20;3>;<930;20;3>;<607;3;1>;<610;3;1>;<613;3;1>;<616;3;1>;<619;3;1>;<622;3;1>;<607;3;2>;<610;3;2>;<613;3;2>;<616;3;2>;<619;3;2>;<622;3;2>;<2101;5;2>;<2102;5;2>;<451;5;3>;<452;5;3>;<850;5;5>;<851;5;5>;<529;20;50>>,,
633,"
  633 -Advanced fish general output
  library
  ",<<none;0;0>;<12;0;10>;<14;35;5>;<15;30;3>;<5000;20;8>;<930;20;8>;<5000;20;6>;<930;20;6>;<608;3;1>;<611;3;1>;<614;3;1>;<617;3;1>;<620;3;1>;<623;3;1>;<608;3;2>;<611;3;2>;<614;3;2>;<617;3;2>;<620;3;2>;<623;3;2>;<2102;5;3>;<2103;5;2>;<451;5;10>;<452;5;10>;<850;5;10>;<851;5;10>;<529;20;100>>,,
,,,,
,,,,
,,,,
,,,,
911,"
  911 - Random Level Chest Material
  Library
  ",<<5001;100;1>;<5002;100;1>;<5003;100;1>>,,
912,"
  912 - Random level chest material
  library
  ",<<5004;100;1>;<5005;100;1>;<5006;100;1>>,,
913,"
  913 - Random Level Chest Material
  Library
  ",<<5007;100;1>;<5008;100;1>;<5009;100;1>>,,
914,"
  914 - Random Level Chest Material
  Library
  ",<<5010;100;1>;<5011;100;1>;<5012;100;1>>,,
915,"
  915 - Random level chest material
  library
  ",<<5013;100;1>;<5014;100;1>;<5015;100;1>>,,
916,"
  916 - Random Level Chest Material
  Library
  ",<<5016;100;1>;<5017;100;1>;<5018;100;1>>,,
