变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
28105,Mighty Bracelet Fragment,,,強力手環碎片,,,config/item/xddj/icon_qlsh.png,Gather %d#C0x55504D#s to get #C0xE77421#Mighty Bracelet#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#強力手環#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30405,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28106,Elf Flute Fragment,,,精靈之笛碎片,,,config/item/xddj/icon_bkmzd.png,Gather %d#C0x55504D#s to get #C0xE77421#Elf Flute#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#精靈之笛#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30406,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28107,Resonance Element Fragment,,,共鳴元素碎片,,,config/item/xddj/icon_gmys.png,Gather %d#C0x55504D#s to get #C0xE77421#Resonance#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#共鳴元素#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30407,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28108,Colossal Wristband Fragment,,,極巨腕帶碎片,,,config/item/xddj/icon_jjwd.png,Gather %d#C0x55504D#s to get #C0xE77421#Colossal Wristband#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#極巨腕帶#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30408,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28109,Shard of Sylph's Inspection Glass,,,西爾佛檢視鏡碎片,,,config/item/xddj/icon_xefjsj.png,Gather %d#C0x55504D#s to get #C0xE77421#Sylph's Inspection Glass#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#西爾佛檢視鏡#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30409,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28110,Doctor Mask Fragment,,,博士面具碎片,,,config/item/xddj/icon_bsdmz.png,Gather %d#C0x55504D#s to get #C0xE77421#Doctor Mask#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#博士面具#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30410,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28111,Gem Bracelet Fragments,,,寶石手鐲碎片,,,config/item/xddj/icon_bssz.png,Gather %d#C0x55504D#s to get #C0xE77421#Gem Bracelet#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#寶石手鐲#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30411,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28112,Super Glass Shards,,,超級眼鏡碎片,,,config/item/xddj/icon_cjyj.png,Gather %d#C0x55504D#s to get #C0xE77421#Super Glass#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#超級眼鏡#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30412,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28113,Super Collar Fragment,,,超級領針碎片,,,config/item/xddj/icon_cjlz.png,Gather %d#C0x55504D#s to get #C0xE77421#Super Collar#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#超級領針#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30413,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28114,Dust Goggle Fragments,,,防塵護目鏡碎片,,,config/item/xddj/icon_fchmj.png,Gather %d#C0x55504D#s to get #C0xE77421#Dust Goggle#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#防塵護目鏡#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30414,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28115,Ultra Watch Fragment,,,超能腕表碎片,,,config/item/xddj/icon_cnwb.png,Gather %d#C0x55504D#s to get #C0xE77421#Ultra Watch#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#超能腕表#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30415,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28116,Treasure Hunter Fragments,,,探寶器碎片,,,config/item/xddj/icon_tbq.png,Gather %d#C0x55504D#s to get #C0xE77421#Treasure Hunter#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#探寶器#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30416,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28117,Epiphany Fragments,,,現形鏡碎片,,,config/item/xddj/icon_xxj.png,Gather %d#C0x55504D#s to get #C0xE77421#Epiphany#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#現形鏡#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30417,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28118,Mystic Necklace Fragment,,,神秘項鍊碎片,,,config/item/xddj/icon_smxl.png,Gather %d#C0x55504D#s to get #C0xE77421#Mystic Necklace#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#神秘項鍊#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30418,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28119,Hyper Skate Fragments,,,超能輪滑鞋碎片,,,config/item/xddj/icon_cjlhx.png,Gather %d#C0x55504D#s to get #C0xE77421#Hyper Skate#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#超能輪滑鞋#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30419,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28120,Samurai Helmet Fragment,,,武士頭盔碎片,,,config/item/xddj/icon_wstk.png,Gather %d#C0x55504D#s to get #C0xE77421#Samurai Helmet#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#武士頭盔#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30420,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28121,Pain Mask Fragment,,,痛苦面具碎片,,,config/item/xddj/icon_tkmj.png,Gather %d#C0x55504D#s to get #C0xE77421#Pain Mask#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#痛苦面具#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30421,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28122,Gracidia flower fragments,,,葛拉西蒂亞花碎片,,,config/item/xddj/icon_glxdyh.png,Gather %d#C0x55504D#s to get #C0xE77421#Gracidia flower#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#葛拉西蒂亞花#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30422,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28123,Thor's Fusion Frame Fragment,,,索爾合體器碎片,,,config/item/xddj/icon_sehtq.png,Gather %d#C0x55504D#s to get #C0xE77421#Thor's Fusion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#索爾合體器#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30423,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28124,Gene Wedge Fragment,,,基因之楔碎片,,,config/item/xddj/icon_jyzx.png,Gather %d#C0x55504D#s to get #C0xE77421#Gene Wedge#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#基因之楔#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30424,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28125,Insight into the Crown Fragment,,,洞察王冠碎片,,,config/item/xddj/icon_smwg.png,Gather %d#C0x55504D#s to get #C0xE77421#Insight into the Crown#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#洞察王冠#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30425,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28501,Blue Spellstone Fragments,,,藍色萬能石碎片,,,config/item/icon_sxcl3.png,Gather %d#C0x55504D#s to get #C0xE77421#Blue Spellstone#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#藍色萬能石#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,3,3,0,,,2151,20,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28502,Purple Spellstone Fragments,,,紫色萬能石碎片,,,config/item/icon_sxcl2.png,Gather %d#C0x55504D#s to get #C0xE77421#Purple Spellstone#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#紫色萬能石#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,3,0,,,2152,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28503,Orange Spellstone Fragments,,,橙色萬能石碎片,,,config/item/icon_sxcl1.png,Gather %d#C0x55504D#s to get #C0xE77421#Orange Spellstone#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#橙色萬能石#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,3,0,,,2153,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28504,Orange Explorer Optional Treasure Chest Fragment,<cn;kr>,,橙色探險器自選寶箱碎片,,주황색 탐지기 선택 보물상자 조각,config/item/box/box_2_4.png,Gather %d#C0x55504D#s to get #C0xE77421#Orange Explorer Optional Treasure#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#橙色探險器自選寶箱#C0x55504D#,,%d개의 조각을 모으면 #C0xE77421#주황색 탐지기 선택 보물상자#C0x55504D# 합성 가능,收藏价值颇高，可以积少成多,,,수집 가치가 높으니 티끌 모아 태산 될 수 있어요,5,3,0,,,967,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28505,Purple carrying props optional treasure chest fragments,<cn;kr>,,紫色攜帶道具自選寶箱碎片,,보라색 휴대 아이템 선택 선물상자 조각,config/item/box/box_11_2.png,Gather %d#C0x55504D#s to get #C0xE77421#Purple carrying props optional treasure#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#紫色攜帶道具自選寶箱#C0x55504D#,,%d개의 조각을 모으면 #C0xE77421#보라색 휴대 아이템 선택 선물상자#C0x55504D# 합성 가능,收藏价值颇高，可以积少成多,,,수집 가치가 높으니 티끌 모아 태산 될 수 있어요,4,3,0,,,945,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28506,Random Orange Runestone Chest Fragments,<cn>,,隨機橙色符石寶箱碎片,,,config/item/box/icon_fslh_1_4.png,Gather %d#C0x55504D#s to get #C0xE77421#Random Orange Runestone#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#隨機橙色符石寶箱#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,3,0,,,973,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
