变量名,name,languages,drawlanguages,name_tw,name_en,name_vn,name_kr,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,introduction_tw,introduction_en,introduction_vn,introduction_kr,location,location_tw,location_en,location_vn,location_kr
,Mega Pidgeot,<cn>,,超級大比鳥,Mega Pidgeot,404404,메가피죤투,51,,,4,,,,TRUE,,,,,5000,,1,<6;7;18;19>,2,<83;121;80;80;135;80;579>,1,2,11,2,<606;607;608;602;603>,,,2,54,,,543,<541;542;543;546;61101;61102>,51,,<11012;11112;11212;11312;>,20051,2,2,{drawcard=huang_effect_loop},51,,2,2,2,<511;512;513>,,,,"Pidgeot, the Bird Pokémon. The evolved form of Pidgeotto. It can fly at twice the speed of sound at an altitude of nearly one mile.",大比鳥，鳥寶可夢。是比比鳥的進化的型。可以用2馬赫的速度，飛行一千米的高度。,"Pidgeot, the Bird Pokémon. The evolved form of Pidgeotto. It can fly at twice the speed of sound at an altitude of nearly one mile.","Pidgeot, Bird Pokémon, dạng tiến hóa của Pidgeotto. Có thể bay cao đến hơn 1km với vận tốc đạt 2 mach.","""피죤투, 새 포켓몬, 피죤의 진화 형태, 마하2의 스피드로 1000m 상공을 날아다닌다.""",,,,,
61,Rattata,,,小拉達,Rattata,404404,꼬렛,61,,<7>,1,,,,TRUE,,61,,50061,5000,,1,<8;9;13;12>,1,<30;72;56;35;25;35;253>,1,1,1,1,<606;607;608;602;603>,,,1,61,,,613,<611;612;613;616;61101;61102>,61,,<11011;11111;11211;11311;>,20061,1,2,,61,11,1,1,1,<611;612;613>,,,,"A Forest Pokémon, Rattata. It likes cheese, nuts, fruits, and berries. It also comes out into open fields to steal food from careless travelers.",森林中的寶可夢小拉達，喜歡吃樹果等堅硬的東西跟乾酪，有的時候它會看上粗心大意的旅行者的食物，跑到野地來。,"A Forest Pokémon, Rattata. It likes cheese, nuts, fruits, and berries. It also comes out into open fields to steal food from careless travelers.","Rattata, Mouse Pokémon sống trong rừng, thích ăn trái cây và phô mai, đôi lúc chúng sẽ lấy mất thức ăn của du khách khi họ bất cẩn và chạy đi mất.","""꼬렛, 숲속에 사는 포켓몬, 과일이나 딱딱한 물건, 치즈 등을 좋아하며, 가끔 대담하게 여행자들의 음식을 노리고 달려오기도 한다.""",Savage damage: 100% Critical Hit,暴力輸出：必然暴擊,Savage damage: 100% Critical Hit,Sát Thương Bạo Lực: chắc chắn bạo kích,화끈한 공격: 반드시 치명타
62,Raticate,,,拉達,Raticate,404404,레트라,61,,<7>,2,,,,TRUE,,61,,50061,5000,,1,<8;9;13;12>,1,<55;97;81;60;50;70;413>,1,1,1,1,<606;607;608;602;603>,,,1,62,,,623,<621;622;623;626;61101;61102>,61,,<11011;11111;11211;11311;>,20061,1,2,,61,11,1,1,1,<611;612;613>,,,,"Raticate, the Mouse Pokémon. A Dark and Normal type. When they band together, they steal food from people's homes.",拉達，鼠寶可夢，是惡跟一般屬性。他們會成群結隊，有時候還會偷老百姓家裡的食物。,"Raticate, the Mouse Pokémon. A Dark and Normal type. When they band together, they steal food from people's homes.","Raticate, Mouse Pokémon, hệ bóng tối, thường sống theo đàn, đôi lúc còn biết trộm thức ăn của người dân.","""레트라, 쥐 포켓몬, 리전 폼은 악/노말 타입, 무리를 지어 움직이며, 때때로 사람들의 음식을 훔친다.""",Savage damage: 100% Critical Hit,暴力輸出：必然暴擊,Savage damage: 100% Critical Hit,Sát Thương Bạo Lực: chắc chắn bạo kích,화끈한 공격: 반드시 치명타
71,Spearow,,,烈雀,Spearow,404404,깨비참,71,,<7>,1,,,,TRUE,,71,,50071,5000,,1,<8;9;13;12>,1,<40;70;60;30;31;31;262>,1,1,1,1,<606;607;608;602;603>,,,1,71,,,713,<711;712;713;716;61101;61102>,71,,<11011;11111;11211;11311;>,20071,1,2,,71,14,1,1,1,<711;712;713>,,,,"Unlike Pidgey, Spearow has a terrible attitude. It is very wild and will sometimes attack other Pokémon and humans.",烈雀，跟波波不同，脾氣火爆，有的時候會攻擊人類跟其他的寶可夢。,"Unlike Pidgey, Spearow has a terrible attitude. It is very wild and will sometimes attack other Pokémon and humans.","Spearow, không giống với Pidgey, tính tình hung bạo, đôi khi sẽ tấn công con người và cả các Pokémon khác.","""깨비참, 구구와 달리 성격이 거칠고, 가끔은 인간이나 다른 포켓몬을 공격하기도 한다.""",Normal damage: Increase damage quickly,普通輸出：速度增傷,Normal damage: Increase damage quickly,Sát Thương Thường: tăng thương tốc độ,일반 공격: 스피드 피해 증가
72,Fearow,,,大嘴雀,Fearow,404404,깨비드릴조,71,,<7>,2,,,,TRUE,,71,,50071,5000,,1,<8;9;13;12>,1,<65;100;90;65;61;61;442>,1,1,1,1,<606;607;608;602;603>,,,1,72,,,723,<721;722;723;726;61101;61102>,71,,<11011;11111;11211;11311;>,20071,1,2,,71,14,1,1,1,<711;712;713>,,,,"Fearow, the Beak Pokémon. The evolved form of Spearow. Its large, powerful wings allow it to fly for an entire day. The crushing power of its beak is tremendous.",大嘴雀，是鳥嘴寶可夢。烈雀的進化的型。擁有巨大翅膀，可以一整天持續飛行。它的鳥嘴力量強大。,"Fearow, the Beak Pokémon. The evolved form of Spearow. Its large, powerful wings allow it to fly for an entire day. The crushing power of its beak is tremendous.","Fearow, Beak Pokémon. Là dạng tiến hóa của Spearow, nó có thể bay liên tục suốt cả ngày với đôi cánh khổng lồ. Cái mỏ của nó rất mạnh.","""깨비드릴조, 부리 포켓몬, 깨비참의 진화 형태, 커다란 날개로 넓은 하늘을 하루 종일 날 수 있다. 부리의 힘이 매우 강하다.""",Normal damage: Increase damage quickly,普通輸出：速度增傷,Normal damage: Increase damage quickly,Sát Thương Thường: tăng thương tốc độ,일반 공격: 스피드 피해 증가
81,Ekans,,,阿柏蛇,Ekans,404404,아보,81,,<7>,1,,,,TRUE,,81,,50081,5000,,1,<7;8;9;12>,1,<35;55;60;44;40;54;288>,1,1,1,1,<621;622;623;602;603>,,,1,81,,,813,<811;812;813;816;61101;61102>,81,,<11021;11121;11221;11321;>,20081,1,2,,81,11,1,1,1,<811;812;813>,,,,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest.",身體會隨著年齡增長不斷變長。每到夜裡，它會一圈圈地將身體纏繞在樹枝上休息。,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest.","Càng nhiều năm tuổi cơ thể càng dài ra, mỗi tối nó sẽ cuộn tròn cơ thể lại và nghỉ ngơi.",나이에 따라 몸이 계속해서 자란다. 밤이 되면 몸을 나무에 감고 휴식을 취한다.,"Normal damage: Afraid of the strong, and thrash the weak",普通輸出：恃強淩弱,"Normal damage: Afraid of the strong, and thrash the weak",Sát Thương Thường: ỷ mạnh hiếp yếu,일반 공격: 약자 멸시
82,Arbok,,,阿柏怪,Arbok,404404,아보크,81,,<7>,2,,,,TRUE,,81,,50081,5000,,1,<7;8;9;12>,1,<60;80;95;69;65;79;448>,1,1,1,1,<621;622;623;602;603>,,,1,82,,,823,<821;822;823;826;61101;61102>,81,,<11021;11121;11221;11321;>,20081,1,2,,81,11,1,1,1,<811;812;813>,,,,The pattern on its belly appears to be a frightening face. Weak foes will flee just at the sight of the pattern.,腹部的花紋看起來像一張可怕的臉。弱小的敵人只要看到這個花紋就會被嚇跑。,The pattern on its belly appears to be a frightening face. Weak foes will flee just at the sight of the pattern.,Hình thù trên bụng trông giống như một gương mặt đáng sợ. Đối thủ yếu có thể bị dọa sợ khi nhìn nó.,배에 있는 무늬는 무서운 얼굴로 보인다. 약한 적은 그 무늬만 보고도 도망치고 만다.,"Normal damage: Afraid of the strong, and thrash the weak",普通輸出：恃強淩弱,"Normal damage: Afraid of the strong, and thrash the weak",Sát Thương Thường: ỷ mạnh hiếp yếu,일반 공격: 약자 멸시
91,Pichu,,,皮丘,Pichu,404404,피츄,91,,<8>,1,,,,TRUE,,91,91,50091,5000,,1,<6;7;18;19>,1,<20;60;40;15;35;35;205>,1,2,11,2,<612;613;614;602;603>,,,2,91,,,913,<911;912;913;916;61101;61102>,91,,<11052;11152;11252;11352;>,20091,2,2,,91,18,2,2,2,<911;912;913>,,,,"Pichu, the Tiny Mouse Pokémon.  The electric sacs on Pichu's cheeks are small. If it tries to store more electricity than they can hold, Pichu will shock itself.",皮丘，小老鼠寶可夢。雙頰上的電氣袋非常的小，即使電力蓄積到只滿出來一點點，他也會不小心被自己電到。,"Pichu, the Tiny Mouse Pokémon.  The electric sacs on Pichu's cheeks are small. If it tries to store more electricity than they can hold, Pichu will shock itself.","Pichu, Tiny Mouse Pokémon. Trên má có chỗ tích điện nhỏ xíu, tích điện hơi đầy một chút cũng dễ làm mình vô tình bị giật điện.","""피츄, 아기쥐 포켓몬, 두 뺨의 전기 주머니가 작아서, 전력이 넘치게 되면 자기 자신도 감전되고 만다.""",Paralysis Status Condition,麻痹控制,Paralysis Status Condition,404404,마비 제어
92,Pikachu,,,皮卡丘,Pikachu,404404,피카츄,91,,<8>,2,,,,TRUE,,91,91,50091,5000,,1,<6;7;18;19>,1,<35;90;55;40;50;50;320>,1,2,11,2,<612;613;614;602;603>,,,2,92,,,923,<921;922;923;926;61101;61102>,91,,<11052;11152;11252;11352;>,20091,2,2,,91,18,2,2,2,<911;912;913>,,,,"Pikachu, the Mouse Pokémon. It stores electricity in its cheeks for zapping an enemy if it is attacked.",皮卡丘，鼠寶可夢。臉頰的兩側有小小的電氣袋，危急時會放電出來。,"Pikachu, the Mouse Pokémon. It stores electricity in its cheeks for zapping an enemy if it is attacked.","Pikachu, Mouse Pokémon, hai má có túi tích điện, trong trường hợp khẩn cấp sẽ bắn ra tia điện.","""피카츄, 전기쥐 포켓몬, 뺨의 양쪽에 작은 전기 주머니가 있다. 위기 상황일 때 방전한다.""",Paralysis Status Condition,麻痹控制,Paralysis Status Condition,404404,마비 제어
93,Raichu,,,雷丘,Raichu,404404,라이츄,91,,<8>,3,,,,TRUE,,91,91,50091,5000,,1,<6;7;18;19>,1,<60;110;90;55;90;80;485>,1,2,11,2,<612;613;614;602;603>,,,2,93,,,933,<931;932;933;936;61101;61102>,91,,<11052;11152;11252;11352;>,20091,2,2,,91,18,2,2,2,<911;912;913>,,,,"Raichu, a Mouse Pokémon of the Electric element. Raichu is the evolved form of Pikachu. Its electric charges can reach even 100,000 volts. Careless contact can cause even an Indian elephant to faint.",雷丘，電屬性的鼠寶可夢。皮卡丘的進化型。其電擊超過十萬伏特，連印度象被電到都會暈倒。,"Raichu, a Mouse Pokémon of the Electric element. Raichu is the evolved form of Pikachu. Its electric charges can reach even 100,000 volts. Careless contact can cause even an Indian elephant to faint.","Raichu, Mouse Pokémon hệ điện. Dạng tiến hóa của Pikachu, một cú giật điện của nó có thể lên đến hơn 100000 vôn, đủ để hạ gục một con voi Ấn Độ.","""라이츄, 전기 타입의 쥐 포켓몬, 피카츄의 진화 형태, 전격이 10만 볼트를 넘을 때도 있으며, 인도코끼리조차 기절시킬 수 있다.""",Paralysis Status Condition,麻痹控制,Paralysis Status Condition,404404,마비 제어
101,Sandshrew,,,穿山鼠,Sandshrew,404404,모래두지,101,,<7>,1,,,,TRUE,,101,,50101,5000,,1,<15;16;11;12>,1,<50;40;75;85;20;30;300>,1,1,1,1,<609;610;611;602;603>,,,1,101,,,1013,<1011;1012;1013;1016;61151;61152>,101,,<11001;11101;11201;11301;>,20101,1,2,,101,12,1,1,1,<1011;1012;1013>,,,,"Its body is dry. When it gets cold at night, its hide is said to become coated with a fine dew.",身體很乾燥。但據說在夜裡降溫時，它的表皮上會有露水凝結。,"Its body is dry. When it gets cold at night, its hide is said to become coated with a fine dew.","Cơ thể rất khô ráo. Nhưng nghe nói vào ban đêm khi nhiệt độ hạ xuống, sẽ có sương đọng trên da của nó.",몸이 매우 건조하다. 하지만 밤에 기온이 내려가면 피부에 이슬이 맺힌다고 한다.,Taunt shield,嘲諷肉盾,Taunt shield,Trào Phúng Nhục Thuẫn,탱커 도발
102,Sandslash,,,穿山王,Sandslash,404404,고지,101,,<7>,2,,,,TRUE,,101,,50101,5000,,1,<15;16;11;12>,1,<75;65;100;110;45;55;450>,1,1,1,1,<609;610;611;602;603>,,,1,102,,,1023,<1021;1022;1023;1026;61151;61152>,101,,<11001;11101;11201;11301;>,20101,1,2,,101,12,1,1,1,<1011;1012;1013>,,,,"Sandslash, the Mouse Pokémon. The evolved form of Sandshrew. It attacks opponents with the quills on its back.",穿山王，老鼠寶可夢。穿山鼠的進化形。會利用背上的刺攻擊敵人。,"Sandslash, the Mouse Pokémon. The evolved form of Sandshrew. It attacks opponents with the quills on its back.","Sandslash, Mouse Pokémon, dạng tiến hóa của Sandshrew, dùng cái gai sau lưng để tấn công kẻ địch.","""고지, 쥐 포켓몬, 모래두지의 진화형, 등의 가시로 적을 공격한다.""",Taunt shield,嘲諷肉盾,Taunt shield,Trào Phúng Nhục Thuẫn,탱커 도발
111,Nidoran♀,,,尼多蘭,Nidoran♀,404404,니드런♀,111,,<7>,1,,,,TRUE,,111,,50111,,2,1,<15;16;11;12>,1,<55;41;47;52;40;40;275>,1,1,1,1,<621;622;623;602;603>,,,1,111,,,1113,<1111;1112;1113;1116;61151;61152>,111,,<11021;11121;11221;11321;>,20111,1,2,,111,12,1,1,1,<1111;1112;1113>,,,,"Nidoran♀. Its poison pin is quite powerful for its size, but its horn is smaller than a male's.",尼多蘭，性別母。身體較小，可是毒針的威力很強。身上的角比公的尼多朗小。,"Nidoran♀. Its poison pin is quite powerful for its size, but its horn is smaller than a male's.","Nidoran♀ giống cái. Cơ thể nhỏ bé nhưng độc tố cực mạnh, sừng nhỏ hơn Nidoran đực.","""니드런♀, 암컷이다. 몸은 작지만 독침의 위력은 매우 강하다. 몸의 뿔도 수컷보다 작다.""",Damage reflection tank: AOE Poisoning,反傷坦克：群體中毒,Damage reflection tank: AOE Poisoning,Tanker Phản Thương: trúng độc quần thể,반격 탱커: 단체 맹독
112,Nidorina,,,尼多娜,Nidorina,404404,니드리나,111,,<7>,2,,,,TRUE,,111,,50111,,2,1,<15;16;11;12>,1,<70;56;62;67;55;55;365>,1,1,1,1,<621;622;623;602;603>,,,1,112,,,1123,<1121;1122;1123;1126;61151;61152>,111,,<11021;11121;11221;11321;>,20111,1,2,,111,12,1,1,1,<1111;1112;1113>,,,,"Nidorina, the Poison Pin Pokémon. The evolved form of the female Nidoran. It emits supersonic waves from its mouth to confuse its enemies.",尼多娜，毒針寶可夢。是尼多蘭的進化形。嘴巴射出的超音波有迷惑對方的能力。,"Nidorina, the Poison Pin Pokémon. The evolved form of the female Nidoran. It emits supersonic waves from its mouth to confuse its enemies.","Nidorina, Poison Pin Pokémon. Dạng tiến hóa của Nidoran cái, có thể phát ra sóng âm gây mê hoặc đối phương.","""니드리나, 독침 포켓몬, 니드런♀의 진화형, 입에서 내보내는 초음파는 상대를 혼란시키는 힘이 있다.""",Damage reflection tank: AOE Poisoning,反傷坦克：群體中毒,Damage reflection tank: AOE Poisoning,Tanker Phản Thương: trúng độc quần thể,반격 탱커: 단체 맹독
113,Nidoqueen,,,尼多後,Nidoqueen,404404,니드퀸,111,,<7>,3,,,,TRUE,,111,,50111,,2,1,<11;12;15;16>,1,<90;76;92;87;75;85;505>,1,1,1,1,<621;622;623;602;603>,,,1,113,,,1133,<1131;1132;1133;1136;61151;61152>,111,,<11021;11121;11221;11321;>,20111,1,2,,111,12,1,1,1,<1111;1112;1113>,,,,"Nidoqueen, the Drill Pokémon. Nidoqueen has thick skin covering its entire body, and never shows signs of shrinking from any attack.",尼多後，鑽錐寶可夢。全身都被堅硬的皮膚所覆蓋。不論面對什麼攻擊，都能毫不畏懼的衝撞過去。,"Nidoqueen, the Drill Pokémon. Nidoqueen has thick skin covering its entire body, and never shows signs of shrinking from any attack.","Nidoqueen, Drill Pokémon. Có một lớp da cứng bao bọc toàn bộ cơ thể. Cho dù là kiểu tấn công nào thì nó cũng có thể đỡ được.","""니드퀸, 드릴 포켓몬, 온몸이 단단한 비늘로 덮여 있다. 어떤 공격에든 두려워하지 않고 맞선다.""",Damage reflection tank: AOE Poisoning,反傷坦克：群體中毒,Damage reflection tank: AOE Poisoning,Tanker Phản Thương: trúng độc quần thể,반격 탱커: 단체 맹독
121,Nidoran♂,,,尼多朗,Nidoran♂,404404,니드런♂,121,,<7>,1,,,,TRUE,,121,,50121,,1,1,<7;8;9;12>,1,<46;50;57;40;40;40;273>,1,1,1,1,<621;622;623;602;603>,,,1,121,,,1213,<1211;1212;1213;1216;61101;61102>,121,,<11021;11121;11221;11321;>,20121,1,2,,121,11,1,1,1,<1211;1212;1213>,,,,"Nidoran ♂, Poison Pin Pokémon. Nidoran♂. Its horn is larger than the female's and its Horn Attack is quite powerful.",尼多朗，公的毒針寶可夢。尼多朗，性別男。它的角比母的尼多蘭大，擅長的絕招是角撞攻擊。,"Nidoran ♂, Poison Pin Pokémon. Nidoran♂. Its horn is larger than the female's and its Horn Attack is quite powerful.","Nidoran♂ giống đực, Poison Pin Pokémon, có sừng lớn hơn Nidoran cái, có tuyệt chiêu dùng sừng tấn công.","""니드런♂, 독침 포켓몬, 수컷이다. 뿔이 암컷보다 크고, 뿔찌르기 공격에 능숙하다.""",Savage damage: Increase damage when poisoned,暴力輸出：中毒增傷,Savage damage: Increase damage when poisoned,Sát Thương Bạo Lực: tăng thương trúng độc,화끈한 공격: 맹독 피해 증가
