变量名,equip_id,stage,costGold,costItemMap
21154,11224,4,20000,{100=1;5004=2;5005=2;5006=2;}
21155,11224,5,25000,{100=1;5007=2;5008=2;5009=2;}
21156,11224,6,30000,{100=1;5010=3;5011=3;5012=3;}
21157,11224,7,35000,{100=2;5010=4;5011=4;5012=4;}
21158,11224,8,40000,{100=2;5013=5;5014=5;5015=5;}
21159,11224,9,50000,{100=4;5013=6;5014=6;5015=6;}
21160,11224,10,60000,{100=4;5016=8;5017=8;5018=8;}
21161,11224,11,80000,{100=6;5016=10;5017=10;5018=10;}
21162,11224,12,100000,{100=6;5019=16;5020=16;5021=16;}
21163,11224,13,120000,{100=9;5019=24;5020=24;5021=24;}
21164,11224,14,140000,{100=12;5022=36;5023=36;5024=36;}
21165,11224,15,160000,{100=18;5022=54;5023=54;5024=54;}
21166,11224,16,180000,{100=24;5025=72;5026=72;5027=72;}
21167,11224,17,200000,{100=30;5028=100;5029=100;5030=100;}
21168,11224,18,220000,{100=36;5031=150;5032=150;5033=150;}
21169,11224,19,240000,{100=42;5034=200;5035=200;5036=200;}
21170,11224,20,260000,{100=48;5037=220;5038=220;5039=220;}
21171,11224,21,300000,{100=54;5040=240;5041=240;5042=240;}
21172,11224,22,350000,{100=60;5043=260;5044=260;5045=260;}
21173,11224,23,400000,{100=66;5046=280;5047=280;5048=280;}
21174,11224,24,450000,{100=72;5049=300;5050=300;5051=300;}
21175,11224,25,500000,{100=78;5052=320;5053=320;5054=320;}
21176,11224,26,550000,{100=84;5055=340;5056=340;5057=340;}
21177,11224,27,600000,{100=90;5058=360;5059=360;5060=360;}
21178,11224,28,650000,{100=96;5061=380;5062=380;5063=380;}
21179,11224,29,700000,{100=102;5064=400;5065=400;5066=400;}
21180,11224,30,750000,{100=108;5064=420;5065=420;5066=420;}
21501,11231,1,5000,{100=1;}
21502,11231,2,10000,{100=1;}
21503,11231,3,15000,{100=1;}
21504,11231,4,20000,{100=1;5004=2;5005=2;5006=2;}
21505,11231,5,25000,{100=1;5007=2;5008=2;5009=2;}
21506,11231,6,30000,{100=1;5010=3;5011=3;5012=3;}
21507,11231,7,35000,{100=2;5010=4;5011=4;5012=4;}
21508,11231,8,40000,{100=2;5013=5;5014=5;5015=5;}
21509,11231,9,50000,{100=4;5013=6;5014=6;5015=6;}
21510,11231,10,60000,{100=4;5016=8;5017=8;5018=8;}
21511,11231,11,80000,{100=6;5016=10;5017=10;5018=10;}
21512,11231,12,100000,{100=6;5019=16;5020=16;5021=16;}
21513,11231,13,120000,{100=9;5019=24;5020=24;5021=24;}
21514,11231,14,140000,{100=12;5022=36;5023=36;5024=36;}
21515,11231,15,160000,{100=18;5022=54;5023=54;5024=54;}
21516,11231,16,180000,{100=24;5025=72;5026=72;5027=72;}
21517,11231,17,200000,{100=30;5028=100;5029=100;5030=100;}
21518,11231,18,220000,{100=36;5031=150;5032=150;5033=150;}
21519,11231,19,240000,{100=42;5034=200;5035=200;5036=200;}
21520,11231,20,260000,{100=48;5037=220;5038=220;5039=220;}
21521,11231,21,300000,{100=54;5040=240;5041=240;5042=240;}
21522,11231,22,350000,{100=60;5043=260;5044=260;5045=260;}
21523,11231,23,400000,{100=66;5046=280;5047=280;5048=280;}
21524,11231,24,450000,{100=72;5049=300;5050=300;5051=300;}
21525,11231,25,500000,{100=78;5052=320;5053=320;5054=320;}
21526,11231,26,550000,{100=84;5055=340;5056=340;5057=340;}
21527,11231,27,600000,{100=90;5058=360;5059=360;5060=360;}
21528,11231,28,650000,{100=96;5061=380;5062=380;5063=380;}
21529,11231,29,700000,{100=102;5064=400;5065=400;5066=400;}
21530,11231,30,750000,{100=108;5064=420;5065=420;5066=420;}
21551,11232,1,5000,{100=1;}
21552,11232,2,10000,{100=1;}
21553,11232,3,15000,{100=1;}
21554,11232,4,20000,{100=1;5004=2;5005=2;5006=2;}
21555,11232,5,25000,{100=1;5007=2;5008=2;5009=2;}
21556,11232,6,30000,{100=1;5010=3;5011=3;5012=3;}
21557,11232,7,35000,{100=2;5010=4;5011=4;5012=4;}
21558,11232,8,40000,{100=2;5013=5;5014=5;5015=5;}
21559,11232,9,50000,{100=4;5013=6;5014=6;5015=6;}
21560,11232,10,60000,{100=4;5016=8;5017=8;5018=8;}
21561,11232,11,80000,{100=6;5016=10;5017=10;5018=10;}
21562,11232,12,100000,{100=6;5019=16;5020=16;5021=16;}
21563,11232,13,120000,{100=9;5019=24;5020=24;5021=24;}
21564,11232,14,140000,{100=12;5022=36;5023=36;5024=36;}
21565,11232,15,160000,{100=18;5022=54;5023=54;5024=54;}
21566,11232,16,180000,{100=24;5025=72;5026=72;5027=72;}
21567,11232,17,200000,{100=30;5028=100;5029=100;5030=100;}
21568,11232,18,220000,{100=36;5031=150;5032=150;5033=150;}
21569,11232,19,240000,{100=42;5034=200;5035=200;5036=200;}
21570,11232,20,260000,{100=48;5037=220;5038=220;5039=220;}
21571,11232,21,300000,{100=54;5040=240;5041=240;5042=240;}
21572,11232,22,350000,{100=60;5043=260;5044=260;5045=260;}
21573,11232,23,400000,{100=66;5046=280;5047=280;5048=280;}
21574,11232,24,450000,{100=72;5049=300;5050=300;5051=300;}
21575,11232,25,500000,{100=78;5052=320;5053=320;5054=320;}
21576,11232,26,550000,{100=84;5055=340;5056=340;5057=340;}
21577,11232,27,600000,{100=90;5058=360;5059=360;5060=360;}
21578,11232,28,650000,{100=96;5061=380;5062=380;5063=380;}
21579,11232,29,700000,{100=102;5064=400;5065=400;5066=400;}
21580,11232,30,750000,{100=108;5064=420;5065=420;5066=420;}
21601,11233,1,5000,{100=1;}
21602,11233,2,10000,{100=1;}
21603,11233,3,15000,{100=1;}
21604,11233,4,20000,{100=1;5004=2;5005=2;5006=2;}
21605,11233,5,25000,{100=1;5007=2;5008=2;5009=2;}
21606,11233,6,30000,{100=1;5010=3;5011=3;5012=3;}
21607,11233,7,35000,{100=2;5010=4;5011=4;5012=4;}
21608,11233,8,40000,{100=2;5013=5;5014=5;5015=5;}
21609,11233,9,50000,{100=4;5013=6;5014=6;5015=6;}
21610,11233,10,60000,{100=4;5016=8;5017=8;5018=8;}
21611,11233,11,80000,{100=6;5016=10;5017=10;5018=10;}
21612,11233,12,100000,{100=6;5019=16;5020=16;5021=16;}
21613,11233,13,120000,{100=9;5019=24;5020=24;5021=24;}
21614,11233,14,140000,{100=12;5022=36;5023=36;5024=36;}
21615,11233,15,160000,{100=18;5022=54;5023=54;5024=54;}
21616,11233,16,180000,{100=24;5025=72;5026=72;5027=72;}
21617,11233,17,200000,{100=30;5028=100;5029=100;5030=100;}
21618,11233,18,220000,{100=36;5031=150;5032=150;5033=150;}
21619,11233,19,240000,{100=42;5034=200;5035=200;5036=200;}
21620,11233,20,260000,{100=48;5037=220;5038=220;5039=220;}
21621,11233,21,300000,{100=54;5040=240;5041=240;5042=240;}
21622,11233,22,350000,{100=60;5043=260;5044=260;5045=260;}
21623,11233,23,400000,{100=66;5046=280;5047=280;5048=280;}
21624,11233,24,450000,{100=72;5049=300;5050=300;5051=300;}
21625,11233,25,500000,{100=78;5052=320;5053=320;5054=320;}
21626,11233,26,550000,{100=84;5055=340;5056=340;5057=340;}
21627,11233,27,600000,{100=90;5058=360;5059=360;5060=360;}
21628,11233,28,650000,{100=96;5061=380;5062=380;5063=380;}
21629,11233,29,700000,{100=102;5064=400;5065=400;5066=400;}
21630,11233,30,750000,{100=108;5064=420;5065=420;5066=420;}
21651,11234,1,5000,{100=1;}
21652,11234,2,10000,{100=1;}
21653,11234,3,15000,{100=1;}
21654,11234,4,20000,{100=1;5004=2;5005=2;5006=2;}
21655,11234,5,25000,{100=1;5007=2;5008=2;5009=2;}
21656,11234,6,30000,{100=1;5010=3;5011=3;5012=3;}
21657,11234,7,35000,{100=2;5010=4;5011=4;5012=4;}
21658,11234,8,40000,{100=2;5013=5;5014=5;5015=5;}
21659,11234,9,50000,{100=4;5013=6;5014=6;5015=6;}
21660,11234,10,60000,{100=4;5016=8;5017=8;5018=8;}
21661,11234,11,80000,{100=6;5016=10;5017=10;5018=10;}
21662,11234,12,100000,{100=6;5019=16;5020=16;5021=16;}
21663,11234,13,120000,{100=9;5019=24;5020=24;5021=24;}
21664,11234,14,140000,{100=12;5022=36;5023=36;5024=36;}
21665,11234,15,160000,{100=18;5022=54;5023=54;5024=54;}
21666,11234,16,180000,{100=24;5025=72;5026=72;5027=72;}
21667,11234,17,200000,{100=30;5028=100;5029=100;5030=100;}
21668,11234,18,220000,{100=36;5031=150;5032=150;5033=150;}
21669,11234,19,240000,{100=42;5034=200;5035=200;5036=200;}
21670,11234,20,260000,{100=48;5037=220;5038=220;5039=220;}
21671,11234,21,300000,{100=54;5040=240;5041=240;5042=240;}
21672,11234,22,350000,{100=60;5043=260;5044=260;5045=260;}
21673,11234,23,400000,{100=66;5046=280;5047=280;5048=280;}
21674,11234,24,450000,{100=72;5049=300;5050=300;5051=300;}
21675,11234,25,500000,{100=78;5052=320;5053=320;5054=320;}
21676,11234,26,550000,{100=84;5055=340;5056=340;5057=340;}
21677,11234,27,600000,{100=90;5058=360;5059=360;5060=360;}
21678,11234,28,650000,{100=96;5061=380;5062=380;5063=380;}
21679,11234,29,700000,{100=102;5064=400;5065=400;5066=400;}
21680,11234,30,750000,{100=108;5064=420;5065=420;5066=420;}
22001,11241,1,5000,{100=1;}
22002,11241,2,10000,{100=1;}
22003,11241,3,15000,{100=1;}
22004,11241,4,20000,{100=1;5004=2;5005=2;5006=2;}
22005,11241,5,25000,{100=1;5007=2;5008=2;5009=2;}
22006,11241,6,30000,{100=1;5010=3;5011=3;5012=3;}
22007,11241,7,35000,{100=2;5010=4;5011=4;5012=4;}
22008,11241,8,40000,{100=2;5013=5;5014=5;5015=5;}
22009,11241,9,50000,{100=4;5013=6;5014=6;5015=6;}
22010,11241,10,60000,{100=4;5016=8;5017=8;5018=8;}
22011,11241,11,80000,{100=6;5016=10;5017=10;5018=10;}
22012,11241,12,100000,{100=6;5019=16;5020=16;5021=16;}
22013,11241,13,120000,{100=9;5019=24;5020=24;5021=24;}
22014,11241,14,140000,{100=12;5022=36;5023=36;5024=36;}
22015,11241,15,160000,{100=18;5022=54;5023=54;5024=54;}
22016,11241,16,180000,{100=24;5025=72;5026=72;5027=72;}
22017,11241,17,200000,{100=30;5028=100;5029=100;5030=100;}
22018,11241,18,220000,{100=36;5031=150;5032=150;5033=150;}
22019,11241,19,240000,{100=42;5034=200;5035=200;5036=200;}
22020,11241,20,260000,{100=48;5037=220;5038=220;5039=220;}
22021,11241,21,300000,{100=54;5040=240;5041=240;5042=240;}
22022,11241,22,350000,{100=60;5043=260;5044=260;5045=260;}
22023,11241,23,400000,{100=66;5046=280;5047=280;5048=280;}
22024,11241,24,450000,{100=72;5049=300;5050=300;5051=300;}
22025,11241,25,500000,{100=78;5052=320;5053=320;5054=320;}
22026,11241,26,550000,{100=84;5055=340;5056=340;5057=340;}
22027,11241,27,600000,{100=90;5058=360;5059=360;5060=360;}
22028,11241,28,650000,{100=96;5061=380;5062=380;5063=380;}
22029,11241,29,700000,{100=102;5064=400;5065=400;5066=400;}
22030,11241,30,750000,{100=108;5064=420;5065=420;5066=420;}
22051,11242,1,5000,{100=1;}
22052,11242,2,10000,{100=1;}
22053,11242,3,15000,{100=1;}
22054,11242,4,20000,{100=1;5004=2;5005=2;5006=2;}
22055,11242,5,25000,{100=1;5007=2;5008=2;5009=2;}
22056,11242,6,30000,{100=1;5010=3;5011=3;5012=3;}
22057,11242,7,35000,{100=2;5010=4;5011=4;5012=4;}
22058,11242,8,40000,{100=2;5013=5;5014=5;5015=5;}
22059,11242,9,50000,{100=4;5013=6;5014=6;5015=6;}
22060,11242,10,60000,{100=4;5016=8;5017=8;5018=8;}
22061,11242,11,80000,{100=6;5016=10;5017=10;5018=10;}
22062,11242,12,100000,{100=6;5019=16;5020=16;5021=16;}
22063,11242,13,120000,{100=9;5019=24;5020=24;5021=24;}
22064,11242,14,140000,{100=12;5022=36;5023=36;5024=36;}
22065,11242,15,160000,{100=18;5022=54;5023=54;5024=54;}
22066,11242,16,180000,{100=24;5025=72;5026=72;5027=72;}
22067,11242,17,200000,{100=30;5028=100;5029=100;5030=100;}
22068,11242,18,220000,{100=36;5031=150;5032=150;5033=150;}
22069,11242,19,240000,{100=42;5034=200;5035=200;5036=200;}
22070,11242,20,260000,{100=48;5037=220;5038=220;5039=220;}
22071,11242,21,300000,{100=54;5040=240;5041=240;5042=240;}
22072,11242,22,350000,{100=60;5043=260;5044=260;5045=260;}
22073,11242,23,400000,{100=66;5046=280;5047=280;5048=280;}
22074,11242,24,450000,{100=72;5049=300;5050=300;5051=300;}
22075,11242,25,500000,{100=78;5052=320;5053=320;5054=320;}
22076,11242,26,550000,{100=84;5055=340;5056=340;5057=340;}
22077,11242,27,600000,{100=90;5058=360;5059=360;5060=360;}
22078,11242,28,650000,{100=96;5061=380;5062=380;5063=380;}
22079,11242,29,700000,{100=102;5064=400;5065=400;5066=400;}
22080,11242,30,750000,{100=108;5064=420;5065=420;5066=420;}
22101,11243,1,5000,{100=1;}
22102,11243,2,10000,{100=1;}
22103,11243,3,15000,{100=1;}
22104,11243,4,20000,{100=1;5004=2;5005=2;5006=2;}
22105,11243,5,25000,{100=1;5007=2;5008=2;5009=2;}
22106,11243,6,30000,{100=1;5010=3;5011=3;5012=3;}
22107,11243,7,35000,{100=2;5010=4;5011=4;5012=4;}
22108,11243,8,40000,{100=2;5013=5;5014=5;5015=5;}
22109,11243,9,50000,{100=4;5013=6;5014=6;5015=6;}
22110,11243,10,60000,{100=4;5016=8;5017=8;5018=8;}
22111,11243,11,80000,{100=6;5016=10;5017=10;5018=10;}
22112,11243,12,100000,{100=6;5019=16;5020=16;5021=16;}
22113,11243,13,120000,{100=9;5019=24;5020=24;5021=24;}
22114,11243,14,140000,{100=12;5022=36;5023=36;5024=36;}
22115,11243,15,160000,{100=18;5022=54;5023=54;5024=54;}
22116,11243,16,180000,{100=24;5025=72;5026=72;5027=72;}
22117,11243,17,200000,{100=30;5028=100;5029=100;5030=100;}
22118,11243,18,220000,{100=36;5031=150;5032=150;5033=150;}
22119,11243,19,240000,{100=42;5034=200;5035=200;5036=200;}
22120,11243,20,260000,{100=48;5037=220;5038=220;5039=220;}
22121,11243,21,300000,{100=54;5040=240;5041=240;5042=240;}
22122,11243,22,350000,{100=60;5043=260;5044=260;5045=260;}
22123,11243,23,400000,{100=66;5046=280;5047=280;5048=280;}
22124,11243,24,450000,{100=72;5049=300;5050=300;5051=300;}
22125,11243,25,500000,{100=78;5052=320;5053=320;5054=320;}
22126,11243,26,550000,{100=84;5055=340;5056=340;5057=340;}
22127,11243,27,600000,{100=90;5058=360;5059=360;5060=360;}
22128,11243,28,650000,{100=96;5061=380;5062=380;5063=380;}
22129,11243,29,700000,{100=102;5064=400;5065=400;5066=400;}
22130,11243,30,750000,{100=108;5064=420;5065=420;5066=420;}
22151,11244,1,5000,{100=1;}
22152,11244,2,10000,{100=1;}
22153,11244,3,15000,{100=1;}
22154,11244,4,20000,{100=1;5004=2;5005=2;5006=2;}
22155,11244,5,25000,{100=1;5007=2;5008=2;5009=2;}
22156,11244,6,30000,{100=1;5010=3;5011=3;5012=3;}
22157,11244,7,35000,{100=2;5010=4;5011=4;5012=4;}
22158,11244,8,40000,{100=2;5013=5;5014=5;5015=5;}
22159,11244,9,50000,{100=4;5013=6;5014=6;5015=6;}
22160,11244,10,60000,{100=4;5016=8;5017=8;5018=8;}
22161,11244,11,80000,{100=6;5016=10;5017=10;5018=10;}
22162,11244,12,100000,{100=6;5019=16;5020=16;5021=16;}
22163,11244,13,120000,{100=9;5019=24;5020=24;5021=24;}
22164,11244,14,140000,{100=12;5022=36;5023=36;5024=36;}
22165,11244,15,160000,{100=18;5022=54;5023=54;5024=54;}
22166,11244,16,180000,{100=24;5025=72;5026=72;5027=72;}
22167,11244,17,200000,{100=30;5028=100;5029=100;5030=100;}
22168,11244,18,220000,{100=36;5031=150;5032=150;5033=150;}
22169,11244,19,240000,{100=42;5034=200;5035=200;5036=200;}
22170,11244,20,260000,{100=48;5037=220;5038=220;5039=220;}
22171,11244,21,300000,{100=54;5040=240;5041=240;5042=240;}
22172,11244,22,350000,{100=60;5043=260;5044=260;5045=260;}
22173,11244,23,400000,{100=66;5046=280;5047=280;5048=280;}
22174,11244,24,450000,{100=72;5049=300;5050=300;5051=300;}
22175,11244,25,500000,{100=78;5052=320;5053=320;5054=320;}
22176,11244,26,550000,{100=84;5055=340;5056=340;5057=340;}
22177,11244,27,600000,{100=90;5058=360;5059=360;5060=360;}
22178,11244,28,650000,{100=96;5061=380;5062=380;5063=380;}
22179,11244,29,700000,{100=102;5064=400;5065=400;5066=400;}
22180,11244,30,750000,{100=108;5064=420;5065=420;5066=420;}
22501,11251,1,5000,{100=1;}
22502,11251,2,10000,{100=1;}
22503,11251,3,15000,{100=1;}
22504,11251,4,20000,{100=1;5004=2;5005=2;5006=2;}
22505,11251,5,25000,{100=1;5007=2;5008=2;5009=2;}
22506,11251,6,30000,{100=1;5010=3;5011=3;5012=3;}
22507,11251,7,35000,{100=2;5010=4;5011=4;5012=4;}
22508,11251,8,40000,{100=2;5013=5;5014=5;5015=5;}
22509,11251,9,50000,{100=4;5013=6;5014=6;5015=6;}
22510,11251,10,60000,{100=4;5016=8;5017=8;5018=8;}
22511,11251,11,80000,{100=6;5016=10;5017=10;5018=10;}
22512,11251,12,100000,{100=6;5019=16;5020=16;5021=16;}
22513,11251,13,120000,{100=9;5019=24;5020=24;5021=24;}
22514,11251,14,140000,{100=12;5022=36;5023=36;5024=36;}
22515,11251,15,160000,{100=18;5022=54;5023=54;5024=54;}
22516,11251,16,180000,{100=24;5025=72;5026=72;5027=72;}
22517,11251,17,200000,{100=30;5028=100;5029=100;5030=100;}
22518,11251,18,220000,{100=36;5031=150;5032=150;5033=150;}
22519,11251,19,240000,{100=42;5034=200;5035=200;5036=200;}
22520,11251,20,260000,{100=48;5037=220;5038=220;5039=220;}
22521,11251,21,300000,{100=54;5040=240;5041=240;5042=240;}
22522,11251,22,350000,{100=60;5043=260;5044=260;5045=260;}
22523,11251,23,400000,{100=66;5046=280;5047=280;5048=280;}
22524,11251,24,450000,{100=72;5049=300;5050=300;5051=300;}
22525,11251,25,500000,{100=78;5052=320;5053=320;5054=320;}
22526,11251,26,550000,{100=84;5055=340;5056=340;5057=340;}
22527,11251,27,600000,{100=90;5058=360;5059=360;5060=360;}
22528,11251,28,650000,{100=96;5061=380;5062=380;5063=380;}
22529,11251,29,700000,{100=102;5064=400;5065=400;5066=400;}
22530,11251,30,750000,{100=108;5064=420;5065=420;5066=420;}
22551,11252,1,5000,{100=1;}
22552,11252,2,10000,{100=1;}
22553,11252,3,15000,{100=1;}
22554,11252,4,20000,{100=1;5004=2;5005=2;5006=2;}
22555,11252,5,25000,{100=1;5007=2;5008=2;5009=2;}
22556,11252,6,30000,{100=1;5010=3;5011=3;5012=3;}
22557,11252,7,35000,{100=2;5010=4;5011=4;5012=4;}
22558,11252,8,40000,{100=2;5013=5;5014=5;5015=5;}
22559,11252,9,50000,{100=4;5013=6;5014=6;5015=6;}
22560,11252,10,60000,{100=4;5016=8;5017=8;5018=8;}
22561,11252,11,80000,{100=6;5016=10;5017=10;5018=10;}
22562,11252,12,100000,{100=6;5019=16;5020=16;5021=16;}
22563,11252,13,120000,{100=9;5019=24;5020=24;5021=24;}
22564,11252,14,140000,{100=12;5022=36;5023=36;5024=36;}
22565,11252,15,160000,{100=18;5022=54;5023=54;5024=54;}
22566,11252,16,180000,{100=24;5025=72;5026=72;5027=72;}
22567,11252,17,200000,{100=30;5028=100;5029=100;5030=100;}
22568,11252,18,220000,{100=36;5031=150;5032=150;5033=150;}
22569,11252,19,240000,{100=42;5034=200;5035=200;5036=200;}
22570,11252,20,260000,{100=48;5037=220;5038=220;5039=220;}
22571,11252,21,300000,{100=54;5040=240;5041=240;5042=240;}
22572,11252,22,350000,{100=60;5043=260;5044=260;5045=260;}
22573,11252,23,400000,{100=66;5046=280;5047=280;5048=280;}
22574,11252,24,450000,{100=72;5049=300;5050=300;5051=300;}
22575,11252,25,500000,{100=78;5052=320;5053=320;5054=320;}
22576,11252,26,550000,{100=84;5055=340;5056=340;5057=340;}
22577,11252,27,600000,{100=90;5058=360;5059=360;5060=360;}
22578,11252,28,650000,{100=96;5061=380;5062=380;5063=380;}
22579,11252,29,700000,{100=102;5064=400;5065=400;5066=400;}
22580,11252,30,750000,{100=108;5064=420;5065=420;5066=420;}
22601,11253,1,5000,{100=1;}
22602,11253,2,10000,{100=1;}
22603,11253,3,15000,{100=1;}
22604,11253,4,20000,{100=1;5004=2;5005=2;5006=2;}
22605,11253,5,25000,{100=1;5007=2;5008=2;5009=2;}
22606,11253,6,30000,{100=1;5010=3;5011=3;5012=3;}
22607,11253,7,35000,{100=2;5010=4;5011=4;5012=4;}
22608,11253,8,40000,{100=2;5013=5;5014=5;5015=5;}
22609,11253,9,50000,{100=4;5013=6;5014=6;5015=6;}
22610,11253,10,60000,{100=4;5016=8;5017=8;5018=8;}
22611,11253,11,80000,{100=6;5016=10;5017=10;5018=10;}
22612,11253,12,100000,{100=6;5019=16;5020=16;5021=16;}
22613,11253,13,120000,{100=9;5019=24;5020=24;5021=24;}
22614,11253,14,140000,{100=12;5022=36;5023=36;5024=36;}
22615,11253,15,160000,{100=18;5022=54;5023=54;5024=54;}
22616,11253,16,180000,{100=24;5025=72;5026=72;5027=72;}
22617,11253,17,200000,{100=30;5028=100;5029=100;5030=100;}
22618,11253,18,220000,{100=36;5031=150;5032=150;5033=150;}
22619,11253,19,240000,{100=42;5034=200;5035=200;5036=200;}
22620,11253,20,260000,{100=48;5037=220;5038=220;5039=220;}
22621,11253,21,300000,{100=54;5040=240;5041=240;5042=240;}
22622,11253,22,350000,{100=60;5043=260;5044=260;5045=260;}
22623,11253,23,400000,{100=66;5046=280;5047=280;5048=280;}
22624,11253,24,450000,{100=72;5049=300;5050=300;5051=300;}
22625,11253,25,500000,{100=78;5052=320;5053=320;5054=320;}
22626,11253,26,550000,{100=84;5055=340;5056=340;5057=340;}
22627,11253,27,600000,{100=90;5058=360;5059=360;5060=360;}
22628,11253,28,650000,{100=96;5061=380;5062=380;5063=380;}
22629,11253,29,700000,{100=102;5064=400;5065=400;5066=400;}
22630,11253,30,750000,{100=108;5064=420;5065=420;5066=420;}
22651,11254,1,5000,{100=1;}
22652,11254,2,10000,{100=1;}
22653,11254,3,15000,{100=1;}
22654,11254,4,20000,{100=1;5004=2;5005=2;5006=2;}
22655,11254,5,25000,{100=1;5007=2;5008=2;5009=2;}
22656,11254,6,30000,{100=1;5010=3;5011=3;5012=3;}
22657,11254,7,35000,{100=2;5010=4;5011=4;5012=4;}
22658,11254,8,40000,{100=2;5013=5;5014=5;5015=5;}
22659,11254,9,50000,{100=4;5013=6;5014=6;5015=6;}
22660,11254,10,60000,{100=4;5016=8;5017=8;5018=8;}
22661,11254,11,80000,{100=6;5016=10;5017=10;5018=10;}
22662,11254,12,100000,{100=6;5019=16;5020=16;5021=16;}
22663,11254,13,120000,{100=9;5019=24;5020=24;5021=24;}
22664,11254,14,140000,{100=12;5022=36;5023=36;5024=36;}
22665,11254,15,160000,{100=18;5022=54;5023=54;5024=54;}
22666,11254,16,180000,{100=24;5025=72;5026=72;5027=72;}
22667,11254,17,200000,{100=30;5028=100;5029=100;5030=100;}
22668,11254,18,220000,{100=36;5031=150;5032=150;5033=150;}
22669,11254,19,240000,{100=42;5034=200;5035=200;5036=200;}
22670,11254,20,260000,{100=48;5037=220;5038=220;5039=220;}
22671,11254,21,300000,{100=54;5040=240;5041=240;5042=240;}
22672,11254,22,350000,{100=60;5043=260;5044=260;5045=260;}
22673,11254,23,400000,{100=66;5046=280;5047=280;5048=280;}
22674,11254,24,450000,{100=72;5049=300;5050=300;5051=300;}
22675,11254,25,500000,{100=78;5052=320;5053=320;5054=320;}
22676,11254,26,550000,{100=84;5055=340;5056=340;5057=340;}
22677,11254,27,600000,{100=90;5058=360;5059=360;5060=360;}
22678,11254,28,650000,{100=96;5061=380;5062=380;5063=380;}
22679,11254,29,700000,{100=102;5064=400;5065=400;5066=400;}
22680,11254,30,750000,{100=108;5064=420;5065=420;5066=420;}
25001,11301,1,5000,{100=1;}
25002,11301,2,10000,{100=1;}
25003,11301,3,15000,{100=1;}
25004,11301,4,20000,{100=1;5004=2;5005=2;5006=2;}
25005,11301,5,25000,{100=1;5007=2;5008=2;5009=2;}
25006,11301,6,30000,{100=1;5010=3;5011=3;5012=3;}
25007,11301,7,35000,{100=2;5010=4;5011=4;5012=4;}
25008,11301,8,40000,{100=2;5013=5;5014=5;5015=5;}
25009,11301,9,50000,{100=4;5013=6;5014=6;5015=6;}
25010,11301,10,60000,{100=4;5016=8;5017=8;5018=8;}
25011,11301,11,80000,{100=6;5016=10;5017=10;5018=10;}
25012,11301,12,100000,{100=6;5019=16;5020=16;5021=16;}
25013,11301,13,120000,{100=9;5019=24;5020=24;5021=24;}
25014,11301,14,140000,{100=12;5022=36;5023=36;5024=36;}
25015,11301,15,160000,{100=18;5022=54;5023=54;5024=54;}
25016,11301,16,180000,{100=24;5025=72;5026=72;5027=72;}
25017,11301,17,200000,{100=30;5028=100;5029=100;5030=100;}
25018,11301,18,220000,{100=36;5031=150;5032=150;5033=150;}
25019,11301,19,240000,{100=42;5034=200;5035=200;5036=200;}
25020,11301,20,260000,{100=48;5037=220;5038=220;5039=220;}
25021,11301,21,300000,{100=54;5040=240;5041=240;5042=240;}
25022,11301,22,350000,{100=60;5043=260;5044=260;5045=260;}
25023,11301,23,400000,{100=66;5046=280;5047=280;5048=280;}
25024,11301,24,450000,{100=72;5049=300;5050=300;5051=300;}
25025,11301,25,500000,{100=78;5052=320;5053=320;5054=320;}
25026,11301,26,550000,{100=84;5055=340;5056=340;5057=340;}
25027,11301,27,600000,{100=90;5058=360;5059=360;5060=360;}
25028,11301,28,650000,{100=96;5061=380;5062=380;5063=380;}
25029,11301,29,700000,{100=102;5064=400;5065=400;5066=400;}
25030,11301,30,750000,{100=108;5064=420;5065=420;5066=420;}
25051,11302,1,5000,{100=1;}
25052,11302,2,10000,{100=1;}
25053,11302,3,15000,{100=1;}
25054,11302,4,20000,{100=1;5004=2;5005=2;5006=2;}
25055,11302,5,25000,{100=1;5007=2;5008=2;5009=2;}
25056,11302,6,30000,{100=1;5010=3;5011=3;5012=3;}
25057,11302,7,35000,{100=2;5010=4;5011=4;5012=4;}
25058,11302,8,40000,{100=2;5013=5;5014=5;5015=5;}
25059,11302,9,50000,{100=4;5013=6;5014=6;5015=6;}
25060,11302,10,60000,{100=4;5016=8;5017=8;5018=8;}
25061,11302,11,80000,{100=6;5016=10;5017=10;5018=10;}
25062,11302,12,100000,{100=6;5019=16;5020=16;5021=16;}
25063,11302,13,120000,{100=9;5019=24;5020=24;5021=24;}
25064,11302,14,140000,{100=12;5022=36;5023=36;5024=36;}
25065,11302,15,160000,{100=18;5022=54;5023=54;5024=54;}
25066,11302,16,180000,{100=24;5025=72;5026=72;5027=72;}
25067,11302,17,200000,{100=30;5028=100;5029=100;5030=100;}
25068,11302,18,220000,{100=36;5031=150;5032=150;5033=150;}
25069,11302,19,240000,{100=42;5034=200;5035=200;5036=200;}
25070,11302,20,260000,{100=48;5037=220;5038=220;5039=220;}
25071,11302,21,300000,{100=54;5040=240;5041=240;5042=240;}
25072,11302,22,350000,{100=60;5043=260;5044=260;5045=260;}
25073,11302,23,400000,{100=66;5046=280;5047=280;5048=280;}
25074,11302,24,450000,{100=72;5049=300;5050=300;5051=300;}
25075,11302,25,500000,{100=78;5052=320;5053=320;5054=320;}
