"﻿变量名",name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
10025,Vines Guardian,,2,1,"There is a certain probability of triggering when the Turtle is on the field: Before the start of each big round, the resistance rate and resistance rate increase by 50%",1,10001,,,<4011025>,,1,12013,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10026,Thorn armor,,2,1,"When Bricaron is on the field, it has a certain probability to be triggered: Before the start of each big round, the resistance rate and resistance rate increase by 50%",1,10001,,,<4011026>,,1,13283,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10027,ignite,,2,1,"When the fire-breathing dragon is on the field, there is a certain probability of triggering: before the start of the action round, add a burning effect to random enemy units, and at the end of the big round, deal special damage to the burning units from 80% of its own special attack",1,10001,,,<4011027>,,1,10013,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10028,fire storm,,2,1,There is a certain probability of triggering when the fiery beast is on the field: 100% of itself triggers the combo effect,1,10001,,,<4011028>,,1,10793,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10029,fire penetration,,2,1,"When King Yanwu is on the field, there is a certain probability to trigger: When killing a unit, he will get an additional action round, and get a 10% damage bonus (can be stacked 5 times)",1,10001,,,<4011029>,,1,12483,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10030,devil heart,,2,1,"There is a certain probability to trigger when the Demon Fire Red Fox is on the field: After each action, transfer 20% of the special attack of the two units with the highest special attack of the enemy to the two units with the highest special attack of our side",1,10001,,,<4011030>,,1,13293,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10031,torrent,,2,1,"When Blastoise is on the field, it has a certain probability to trigger: block the target's anger for 1 round",1,10001,,,<4011031>,,1,10023,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10032,to tear,,2,1,"When the crocodile is on the field, it has a certain probability to be triggered: at the end of each big round, a random debuff will be added to the enemy",1,10001,,,<4011032>,,1,10803,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10033,endure,,2,1,"When Emperor Nabo is on the field, there is a certain probability of triggering: Regeneration speeds up",1,10001,,,<4011033>,,1,12033,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10034,ice body,,2,1,"When the Ice Dragon is on the field, it has a certain probability to trigger: reduce the target's HP by 10% every round",1,10001,,,<4011034>,,1,13502,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10035,noise,,2,1,There is a certain probability of triggering when the popping monster is on the field: the damage of the ultimate skill is extremely high,1,10001,,,<4011035>,,1,11443,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10036,jewel heart,,2,1,"When Gem Starfish is on the field, there is a certain probability of triggering: Healing amount increased",1,10001,,,<4011036>,,1,10552,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10037,Hidden light,,2,1,"When Latias is on the field, there is a certain probability of triggering: the lower the HP, the higher the damage",1,10001,,,<4011037>,,1,11941,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10038,Hidden light,,2,1,"When Latios is on the field, there is a certain probability to trigger: death restores anger",1,10001,,,<4011038>,,1,11951,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10039,Mew-two,,2,1,There is a certain probability of triggering when Mewtwo is on the field: the control rate is increased,1,10001,,,<4011039>,,1,10761,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10040,Phoenix Nirvana,,2,1,"When Feng Wang is on the field, there is a certain probability to trigger: the shield of all in the second round",1,10001,,,<4011040>,,1,11271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10041,ancient blood,,2,1,"When Gulardo is on the field, there is a certain probability of triggering: 30% rebound for the whole team",1,10001,,,<4011041>,,1,11971,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10042,time gap,,2,1,"When Dialga is on the field, there is a certain probability to trigger: death with self-explosion damage",1,10001,,,<4011042>,,1,12351,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10043,space concealment,,2,1,There is a certain probability of triggering when Palkia is present: there is a very high probability of transforming,1,10001,,,<4011043>,,1,12361,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10044,bouquet seeds,,2,1,"When Xie Mi is on the field, there is a certain probability to trigger: Stealth for 1 round (the probability is determined separately for each unit)",1,10001,,,<4011044>,,1,12441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
10045,sky fighter,,2,1,There is a certain probability of triggering when the Rift Seat is on the field: dodge for 1 round (the probability is determined separately for each unit),1,10001,,,<4011045>,,1,11981,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10046,sprout,,2,1,"When Super Frog Flower is on the field, it has a certain probability to be triggered: at the end of each big round, 10% of its own HP will be recovered",1,10001,,,<4011046>,,1,20004,1,10,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
10047,Dragon's Wrath,,2,1,"When Super Charizard X is on the field, it has a certain probability to trigger: before the start of each big round, add a burning effect to the enemy's front row, which lasts for 2 rounds",1,10001,,,<4011047>,,1,20014,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10048,explode,,2,1,"When Super Charizard Y is on the field, it has a certain probability to trigger: reduce the target's damage reduction by 10% for 2 rounds",1,10001,,,<4011048>,,1,20015,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10049,torrent,,2,1,"When the Super Blastoise is on the field, it has a certain probability to trigger: enter the front row of the field to gain the effect of water escape, and increase the final damage reduction by 10% for 2 rounds",1,10001,,,<4011049>,,1,20024,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10050,quick,,2,1,"There is a certain probability of triggering when Dabiri is on the field: Permanently increase the speed of the back row by 15% and critical strike by 15%, lasting for 2 rounds",1,10001,,,<4011050>,,1,20053,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10051,cute,,2,1,"When Raichu is on the field, there is a certain probability to trigger: When entering the field, paralyze 1 random elf of the enemy for 3 rounds",1,10001,,,<4011051>,,1,20093,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10052,magic guardian,,2,1,"When Pixie is on the field, there is a certain probability of triggering: increase the negative resistance of the front row by 20%",1,10001,,,<4011052>,,1,20133,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10053,hypnotic counterattack,,2,1,"When Fat Keding is on the field, there is a certain probability of triggering: When entering the field, sleep a random elf from the enemy for 3 rounds",1,10001,,,<4011053>,,1,20153,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10054,catalytic poison,,2,1,There is a certain probability of triggering when the cross-bat is on the field: the target attacked by one's back row will be poisoned for 3 rounds,1,10001,,,<4011054>,,1,20163,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10055,mind control,,2,1,There is a certain probability of triggering when Super Hudi is on the field: the control rate and speed of all units in the back row of one's own side will increase by 20%,1,10001,,,<4011055>,,1,20264,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10056,indomitable heart,,2,1,There is a certain probability of triggering when the monster power is present: convert your own double defense to double attack according to the ratio of 200%,1,10001,,,<4011056>,,1,20273,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10057,glutton,,2,1,"When Dashihua is on the field, there is a certain probability of triggering: the attack of one's back row will absorb 20% of the target's HP",1,10001,,,<4011057>,,1,20283,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10058,rock avalanche,,2,1,"When Longlongyan is on the field, there is a certain probability of triggering: when one's front row unit dies, it will cause 200% damage of the sum of double attacks to all enemies",1,10001,,,<4011058>,,1,20303,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10059,fear,,2,1,"When Geng Gui is on the field, there is a certain probability to trigger: enter the field and directly fear all enemy units for 1 round",1,10001,,,<4011059>,,1,20393,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10060,Inception,,2,1,"When Super Gengar is on the field, it has a certain probability to trigger: enter the field and directly curse all enemy units for 1 round",1,10001,,,<4011060>,,1,20394,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10061,hard rock,,2,1,"There is a certain probability of triggering when the super-armored rhinoceros is on the field: each attack of the teammates in the front row increases their own physical defense by 20%, and the upper limit is 3 layers",1,10001,,,<4011061>,,1,20493,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10062,Flame storm,,2,1,"When the platypus is on the field, it has a certain probability to trigger: add 3 layers of burning to the enemy's front row before the first three big rounds",1,10001,,,<4011062>,,1,20603,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10063,fast dragon,,2,1,There is a certain probability to trigger when the fast dragon is on the field: with a combo effect,1,10001,,,<4011063>,,1,20753,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10064,bless,,2,1,There is a certain probability of triggering when Pokkisi is on the field: increase the negative resistance and control-free rate of all by 10%,1,10001,,,<4011064>,,1,20863,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10065,electrical excitation,,2,1,"When the electric dragon is on the field, there is a certain probability of triggering: after the self-attack, the surrounding units will be increased by 200 points of anger",1,10001,,,<4011065>,,1,20883,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10066,electrical excitation,,2,1,"When Super Electric Dragon is on the field, it has a certain probability to be triggered: each teammate can restore 100 points of anger to the surrounding units after attacking",1,10001,,,<4011066>,,1,20884,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10067,telekinesis,,2,1,"When Xanadu is on the field, it has a certain probability to trigger: starting 2 rounds before entering the field, it will definitely charm an additional enemy unit for 1 round",1,10001,,,<4011067>,,1,21393,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10068,Confused Blade,,2,1,There is a certain probability of triggering when Elrador is on the field: there is a 20% probability of instantly killing the controlled unit,1,10001,,,<4011068>,,1,21394,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10069,brute force,,2,1,There is a certain probability of triggering when the leave king is present: the player cannot be selected as an attack target while he is asleep.,1,10001,,,<4011069>,,1,21423,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10070,abyss black hole,,2,1,"There is a certain probability of triggering when the Night Demon is on the field: entering the field directly absorbs a target and enters the black hole, which lasts for 1 round",1,10001,,,<4011070>,,1,21813,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10071,Frost Rebound,,2,1,"When Diya Sea Lion is on the field, it has a certain chance to trigger: an additional 20% of the damage received will be reflected to all enemies",1,10001,,,<4011071>,,1,21863,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10072,will,,2,1,"When the Roentgen cat is on the field, it has a certain probability to be triggered: receiving an active skill attack increases the physical attack of all allies",1,10001,,,<4011072>,,1,22073,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10073,dragon's wrath,,2,1,Bite Land Shark has a certain probability to be triggered when the shark is on the field: the self can be immune to one fatal damage,1,10001,,,<4011073>,,1,22233,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10074,frost awakening,,2,1,"When the Super Blizzard King is on the field, there is a certain probability to trigger: so that the enemy's ice will not be broken",1,10001,,,<4011074>,,1,22303,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10075,Guardian of the Stone,,2,1,"When the Pang Yan monster is on the field, it has a certain probability to be triggered: after the own unit releases the first nirvana, the nirvana damage will be increased by 30%",1,10001,,,<4011075>,,1,22593,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10076,toughness,,2,1,There is a certain probability of triggering when the builder is on the field: Each time it comes with a real damage bonus of 10% of its maximum HP,1,10001,,,<4011076>,,1,22633,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10077,Bug's Premonition,,2,1,"When the Centipede King is on the field, it has a certain probability of being triggered: there is a 10% probability of instantly killing units with poison",1,10001,,,<4011077>,,1,22683,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10078,Dark Fang,,2,1,"When Rogue Crocodile is on the field, it has a certain probability to be triggered: all its skills have an additional 50% blinding effect for 2 rounds",1,10001,,,<4011078>,,1,22723,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10079,space warp,,2,1,"When Miss Goth is on the field, there is a certain probability of triggering: the next time the enemy elves attacking the front row of your side enters the distorted space",1,10001,,,<4011079>,,1,22843,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10080,Double as much crushed ice,,2,1,There is a certain probability of triggering when Double Dodo Ice is on the field: Makes the front row of one's own side have a certain ability to reflect negative effects,1,10001,,,<4011080>,,1,22873,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10081,energy production,,2,1,"When the gear monster is on the field, it has a certain probability to trigger: entering the field increases the anger of the elves in the back row by 200 points",1,10001,,,<4011081>,,1,22963,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10082,Embers of Grudge,,2,1,There is a certain probability of triggering when the Crystal Lantern Fire Spirit is on the field: enter the field and add a will-o'-the-wisp effect to 2 random targets of the enemy,1,10001,,,<4011082>,,1,22993,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10083,chasing,,2,1,There is a certain probability to trigger when the Double Ax War Dragon is on the field: Make a random back row unit of your side also have a combo effect,1,10001,,,<4011083>,,1,23003,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10084,vertical and horizontal,,2,1,"There is a certain probability of triggering when the three evil dragons are on the field: each time you attack, you will get an extra action round",1,10001,,,<4011084>,,1,23143,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10085,sticky bubbles,,2,1,"When Sticky Meilong is on the field, it has a certain chance to trigger: block the target's anger for 3 rounds",1,10001,,,<4011085>,,1,23543,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10086,majesty of the queen,,2,1,There is a certain probability of triggering when the sweet queen is on the field: add a random debuff to the enemy at the end of each big round,1,10001,,,<4011086>,,1,23843,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10087,echo detection,,2,1,"When Sonic Dragon is on the field, there is a certain probability of triggering: Regeneration speeds up",1,10001,,,<4011087>,,1,23592,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10088,UB: Lancet,,2,1,There is a certain probability of triggering when the Four-jaw Needle Dragon is on the field: each round reduces the target's HP by 10%,1,10001,,,<4011088>,,1,24132,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
