变量名,rankMax,dayAward,endAward,version
默认值,,,,0
ID,最大排名,比赛日排行奖励,比赛结算排行奖励,版本
1,1,{coin13=128000;gold=300000},{coin13=128000;gold=300000},
420,420,{coin13=73200;gold=163000},{coin13=73200;gold=163000},
421,421,{coin13=73180;gold=162950},{coin13=73180;gold=162950},
422,422,{coin13=73160;gold=162900},{coin13=73160;gold=162900},
423,423,{coin13=73140;gold=162850},{coin13=73140;gold=162850},
424,424,{coin13=73120;gold=162800},{coin13=73120;gold=162800},
425,425,{coin13=73100;gold=162750},{coin13=73100;gold=162750},
426,426,{coin13=73080;gold=162700},{coin13=73080;gold=162700},
427,427,{coin13=73060;gold=162650},{coin13=73060;gold=162650},
428,428,{coin13=73040;gold=162600},{coin13=73040;gold=162600},
429,429,{coin13=73020;gold=162550},{coin13=73020;gold=162550},
430,430,{coin13=73000;gold=162500},{coin13=73000;gold=162500},
431,431,{coin13=72980;gold=162450},{coin13=72980;gold=162450},
432,432,{coin13=72960;gold=162400},{coin13=72960;gold=162400},
433,433,{coin13=72940;gold=162350},{coin13=72940;gold=162350},
434,434,{coin13=72920;gold=162300},{coin13=72920;gold=162300},
435,435,{coin13=72900;gold=162250},{coin13=72900;gold=162250},
436,436,{coin13=72880;gold=162200},{coin13=72880;gold=162200},
437,437,{coin13=72860;gold=162150},{coin13=72860;gold=162150},
438,438,{coin13=72840;gold=162100},{coin13=72840;gold=162100},
439,439,{coin13=72820;gold=162050},{coin13=72820;gold=162050},
440,440,{coin13=72800;gold=162000},{coin13=72800;gold=162000},
441,441,{coin13=72780;gold=161950},{coin13=72780;gold=161950},
442,442,{coin13=72760;gold=161900},{coin13=72760;gold=161900},
443,443,{coin13=72740;gold=161850},{coin13=72740;gold=161850},
444,444,{coin13=72720;gold=161800},{coin13=72720;gold=161800},
445,445,{coin13=72700;gold=161750},{coin13=72700;gold=161750},
446,446,{coin13=72680;gold=161700},{coin13=72680;gold=161700},
447,447,{coin13=72660;gold=161650},{coin13=72660;gold=161650},
448,448,{coin13=72640;gold=161600},{coin13=72640;gold=161600},
449,449,{coin13=72620;gold=161550},{coin13=72620;gold=161550},
450,450,{coin13=72600;gold=161500},{coin13=72600;gold=161500},
451,451,{coin13=72580;gold=161450},{coin13=72580;gold=161450},
452,452,{coin13=72560;gold=161400},{coin13=72560;gold=161400},
453,453,{coin13=72540;gold=161350},{coin13=72540;gold=161350},
454,454,{coin13=72520;gold=161300},{coin13=72520;gold=161300},
455,455,{coin13=72500;gold=161250},{coin13=72500;gold=161250},
456,456,{coin13=72480;gold=161200},{coin13=72480;gold=161200},
457,457,{coin13=72460;gold=161150},{coin13=72460;gold=161150},
458,458,{coin13=72440;gold=161100},{coin13=72440;gold=161100},
459,459,{coin13=72420;gold=161050},{coin13=72420;gold=161050},
460,460,{coin13=72400;gold=161000},{coin13=72400;gold=161000},
461,461,{coin13=72380;gold=160950},{coin13=72380;gold=160950},
462,462,{coin13=72360;gold=160900},{coin13=72360;gold=160900},
463,463,{coin13=72340;gold=160850},{coin13=72340;gold=160850},
464,464,{coin13=72320;gold=160800},{coin13=72320;gold=160800},
465,465,{coin13=72300;gold=160750},{coin13=72300;gold=160750},
466,466,{coin13=72280;gold=160700},{coin13=72280;gold=160700},
467,467,{coin13=72260;gold=160650},{coin13=72260;gold=160650},
468,468,{coin13=72240;gold=160600},{coin13=72240;gold=160600},
469,469,{coin13=72220;gold=160550},{coin13=72220;gold=160550},
470,470,{coin13=72200;gold=160500},{coin13=72200;gold=160500},
471,471,{coin13=72180;gold=160450},{coin13=72180;gold=160450},
472,472,{coin13=72160;gold=160400},{coin13=72160;gold=160400},
473,473,{coin13=72140;gold=160350},{coin13=72140;gold=160350},
474,474,{coin13=72120;gold=160300},{coin13=72120;gold=160300},
475,475,{coin13=72100;gold=160250},{coin13=72100;gold=160250},
476,476,{coin13=72080;gold=160200},{coin13=72080;gold=160200},
477,477,{coin13=72060;gold=160150},{coin13=72060;gold=160150},
478,478,{coin13=72040;gold=160100},{coin13=72040;gold=160100},
479,479,{coin13=72020;gold=160050},{coin13=72020;gold=160050},
480,480,{coin13=72000;gold=160000},{coin13=72000;gold=160000},
481,481,{coin13=71980;gold=159950},{coin13=71980;gold=159950},
482,482,{coin13=71960;gold=159900},{coin13=71960;gold=159900},
483,483,{coin13=71940;gold=159850},{coin13=71940;gold=159850},
484,484,{coin13=71920;gold=159800},{coin13=71920;gold=159800},
485,485,{coin13=71900;gold=159750},{coin13=71900;gold=159750},
486,486,{coin13=71880;gold=159700},{coin13=71880;gold=159700},
487,487,{coin13=71860;gold=159650},{coin13=71860;gold=159650},
488,488,{coin13=71840;gold=159600},{coin13=71840;gold=159600},
489,489,{coin13=71820;gold=159550},{coin13=71820;gold=159550},
490,490,{coin13=71800;gold=159500},{coin13=71800;gold=159500},
491,491,{coin13=71780;gold=159450},{coin13=71780;gold=159450},
492,492,{coin13=71760;gold=159400},{coin13=71760;gold=159400},
493,493,{coin13=71740;gold=159350},{coin13=71740;gold=159350},
494,494,{coin13=71720;gold=159300},{coin13=71720;gold=159300},
495,495,{coin13=71700;gold=159250},{coin13=71700;gold=159250},
496,496,{coin13=71680;gold=159200},{coin13=71680;gold=159200},
497,497,{coin13=71660;gold=159150},{coin13=71660;gold=159150},
498,498,{coin13=71640;gold=159100},{coin13=71640;gold=159100},
499,499,{coin13=71620;gold=159050},{coin13=71620;gold=159050},
500,500,{coin13=71600;gold=159000},{coin13=71600;gold=159000},
501,501,{coin13=71580;gold=158950},{coin13=71580;gold=158950},
502,502,{coin13=71560;gold=158900},{coin13=71560;gold=158900},
503,503,{coin13=71540;gold=158850},{coin13=71540;gold=158850},
504,504,{coin13=71520;gold=158800},{coin13=71520;gold=158800},
505,505,{coin13=71500;gold=158750},{coin13=71500;gold=158750},
506,506,{coin13=71480;gold=158700},{coin13=71480;gold=158700},
507,507,{coin13=71460;gold=158650},{coin13=71460;gold=158650},
508,508,{coin13=71440;gold=158600},{coin13=71440;gold=158600},
509,509,{coin13=71420;gold=158550},{coin13=71420;gold=158550},
510,510,{coin13=71400;gold=158500},{coin13=71400;gold=158500},
511,511,{coin13=71380;gold=158450},{coin13=71380;gold=158450},
512,512,{coin13=71360;gold=158400},{coin13=71360;gold=158400},
513,513,{coin13=71340;gold=158350},{coin13=71340;gold=158350},
514,514,{coin13=71320;gold=158300},{coin13=71320;gold=158300},
515,515,{coin13=71300;gold=158250},{coin13=71300;gold=158250},
516,516,{coin13=71280;gold=158200},{coin13=71280;gold=158200},
517,517,{coin13=71260;gold=158150},{coin13=71260;gold=158150},
518,518,{coin13=71240;gold=158100},{coin13=71240;gold=158100},
519,519,{coin13=71220;gold=158050},{coin13=71220;gold=158050},
520,520,{coin13=71200;gold=158000},{coin13=71200;gold=158000},
521,521,{coin13=71180;gold=157950},{coin13=71180;gold=157950},
522,522,{coin13=71160;gold=157900},{coin13=71160;gold=157900},
523,523,{coin13=71140;gold=157850},{coin13=71140;gold=157850},
524,524,{coin13=71120;gold=157800},{coin13=71120;gold=157800},
525,525,{coin13=71100;gold=157750},{coin13=71100;gold=157750},
526,526,{coin13=71080;gold=157700},{coin13=71080;gold=157700},
527,527,{coin13=71060;gold=157650},{coin13=71060;gold=157650},
528,528,{coin13=71040;gold=157600},{coin13=71040;gold=157600},
529,529,{coin13=71020;gold=157550},{coin13=71020;gold=157550},
530,530,{coin13=71000;gold=157500},{coin13=71000;gold=157500},
531,531,{coin13=70980;gold=157450},{coin13=70980;gold=157450},
532,532,{coin13=70960;gold=157400},{coin13=70960;gold=157400},
533,533,{coin13=70940;gold=157350},{coin13=70940;gold=157350},
534,534,{coin13=70920;gold=157300},{coin13=70920;gold=157300},
535,535,{coin13=70900;gold=157250},{coin13=70900;gold=157250},
536,536,{coin13=70880;gold=157200},{coin13=70880;gold=157200},
537,537,{coin13=70860;gold=157150},{coin13=70860;gold=157150},
538,538,{coin13=70840;gold=157100},{coin13=70840;gold=157100},
539,539,{coin13=70820;gold=157050},{coin13=70820;gold=157050},
540,540,{coin13=70800;gold=157000},{coin13=70800;gold=157000},
541,541,{coin13=70780;gold=156950},{coin13=70780;gold=156950},
542,542,{coin13=70760;gold=156900},{coin13=70760;gold=156900},
543,543,{coin13=70740;gold=156850},{coin13=70740;gold=156850},
544,544,{coin13=70720;gold=156800},{coin13=70720;gold=156800},
545,545,{coin13=70700;gold=156750},{coin13=70700;gold=156750},
546,546,{coin13=70680;gold=156700},{coin13=70680;gold=156700},
547,547,{coin13=70660;gold=156650},{coin13=70660;gold=156650},
548,548,{coin13=70640;gold=156600},{coin13=70640;gold=156600},
549,549,{coin13=70620;gold=156550},{coin13=70620;gold=156550},
550,550,{coin13=70600;gold=156500},{coin13=70600;gold=156500},
551,551,{coin13=70580;gold=156450},{coin13=70580;gold=156450},
552,552,{coin13=70560;gold=156400},{coin13=70560;gold=156400},
553,553,{coin13=70540;gold=156350},{coin13=70540;gold=156350},
554,554,{coin13=70520;gold=156300},{coin13=70520;gold=156300},
555,555,{coin13=70500;gold=156250},{coin13=70500;gold=156250},
556,556,{coin13=70480;gold=156200},{coin13=70480;gold=156200},
557,557,{coin13=70460;gold=156150},{coin13=70460;gold=156150},
558,558,{coin13=70440;gold=156100},{coin13=70440;gold=156100},
559,559,{coin13=70420;gold=156050},{coin13=70420;gold=156050},
560,560,{coin13=70400;gold=156000},{coin13=70400;gold=156000},
561,561,{coin13=70380;gold=155950},{coin13=70380;gold=155950},
562,562,{coin13=70360;gold=155900},{coin13=70360;gold=155900},
563,563,{coin13=70340;gold=155850},{coin13=70340;gold=155850},
564,564,{coin13=70320;gold=155800},{coin13=70320;gold=155800},
565,565,{coin13=70300;gold=155750},{coin13=70300;gold=155750},
566,566,{coin13=70280;gold=155700},{coin13=70280;gold=155700},
567,567,{coin13=70260;gold=155650},{coin13=70260;gold=155650},
568,568,{coin13=70240;gold=155600},{coin13=70240;gold=155600},
569,569,{coin13=70220;gold=155550},{coin13=70220;gold=155550},
570,570,{coin13=70200;gold=155500},{coin13=70200;gold=155500},
571,571,{coin13=70180;gold=155450},{coin13=70180;gold=155450},
572,572,{coin13=70160;gold=155400},{coin13=70160;gold=155400},
573,573,{coin13=70140;gold=155350},{coin13=70140;gold=155350},
574,574,{coin13=70120;gold=155300},{coin13=70120;gold=155300},
575,575,{coin13=70100;gold=155250},{coin13=70100;gold=155250},
576,576,{coin13=70080;gold=155200},{coin13=70080;gold=155200},
577,577,{coin13=70060;gold=155150},{coin13=70060;gold=155150},
578,578,{coin13=70040;gold=155100},{coin13=70040;gold=155100},
579,579,{coin13=70020;gold=155050},{coin13=70020;gold=155050},
580,580,{coin13=70000;gold=155000},{coin13=70000;gold=155000},
581,581,{coin13=69980;gold=154950},{coin13=69980;gold=154950},
582,582,{coin13=69960;gold=154900},{coin13=69960;gold=154900},
583,583,{coin13=69940;gold=154850},{coin13=69940;gold=154850},
584,584,{coin13=69920;gold=154800},{coin13=69920;gold=154800},
585,585,{coin13=69900;gold=154750},{coin13=69900;gold=154750},
586,586,{coin13=69880;gold=154700},{coin13=69880;gold=154700},
587,587,{coin13=69860;gold=154650},{coin13=69860;gold=154650},
588,588,{coin13=69840;gold=154600},{coin13=69840;gold=154600},
589,589,{coin13=69820;gold=154550},{coin13=69820;gold=154550},
590,590,{coin13=69800;gold=154500},{coin13=69800;gold=154500},
591,591,{coin13=69780;gold=154450},{coin13=69780;gold=154450},
592,592,{coin13=69760;gold=154400},{coin13=69760;gold=154400},
593,593,{coin13=69740;gold=154350},{coin13=69740;gold=154350},
594,594,{coin13=69720;gold=154300},{coin13=69720;gold=154300},
595,595,{coin13=69700;gold=154250},{coin13=69700;gold=154250},
596,596,{coin13=69680;gold=154200},{coin13=69680;gold=154200},
597,597,{coin13=69660;gold=154150},{coin13=69660;gold=154150},
598,598,{coin13=69640;gold=154100},{coin13=69640;gold=154100},
599,599,{coin13=69620;gold=154050},{coin13=69620;gold=154050},
600,600,{coin13=69600;gold=154000},{coin13=69600;gold=154000},
601,601,{coin13=69580;gold=153950},{coin13=69580;gold=153950},
602,602,{coin13=69560;gold=153900},{coin13=69560;gold=153900},
603,603,{coin13=69540;gold=153850},{coin13=69540;gold=153850},
604,604,{coin13=69520;gold=153800},{coin13=69520;gold=153800},
605,605,{coin13=69500;gold=153750},{coin13=69500;gold=153750},
606,606,{coin13=69480;gold=153700},{coin13=69480;gold=153700},
607,607,{coin13=69460;gold=153650},{coin13=69460;gold=153650},
608,608,{coin13=69440;gold=153600},{coin13=69440;gold=153600},
609,609,{coin13=69420;gold=153550},{coin13=69420;gold=153550},
610,610,{coin13=69400;gold=153500},{coin13=69400;gold=153500},
611,611,{coin13=69380;gold=153450},{coin13=69380;gold=153450},
612,612,{coin13=69360;gold=153400},{coin13=69360;gold=153400},
613,613,{coin13=69340;gold=153350},{coin13=69340;gold=153350},
614,614,{coin13=69320;gold=153300},{coin13=69320;gold=153300},
615,615,{coin13=69300;gold=153250},{coin13=69300;gold=153250},
616,616,{coin13=69280;gold=153200},{coin13=69280;gold=153200},
617,617,{coin13=69260;gold=153150},{coin13=69260;gold=153150},
618,618,{coin13=69240;gold=153100},{coin13=69240;gold=153100},
619,619,{coin13=69220;gold=153050},{coin13=69220;gold=153050},
620,620,{coin13=69200;gold=153000},{coin13=69200;gold=153000},
621,621,{coin13=69180;gold=152950},{coin13=69180;gold=152950},
622,622,{coin13=69160;gold=152900},{coin13=69160;gold=152900},
623,623,{coin13=69140;gold=152850},{coin13=69140;gold=152850},
624,624,{coin13=69120;gold=152800},{coin13=69120;gold=152800},
625,625,{coin13=69100;gold=152750},{coin13=69100;gold=152750},
626,626,{coin13=69080;gold=152700},{coin13=69080;gold=152700},
627,627,{coin13=69060;gold=152650},{coin13=69060;gold=152650},
628,628,{coin13=69040;gold=152600},{coin13=69040;gold=152600},
629,629,{coin13=69020;gold=152550},{coin13=69020;gold=152550},
630,630,{coin13=69000;gold=152500},{coin13=69000;gold=152500},
631,631,{coin13=68980;gold=152450},{coin13=68980;gold=152450},
632,632,{coin13=68960;gold=152400},{coin13=68960;gold=152400},
633,633,{coin13=68940;gold=152350},{coin13=68940;gold=152350},
634,634,{coin13=68920;gold=152300},{coin13=68920;gold=152300},
635,635,{coin13=68900;gold=152250},{coin13=68900;gold=152250},
636,636,{coin13=68880;gold=152200},{coin13=68880;gold=152200},
637,637,{coin13=68860;gold=152150},{coin13=68860;gold=152150},
638,638,{coin13=68840;gold=152100},{coin13=68840;gold=152100},
639,639,{coin13=68820;gold=152050},{coin13=68820;gold=152050},
640,640,{coin13=68800;gold=152000},{coin13=68800;gold=152000},
641,641,{coin13=68780;gold=151950},{coin13=68780;gold=151950},
642,642,{coin13=68760;gold=151900},{coin13=68760;gold=151900},
643,643,{coin13=68740;gold=151850},{coin13=68740;gold=151850},
644,644,{coin13=68720;gold=151800},{coin13=68720;gold=151800},
645,645,{coin13=68700;gold=151750},{coin13=68700;gold=151750},
646,646,{coin13=68680;gold=151700},{coin13=68680;gold=151700},
647,647,{coin13=68660;gold=151650},{coin13=68660;gold=151650},
648,648,{coin13=68640;gold=151600},{coin13=68640;gold=151600},
649,649,{coin13=68620;gold=151550},{coin13=68620;gold=151550},
650,650,{coin13=68600;gold=151500},{coin13=68600;gold=151500},
651,651,{coin13=68580;gold=151450},{coin13=68580;gold=151450},
652,652,{coin13=68560;gold=151400},{coin13=68560;gold=151400},
653,653,{coin13=68540;gold=151350},{coin13=68540;gold=151350},
654,654,{coin13=68520;gold=151300},{coin13=68520;gold=151300},
655,655,{coin13=68500;gold=151250},{coin13=68500;gold=151250},
656,656,{coin13=68480;gold=151200},{coin13=68480;gold=151200},
657,657,{coin13=68460;gold=151150},{coin13=68460;gold=151150},
658,658,{coin13=68440;gold=151100},{coin13=68440;gold=151100},
659,659,{coin13=68420;gold=151050},{coin13=68420;gold=151050},
660,660,{coin13=68400;gold=151000},{coin13=68400;gold=151000},
661,661,{coin13=68380;gold=150950},{coin13=68380;gold=150950},
662,662,{coin13=68360;gold=150900},{coin13=68360;gold=150900},
663,663,{coin13=68340;gold=150850},{coin13=68340;gold=150850},
664,664,{coin13=68320;gold=150800},{coin13=68320;gold=150800},
665,665,{coin13=68300;gold=150750},{coin13=68300;gold=150750},
666,666,{coin13=68280;gold=150700},{coin13=68280;gold=150700},
667,667,{coin13=68260;gold=150650},{coin13=68260;gold=150650},
668,668,{coin13=68240;gold=150600},{coin13=68240;gold=150600},
669,669,{coin13=68220;gold=150550},{coin13=68220;gold=150550},
670,670,{coin13=68200;gold=150500},{coin13=68200;gold=150500},
671,671,{coin13=68180;gold=150450},{coin13=68180;gold=150450},
672,672,{coin13=68160;gold=150400},{coin13=68160;gold=150400},
673,673,{coin13=68140;gold=150350},{coin13=68140;gold=150350},
674,674,{coin13=68120;gold=150300},{coin13=68120;gold=150300},
675,675,{coin13=68100;gold=150250},{coin13=68100;gold=150250},
676,676,{coin13=68080;gold=150200},{coin13=68080;gold=150200},
677,677,{coin13=68060;gold=150150},{coin13=68060;gold=150150},
678,678,{coin13=68040;gold=150100},{coin13=68040;gold=150100},
679,679,{coin13=68020;gold=150050},{coin13=68020;gold=150050},
680,680,{coin13=68000;gold=150000},{coin13=68000;gold=150000},
681,681,{coin13=67980;gold=149950},{coin13=67980;gold=149950},
682,682,{coin13=67960;gold=149900},{coin13=67960;gold=149900},
683,683,{coin13=67940;gold=149850},{coin13=67940;gold=149850},
684,684,{coin13=67920;gold=149800},{coin13=67920;gold=149800},
685,685,{coin13=67900;gold=149750},{coin13=67900;gold=149750},
686,686,{coin13=67880;gold=149700},{coin13=67880;gold=149700},
687,687,{coin13=67860;gold=149650},{coin13=67860;gold=149650},
688,688,{coin13=67840;gold=149600},{coin13=67840;gold=149600},
689,689,{coin13=67820;gold=149550},{coin13=67820;gold=149550},
690,690,{coin13=67800;gold=149500},{coin13=67800;gold=149500},
691,691,{coin13=67780;gold=149450},{coin13=67780;gold=149450},
692,692,{coin13=67760;gold=149400},{coin13=67760;gold=149400},
693,693,{coin13=67740;gold=149350},{coin13=67740;gold=149350},
694,694,{coin13=67720;gold=149300},{coin13=67720;gold=149300},
695,695,{coin13=67700;gold=149250},{coin13=67700;gold=149250},
696,696,{coin13=67680;gold=149200},{coin13=67680;gold=149200},
697,697,{coin13=67660;gold=149150},{coin13=67660;gold=149150},
698,698,{coin13=67640;gold=149100},{coin13=67640;gold=149100},
699,699,{coin13=67620;gold=149050},{coin13=67620;gold=149050},
700,700,{coin13=67600;gold=149000},{coin13=67600;gold=149000},
701,701,{coin13=67580;gold=148950},{coin13=67580;gold=148950},
702,702,{coin13=67560;gold=148900},{coin13=67560;gold=148900},
703,703,{coin13=67540;gold=148850},{coin13=67540;gold=148850},
704,704,{coin13=67520;gold=148800},{coin13=67520;gold=148800},
705,705,{coin13=67500;gold=148750},{coin13=67500;gold=148750},
706,706,{coin13=67480;gold=148700},{coin13=67480;gold=148700},
707,707,{coin13=67460;gold=148650},{coin13=67460;gold=148650},
708,708,{coin13=67440;gold=148600},{coin13=67440;gold=148600},
709,709,{coin13=67420;gold=148550},{coin13=67420;gold=148550},
710,710,{coin13=67400;gold=148500},{coin13=67400;gold=148500},
711,711,{coin13=67380;gold=148450},{coin13=67380;gold=148450},
712,712,{coin13=67360;gold=148400},{coin13=67360;gold=148400},
713,713,{coin13=67340;gold=148350},{coin13=67340;gold=148350},
714,714,{coin13=67320;gold=148300},{coin13=67320;gold=148300},
715,715,{coin13=67300;gold=148250},{coin13=67300;gold=148250},
716,716,{coin13=67280;gold=148200},{coin13=67280;gold=148200},
717,717,{coin13=67260;gold=148150},{coin13=67260;gold=148150},
