"﻿变量名",_beizhu,name,name_tw,name_en,name_vn,name_kr,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,type,independent,desc,desc_tw,desc_en,desc_vn,desc_kr,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
"56",Formal-Daily continuous recharge 30-Lightning bird,Channel Test Adjustments,管道測試調整,,404404,채널 테스트 조정,,2,"During the activity period, recharge for 5 consecutive days to get the target reward",活動時間內，連續儲值5天即可獲得目標獎勵,"During the event period, make purchases for 5 consecutive days to get the target rewards",404404,이벤트 기간 동안 연속 5일 충전 시 목표 보상을 획득할 수 있습니다!,4,0,Daily recharge,每日連續儲值,Daily Top-up,404404,일일 연속 충전,,{hero=config/big_hero/normal/img_132_bbg_c@.png},4101,,4,<20200220;20990101>,,20190902,500,0,0,,500,0,0,<35;41>,5000000,1,,,,,<cn;tw;en;kr>,1,20,1
"57",Formal - Daily continuous recharge 30 - Lalulas,Channel Test Adjustments,管道測試調整,,404404,채널 테스트 조정,,2,"During the activity period, recharge for 5 consecutive days to get the target reward",活動時間內，連續儲值5天即可獲得目標獎勵,"During the event period, make purchases for 5 consecutive days to get the target rewards",404404,이벤트 기간 동안 연속 5일 충전 시 목표 보상을 획득할 수 있습니다!,4,0,Daily recharge,每日連續儲值,Daily Top-up,404404,일일 연속 충전,,{hero=config/big_hero/normal/img_132_bbg_c@.png},4105,,4,<20200220;20990101>,,20190902,500,0,0,,500,0,0,<42;48>,5000000,1,,,,,<cn;tw;en;kr>,1,20,1
"58",Formal - daily continuous recharge 30 - Frozen Bird,Channel Test Adjustments,管道測試調整,,404404,채널 테스트 조정,,2,"During the activity period, recharge for 5 consecutive days to get the target reward",活動時間內，連續儲值5天即可獲得目標獎勵,"During the event period, make purchases for 5 consecutive days to get the target rewards",404404,이벤트 기간 동안 연속 5일 충전 시 목표 보상을 획득할 수 있습니다!,4,0,Daily recharge,每日連續儲值,Daily Top-up,404404,일일 연속 충전,,{hero=config/big_hero/normal/img_132_bbg_c@.png},4106,,4,<20200220;20990101>,,20190902,500,0,0,,500,0,0,<49;55>,5000000,1,,,,,<cn;tw;en;kr>,1,20,1
"59",Formal - daily continuous recharge 30 - flame bird,Channel Test Adjustments,管道測試調整,,404404,채널 테스트 조정,,2,"During the activity period, recharge for 5 consecutive days to get the target reward",活動時間內，連續儲值5天即可獲得目標獎勵,"During the event period, make purchases for 5 consecutive days to get the target rewards",404404,이벤트 기간 동안 연속 5일 충전 시 목표 보상을 획득할 수 있습니다!,4,0,Daily recharge,每日連續儲值,Daily Top-up,404404,일일 연속 충전,,{hero=config/big_hero/normal/img_132_bbg_c@.png},4111,,4,<20200220;20990101>,,20190902,500,0,0,,500,0,0,<56;62>,5000000,1,,,,,<cn;tw;en;kr>,1,20,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60",Formal-recharge bonus-Chuangjiao 0-2 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,1002,,4,,,20190705,500,0,0,,500,0,0,<0;2>,5000000,1,,,,,<cn;tw;en;kr>,1,15,
"61",Formal-drawing rewards-Chuangjiao 0-2 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Draw a card with a prize,抽卡有獎,Draw Rewards,404404,뽑기 보상,,,1001,,4,<20160101;20990101>,,20190705,500,0,0,,500,0,0,<0;2>,5000000,1,,,,,<cn;tw;en;kr>,1,16,
"62",Formal-recharge bonus-Chuangjiao 0-2 days,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,1013,,4,<20200220;20990101>,,20190705,500,0,0,,500,0,0,<0;2>,5000000,1,,,,{dev=<1;999999>;cn=<1;999999>;cn_qd=<1;999999>;xy=<1;999999>},<cn>,1,15,
"63",Formal - Recharge courtesy - Chuangjiao 3-6 days - server before 3.27,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,1014,,4,<20200220;20990101>,,20190705,500,0,0,,500,0,0,<3;6>,5000000,1,,,,{dev=<1;1>;cn=<1;42>;cn_qd=<1;35>},<cn;tw;en;kr>,1,15,
"64",Formal-Recharge is polite-Chuangjiao 3-6 days-service after 3.28,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,1016,,4,<20200220;20990101>,,20190705,500,0,0,,500,0,0,<3;6>,5000000,1,,,,{dev=<2;999999>;cn=<43;999999>;cn_qd=<36;999999>;xy=<1;999999>},<cn>,1,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65",Formal - Recharge with courtesy - Chuangjiao 3-6 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,1003,,4,,,20190705,500,0,0,,500,0,0,<3;6>,5000000,1,,,,,<cn;tw;en;kr>,1,15,
"66",Formal - polite consumption - create a corner 3-6 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,1004,,4,<20160101;20990101>,,20190705,500,0,0,,500,0,0,<3;6>,5000000,1,,,,,<cn>,1,16,
"67",Formal - draw gifts with gifts - create a corner 3-6 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Jewelry drawing card is a courtesy,飾品抽卡有禮,Trinket Card Draw And Get Rewards,404404,액세서리 뽑기 선물,,,1005,,4,<20160101;20990101>,,20190705,500,0,0,,500,0,0,<3;6>,5000000,1,,,,,<cn;tw;en;kr>,1,17,
"68",Formal - Consumption courtesy - Create corner 7-9 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,1008,,4,<20160101;20990101>,,20190705,500,0,0,,500,0,0,<7;9>,5000000,1,,,,,<cn;tw;en;kr>,1,16,
"69",Formal-card draw reward-Chuangjiao 7-9 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Draw a card with a prize,抽卡有獎,Draw Rewards,404404,뽑기 보상,,,1009,,4,,,20190705,500,0,0,,500,0,0,<7;9>,5000000,1,,,,,<cn;tw;en;kr>,1,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70",Formal-Login courtesy-Chuangjiao,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Log in politely,登入有禮,Login to get rewards,404404,로그인 혜택,,{isShowCountDown=false;generalTaskDisappear=true},1006,,4,<20160101;20990101>,<20160101;20200115>,20190705,500,0,0,,,,,<0;999>,5000000,1,,,,,<cn;tw;en;kr>,1,13,
"71",Formal-Level Package-Creation Corner,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Level gift pack,等級禮包,Level Pack,404404,레벨 패키지,,{isShowCountDown=false;generalTaskDisappear=true},1007,,4,<20160101;20990101>,,20190705,500,0,0,,,,,<0;999>,5000000,1,,,,,<cn;tw;en;kr>,1,13,
"72",Formal - login courtesy - 7 days after creation,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Login to send awakening box,登入送覺醒箱子,Login to get Awakening Chest,404404,로그인 시 각성 상자 증정,,,1010,,4,<20160101;20990101>,,20190705,500,0,0,,,,,<7;13>,5000000,1,,,,,<cn;tw;en;kr>,1,13,
"73",Formal-Explorer Treasure Hunt Courtesy-Tron Corner 11-13 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,explorer treasure hunt courtesy,探險器尋寶有禮,Explorer Device Treasure Hunt Reward,404404,탐지기 보물찾기 선물,,,1011,,4,<20160101;20990101>,,20190705,500,0,0,,500,0,0,<10;12>,5000000,30,,,,,<cn;tw;en;kr>,1,17,
"74",Formal - login courtesy - 7 days after creation,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Login to send universal,登入送萬能,Login to get universal items,404404,로그인 만능 선물,,,1012,,4,<20160101;20990101>,,20190705,500,0,0,,,,,<14;20>,5000000,1,,,,,<cn;tw;en;kr>,1,13,
"75",Formal - polite login - interface change - 7 days after corner creation,,,,,,city/main/icon_xsfl.png,,,,,,,2,1,Novice benefits,新手福利,Rookie Reward,404404,신규 유저 혜택,,{cardId1=393;cardId2=771;isShowCountDown=false;generalTaskDisappear=true},10001,,4,<20160101;20990101>,<20200116;20990101>,20190705,500,0,0,,,,,<0;999>,5000000,1,,,,,<cn;tw;en;kr>,1,13,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76",Formal-card draw reward-Chuangjiao 7-9 days,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Draw a card with a prize,抽卡有獎,Draw Rewards,404404,뽑기 보상,,,1015,,4,<20200220;20990101>,,20190705,500,0,0,,500,0,0,<7;9>,5000000,1,,,,,<cn;tw;en;kr>,1,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81",Limited Draw Card-Official-0`6 Sky Fire,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,,,,,,,36,-1,,,,,,{RMB1=220;RMB10=2000;Qualify=1},{up=<601;1171;1231;741;241>;priviewId=18},1251,1,4,<20200220;20990101>,,20190705,500,0,0,,,,,<0;6>,5000000,6,,,,,<tw;en;kr>,1,,
,Formal-recharge rewards-up card draw,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10010,1,4,<20200220;20990101>,,20190705,500,0,0,,,,,<0;6>,5000000,1,,,,,<cn>,1,17,
,Formal - drawing card courtesy,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Limited card drawing gift,限定抽卡有禮,Participate in Limited Draw and get prizes,404404,한정 뽑기 선물,,,10017,1,4,<20200220;20990101>,,20190705,500,0,0,,,,,<0;6>,5000000,1,,,,,<cn>,1,17,
"84",Formal-direct purchase gift package-drawing card gift-0`6 day fire system,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,city/main/icon_thlb.png,1,,,,,,33,1,Limited card draw package,限定抽卡禮包,Limited Draw Pack,404404,한정 뽑기 패키지,,,23212,1,4,<20200220;20990101>,,20190705,500,0,0,,,,,<0;6>,5000000,6,,,,,<cn;tw;en;kr>,1,21,1
"85",Formal-Preview-Limited Card Draw-0`6 Sky Fire,Channel Test Adjustments,管道測試調整,404,404404,채널 테스트 조정,,3,"During the event period, limited card draws are coming. In the limited draws, the specified probability will be up, and the probability of being drawn will be greatly increased!",活動時間內，限定抽卡來襲，限定抽卡中指定概率up精靈，抽到概率會大幅度提升！,"During the event period, when the probability of getting certain Pokémons is increased in the time-limited draw, there will be a high chance of getting those Pokémons!",404404,"이벤트 기간 동안 한정 뽑기가 개방되며, 지정 확률 UP 포켓몬을 뽑을 확률이 대폭 증가합니다!",8,0,Limited card draw,限定抽卡,Limited Draw,404404,한정 뽑기,,,,1,4,<20200220;20990101>,,20190705,500,0,0,,,,,<0;6>,5000000,6,,,,,<tw;en;kr>,1,13,
