"﻿变量名",_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,vip
1058,Server Opening Event - Recharge to get Flamingo,1003,22,9680,,Purchase 9680 Diamonds,儲值9680鑽石,Purchase 9680 Diamonds,404404,9680다이아 충전,{gold=200000;213=1;223=1;14=20},
1059,Server Opening Event - Recharge to get Flamingo,1003,22,12000,,Purchase 12000 Diamonds,儲值12000鑽石,Purchase 12000 Diamonds,404404,12000다이아 충전,{gold=220000;20741=100;2103=2;14=30},
1060,Server Opening Event - Recharge to get Flamingo,1003,22,15000,,Purchase 15000 Diamonds,儲值15000鑽石,Purchase 15000 Diamonds,404404,15000다이아 충전,{gold=250000;203=1;233=1;14=40},
1061,Server Opening Event - Recharge to get Flamingo,1003,22,20000,,Purchase 20000 Diamonds,儲值20000鑽石,Purchase 20000 Diamonds,404404,20000다이아 충전,{gold=300000;20741=100;942=1;14=50},
1062,Server Opening Event - Recharge to get Flamingo,1003,22,25000,,Purchase 25000 Diamonds,儲值25000鑽石,Purchase 25000 Diamonds,404404,25000다이아 충전,{gold=500000;502=50;902=50;14=50},
,,,,,,,,,,,,
1071,Server Opening Event - Spend to send Magneto,1004,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
1072,Server Opening Event - Spend to send Magneto,1004,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;20331=10},
1073,Server Opening Event - Spend to send Magneto,1004,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
1074,Server Opening Event - Spend to send Magneto,1004,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;20331=20},
1075,Server Opening Event - Spend to send Magneto,1004,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
1076,Server Opening Event - Spend to send Magneto,1004,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;20331=30},
1077,Server Opening Event - Spend to send Magneto,1004,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
1078,Server Opening Event - Spend to send Magneto,1004,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;20331=40},
1079,Server Opening Event - Spend to send Magneto,1004,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
1080,Server Opening Event - Spend to send Magneto,1004,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;20331=50},
,,,,,,,,,,,,
1091,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,10,,Draw Trinket Magic Cube 10 times,抽飾品魔方10次,Draw Trinket Magic Cube 10 times,Rút Trinket Cube 10 lần,매직큐브 액세서리 10회 뽑기,{gold=20000;talent_point=2;516=1;941=1},
1092,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,30,,Draw Trinket Magic Cube 30 times,抽飾品魔方30次,Draw Trinket Magic Cube 30 times,Rút Trinket Cube 30 lần,매직큐브 액세서리 30회 뽑기,{gold=30000;talent_point=3;516=1},
1093,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,60,,Draw Trinket Magic Cube 60 times,抽飾品魔方60次,Draw Trinket Magic Cube 60 times,Rút Trinket Cube 60 lần,매직큐브 액세서리 60회 뽑기,{gold=40000;talent_point=4;516=2;941=1},
1094,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,100,,Draw Trinket Magic Cube 100 times,抽飾品魔方100次,Draw Trinket Magic Cube 100 times,Rút Trinket Cube 100 lần,매직큐브 액세서리 100회 뽑기,{gold=50000;talent_point=5;516=3},
1095,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,150,,Draw Trinket Magic Cube 150 times,抽飾品魔方150次,Draw Trinket Magic Cube 150 times,Rút Trinket Cube 150 lần,매직큐브 액세서리 150회 뽑기,{gold=60000;talent_point=6;516=4;942=1},
1096,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,200,,Draw Trinket Magic Cube 200 times,抽飾品魔方200次,Draw Trinket Magic Cube 200 times,Rút Trinket Cube 200 lần,매직큐브 액세서리 200회 뽑기,{gold=80000;talent_point=8;516=4},
1097,Server Opening Event - Draw the jewelry box to get talent points and purple props,1005,52,300,,Draw Trinket Magic Cube 300 times,抽飾品魔方300次,Draw Trinket Magic Cube 300 times,Rút Trinket Cube 300 lần,매직큐브 액세서리 300회 뽑기,{gold=100000;talent_point=8;516=5;942=1},
,,,,,,,,,,,,
1101,Server Opening Event - Cumulative Login,1006,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{rmb=100;519=10;930=5;gold=10000},
1102,Server Opening Event - Cumulative Login,1006,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{card={id=271};rmb=100;31201=1;gold=10000},
1103,Server Opening Event - Cumulative Login,1006,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{card={id=391};rmb=100;13=20;gold=12000},
1104,Server Opening Event - Cumulative Login,1006,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=120;100=3;503=2;gold=12000},
1105,Server Opening Event - Cumulative Login,1006,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{rmb=120;501=1;451=30;gold=15000},
1106,Server Opening Event - Cumulative Login,1006,17,6,,Login 6 days in total,累計登錄6天,Login 6 days in total,Tích luỹ đăng nhập 6 ngày,누적 6일 로그인,{rmb=120;talent_point=3;502=2;gold=20000},
1107,Server Opening Event - Cumulative Login,1006,17,7,,Login 7 days in total,累計登錄7天,Login 7 days in total,Tích luỹ đăng nhập 7 ngày,누적 7일 로그인,{card={id=771};rmb=150;13=20;gold=30000},
,,,,,,,,,,,,
1201,Server Opening Event - Level Gift Pack,1007,1,5,,Attain level 5,等級達到5級,Attain level 5,Đạt LV5,레벨 5 달성,{rmb=50;20091=5;12=3;gold=5000},
1202,Server Opening Event - Level Gift Pack,1007,1,10,,Attain level 10,等級達到10級,Attain level 10,Đạt LV10,레벨 10 달성,{rmb=50;20091=5;930=3;gold=5000},
1203,Server Opening Event - Level Gift Pack,1007,1,15,,Attain level 15,等級達到15級,Attain level 15,Đạt LV15,레벨 15 달성,{rmb=50;20091=5;13=5;gold=8000},
1204,Server Opening Event - Level Gift Pack,1007,1,20,,Attain level 20,等級達到20級,Attain level 20,Đạt LV20,레벨 20 달성,{rmb=50;20091=5;5000=5;gold=8000},
1205,Server Opening Event - Level Gift Pack,1007,1,25,,Attain level 25,等級達到25級,Attain level 25,Đạt LV25,레벨 25 달성,{rmb=50;20091=5;940=1;gold=10000},
1206,Server Opening Event - Level Gift Pack,1007,1,30,,Attain level 30,等級達到30級,Attain level 30,Đạt LV30,레벨 30 달성,{rmb=50;20091=5;talent_point=2;gold=10000},
1207,Server Opening Event - Level Gift Pack,1007,1,33,,Attain level 33,等級達到33級,Attain level 33,Đạt LV33,레벨 33 달성,{rmb=50;20091=5;901=5;gold=15000},
1208,Server Opening Event - Level Gift Pack,1007,1,36,,Attain level 36,等級達到36級,Attain level 36,Đạt LV36,레벨 36 달성,{rmb=50;20091=5;452=10;gold=20000},
1209,Server Opening Event - Level Gift Pack,1007,1,39,,Attain level 39,等級達到39級,Attain level 39,Đạt LV39,레벨 39 달성,{rmb=50;20091=5;14=5;gold=25000},
1210,Server Opening Event - Level Gift Pack,1007,1,42,,Attain level 42,等級達到42級,Attain level 42,Đạt LV42,레벨 42 달성,{rmb=50;20091=5;100=3;gold=30000},
1211,Server Opening Event - Level Gift Pack,1007,1,45,,Attain level 45,等級達到45級,Attain level 45,Đạt LV45,레벨 45 달성,{rmb=50;20091=5;930=10;gold=35000},
1212,Server Opening Event - Level Gift Pack,1007,1,48,,Attain level 48,等級達到48級,Attain level 48,Đạt LV48,레벨 48 달성,{rmb=50;20091=5;5000=10;gold=40000},
1213,Server Opening Event - Level Gift Pack,1007,1,50,,Attain level 50,等級達到50級,Attain level 50,Đạt LV50,레벨 50 달성,{rmb=50;20391=5;941=1;gold=45000},
1214,Server Opening Event - Level Gift Pack,1007,1,52,,Attain level 52,等級達到52級,Attain level 52,Đạt LV52,레벨 52 달성,{rmb=50;20391=5;talent_point=2;gold=50000},
1215,Server Opening Event - Level Gift Pack,1007,1,54,,Attain level 54,等級達到54級,Attain level 54,Đạt LV54,레벨 54 달성,{rmb=50;20391=5;901=5;gold=60000},
1216,Server Opening Event - Level Gift Pack,1007,1,56,,Attain level 56,等級達到56級,Attain level 56,Đạt LV56,레벨 56 달성,{rmb=50;20391=5;452=10;gold=70000},
1217,Server Opening Event - Level Gift Pack,1007,1,58,,Attain level 58,等級達到58級,Attain level 58,404404,레벨 58 달성,{rmb=50;20391=5;14=5;gold=80000},
1218,Server Opening Event - Level Gift Pack,1007,1,60,,Attain level 60,等級達到60級.,Attain level 60,Đạt LV60.,레벨 60 달성,{rmb=50;20391=5;100=3;gold=90000},
1219,Server Opening Event - Level Gift Pack,1007,1,62,,Attain level 62,等級達到62級,Attain level 62,404404,레벨 62 달성,{rmb=50;20391=5;941=1;gold=100000},
1220,Server Opening Event - Level Gift Pack,1007,1,64,,Attain level 64,等級達到64級,Attain level 64,404404,레벨 64 달성,{rmb=50;20391=5;talent_point=2;gold=110000},
1221,Server Opening Event - Level Gift Pack,1007,1,66,,Attain level 66,等級達到66級,Attain level 66,404404,레벨 66 달성,{rmb=50;20391=5;901=5;gold=120000},
1222,Server Opening Event - Level Gift Pack,1007,1,68,,Attain level 68,等級達到68級,Attain level 68,404404,레벨 68 달성,{rmb=50;20391=5;452=10;gold=130000},
1223,Server Opening Event - Level Gift Pack,1007,1,70,,Attain level 70,等級達到70級,Attain level 70,404404,레벨 70 달성,{rmb=50;20391=5;14=5;gold=140000},
1224,Server Opening Event - Level Gift Pack,1007,1,72,,Attain level 72,等級達到72級,Attain level 72,404404,레벨 72 달성,{rmb=50;20391=5;100=3;gold=150000},
1225,Server Opening Event - Level Gift Pack,1007,1,74,,Attain level 74,等級達到74級,Attain level 74,404404,레벨 74 달성,{rmb=50;20391=5;941=1;gold=160000},
1226,Server Opening Event - Level Gift Pack,1007,1,76,,Attain level 76,等級達到76級,Attain level 76,404404,레벨 76 달성,{rmb=50;20391=5;talent_point=2;gold=170000},
1227,Server Opening Event - Level Gift Pack,1007,1,78,,Attain level 78,等級達到78級,Attain level 78,404404,레벨 78 달성,{rmb=50;20391=5;901=5;gold=180000},
1228,Server Opening Event - Level Gift Pack,1007,1,80,,Attain level 80,等級達到80級,Attain level 80,404404,레벨 80 달성,{rmb=50;20391=5;452=10;gold=190000},
1229,Server Opening Event - Level Gift Pack,1007,1,82,,Attain level 82,等級達到82級,Attain level 82,404404,레벨 82 달성,{rmb=50;20391=5;14=5;gold=200000},
1241,Server Opening Event - Level Gift Pack,1007,1,84,,Attain level 84,等級達到84級,Attain level 84,404404,레벨 84 달성,{rmb=50;20391=5;100=3;gold=210000},
1242,Server Opening Event - Level Gift Pack,1007,1,86,,Attain level 86,等級達到86級,Attain level 86,404404,레벨 86 달성,{rmb=50;20391=5;452=10;gold=220000},
1243,Server Opening Event - Level Gift Pack,1007,1,88,,Attain level 88,等級達到88級,Attain level 88,404404,레벨 88 달성,{rmb=50;20391=5;14=5;gold=230000},
1244,Server Opening Event - Level Gift Pack,1007,1,90,,Attain level 90,等級達到90級,Attain level 90,404404,레벨 90 달성,{rmb=50;20391=5;100=3;gold=240000},
,,,,,,,,,,,,
1230,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;503=1;13=10},
1231,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,600,,Diamond total Spend reach 600,累計消耗600鑽石,Diamond total Spend reach 600,404404,600다이아 누적 소모,{gold=60000;503=1;13=10},
1232,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;503=1;13=20},
1233,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;503=2;14=10},
1234,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,3000,,Diamond total Spend reach 3000,累計消耗3000鑽石,Diamond total Spend reach 3000,404404,3000다이아 누적 소모,{gold=80000;503=2;14=10},
1235,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,5000,,Diamond total Spend reach 5000,累計消耗5000鑽石,Diamond total Spend reach 5000,404404,5000다이아 누적 소모,{gold=100000;502=10;14=10},
1236,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;502=10;15=10},
1237,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=140000;502=15;902=20},
1238,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,15000,,Diamond total Spend reach 15000,累計消耗15000鑽石,Diamond total Spend reach 15000,404404,15000다이아 누적 소모,{gold=160000;502=15;902=20},
1239,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,20000,,Diamond total Spend reach 20000,累計消耗20000鑽石,Diamond total Spend reach 20000,404404,20000다이아 누적 소모,{gold=180000;521=30;902=30},
1240,Server Opening Event - Consumption to send common and mythical beast universal fragments,1008,21,30000,,"Spend 30,000 diamonds in total.",累計消耗30000鑽石.,"Spend 30,000 diamonds in total.",Tích luỹ tiêu hao 30000 Diamond.,30000다이아 누적 소모,{gold=200000;521=50;902=30},
,,,,,,,,,,,,
1250,Server Opening Event - Draw Cards to Send Dream Fragments,1009,51,10,,Gold Draw 10 times,金幣抽卡10次,Gold Draw 10 times,404404,코인 뽑기 10회,{20771=2;gold=10000;13=10},
1251,Server Opening Event - Draw Cards to Send Dream Fragments,1009,51,20,,Gold Draw 20 times,金幣抽卡20次,Gold Draw 20 times,404404,코인 뽑기 20회,{20771=2;gold=20000;13=10},
1252,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,2,,Diamond Draw 2 times,鑽石抽卡2次,Diamond Draw 2 times,404404,다이아 뽑기 2회,{20771=2;gold=20000;13=10},
1253,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,10,,Diamond Draw 10 times,鑽石抽卡10次,Diamond Draw 10 times,404404,다이아 뽑기 10회,{20771=4;gold=30000;12=10},
1254,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,20,,Diamond Draw 20 times,鑽石抽卡20次,Diamond Draw 20 times,404404,다이아 뽑기 20회,{20771=4;gold=40000;12=10},
1255,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,30,,Diamond Draw 30 times,鑽石抽卡30次,Diamond Draw 30 times,404404,다이아 뽑기 30회,{20771=6;gold=50000;12=10;519=5},
1256,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,40,,Diamond Draw 40 times,鑽石抽卡40次,Diamond Draw 40 times,404404,다이아 뽑기 40회,{20771=6;gold=60000;13=10},
1257,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,60,,Diamond Draw 60 times,鑽石抽卡60次,Diamond Draw 60 times,404404,다이아 뽑기 60회,{20771=8;gold=80000;13=10},
1258,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,80,,Diamond Draw 80 times,鑽石抽卡80次,Diamond Draw 80 times,404404,다이아 뽑기 80회,{20771=10;gold=100000;13=10},
1259,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,100,,Diamond Draw 100 times,鑽石抽卡100次,Diamond Draw 100 times,404404,다이아 뽑기 100회,{20771=15;gold=120000;13=10;519=10},
1260,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,120,,Diamond Draw 120 times,鑽石抽卡120次,Diamond Draw 120 times,404404,다이아 뽑기 120회,{20771=20;gold=150000;14=10},
1261,Server Opening Event - Draw Cards to Send Dream Fragments,1009,50,150,,Diamond Card Draw for 150 times,鑽石抽卡150次,Diamond Card Draw for 150 times,Rút Thẻ Diamond 150 lần,다이아 뽑기 150회,{20771=25;gold=150000;14=10},
,,,,,,,,,,,,
1271,Server Opening Event - Cumulative Login,1010,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{rmb=50;520=1;gold=10000},
1272,Server Opening Event - Cumulative Login,1010,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{rmb=50;503=1;gold=10000},
1273,Server Opening Event - Cumulative Login,1010,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{rmb=100;519=1;gold=12000},
