"﻿变量名",huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,costMap,priceShow,buyMax
88,11001,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{20391=1;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,1,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{20391=1;13=10;504=10;gold=30000},,,
90,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,2,22,300,,Purchase 300 diamonds in total today,當日累積儲值300鑽石,Purchase 300 diamonds in total today,404404,당일 300다이아 누적 충전,{20391=1;13=10;504=10;gold=30000},,,
91,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,3000,,Combat power reaches 3000,戰鬥力達到3000,Combat power reaches 3000,404404,전투력 3000 달성,{20391=1;gold=4000;12=20},,,
92,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,6000,,Combat power reaches 6000,戰鬥力達到6000,Combat power reaches 6000,404404,전투력 6000 달성,{20391=1;gold=6000;12=20},,,
93,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,10000,,Combat power reaches 10000,戰鬥力達到10000,Combat power reaches 10000,404404,전투력 10000 달성,{20391=1;gold=8000;12=20},,,
94,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,15000,,Combat power reaches 15000,戰鬥力達到15000,Combat power reaches 15000,404404,전투력 15000 달성,{20391=1;gold=10000;12=20},,,
95,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,20000,,Combat power reaches 20000,戰鬥力達到20000,Combat power reaches 20000,404404,전투력 20000 달성,{20391=1;gold=6000;12=20},,,
96,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,30000,,Combat power reaches 30000,戰鬥力達到30000,Combat power reaches 30000,404404,전투력 30000 달성,{20391=1;gold=8000;12=20},,,
97,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,50000,,Combat power reaches 50000,戰鬥力達到50000,Combat power reaches 50000,404404,전투력 50000 달성,{20391=1;gold=10000;12=20},,,
98,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Combat Power,玩家戰力,Combat Power,404404,유저 전투력,1,6,100000,,Combat power reaches 100000,戰鬥力達到100000,Combat power reaches 100000,404404,전투력 100000 달성,{20391=1;gold=6000;12=20},,,
99,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Cost Diamond,消費鑽石,Cost Diamond,404404,다이아 소모,1,25,6,,Spend 6 diamonds,鑽石消耗6,Spend 6 diamonds,404404,6다이아 소모,{20391=1;gold=8000;12=20},,,
100,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Cost Diamond,消費鑽石,Cost Diamond,404404,다이아 소모,1,25,12,,Spend 12 diamonds,鑽石消耗12,Spend 12 diamonds,404404,12다이아 소모,{20391=1;gold=10000;12=20},,,
101,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Cost Diamond,消費鑽石,Cost Diamond,404404,다이아 소모,1,25,20,,Spend 20 diamonds,鑽石消耗20,Spend 20 diamonds,404404,20다이아 소모,{20391=1;gold=6000;12=20},,,
102,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Cost Diamond,消費鑽石,Cost Diamond,404404,다이아 소모,1,25,30,,Spend 30 diamonds,鑽石消耗30,Spend 30 diamonds,404404,30다이아 소모,{20391=1;gold=8000;12=20},,,
103,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Cost Diamond,消費鑽石,Cost Diamond,404404,다이아 소모,1,25,40,,Spend 40 diamonds,鑽石消耗40,Spend 40 diamonds,404404,40다이아 소모,{20391=1;gold=8000;12=20},,,
104,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Cost Diamond,消費鑽石,Cost Diamond,404404,다이아 소모,1,25,50,,Spend 50 diamonds,鑽石消耗50,Spend 50 diamonds,404404,50다이아 소모,{20391=1;gold=8000;12=20},,,
105,11001,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{20391=1;5007=2;5008=2;5009=2},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,1,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{20391=1;13=10;504=10;gold=30000},,,
107,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,2,22,300,,Purchase 300 diamonds in total today,當日累積儲值300鑽石,Purchase 300 diamonds in total today,404404,당일 300다이아 누적 충전,{20391=1;13=10;504=10;gold=30000},,,
108,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,50,,Challenge Normal dungeon 50 times,普通副本挑戰50次,Challenge Normal dungeon 50 times,404404,일반 던전 50회 도전,{20391=1;gold=8000;12=20},,,
109,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,100,,Challenge Normal dungeon 100 times,普通副本挑戰100次,Challenge Normal dungeon 100 times,404404,일반 던전 100회 도전,{20391=1;gold=8000;12=20},,,
110,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,200,,Challenge Normal dungeon 200 times,普通副本挑戰200次,Challenge Normal dungeon 200 times,404404,일반 던전 200회 도전,{20391=1;gold=8000;12=20},,,
111,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,300,,Challenge Normal dungeon 300 times,普通副本挑戰300次,Challenge Normal dungeon 300 times,404404,일반 던전 300회 도전,{20391=1;gold=8000;12=20},,,
112,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,450,,Challenge Normal dungeon 450 times,普通副本挑戰450次,Challenge Normal dungeon 450 times,404404,일반 던전 450회 도전,{20391=1;gold=8000;12=20},,,
113,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,600,,Challenge Normal dungeon 600 times,普通副本挑戰600次,Challenge Normal dungeon 600 times,404404,일반 던전 600회 도전,{20391=1;gold=8000;12=20},,,
114,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,750,,Challenge Normal dungeon 750 times,普通副本挑戰750次,Challenge Normal dungeon 750 times,404404,일반 던전 750회 도전,{20391=1;gold=8000;12=20},,,
115,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,1,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,900,,Challenge Normal dungeon 900 times,普通副本挑戰900次,Challenge Normal dungeon 900 times,404404,일반 던전 900회 도전,{20391=1;gold=8000;12=20},,,
116,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,20,,Challenge Elite dungeon 20 times,困难副本挑戰20次,Challenge Elite dungeon 20 times,404404,하드 던전 20회 도전,{20391=1;gold=8000;12=20},,,
117,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,40,,Challenge Elite dungeon 40 times,困难副本挑戰40次,Challenge Elite dungeon 40 times,404404,하드 던전 40회 도전,{20391=1;gold=8000;12=20},,,
118,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,60,,Challenge Elite dungeon 60 times,困难副本挑戰60次,Challenge Elite dungeon 60 times,404404,하드 던전 60회 도전,{20391=1;gold=8000;12=20},,,
119,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,90,,Challenge Elite dungeon 90 times,困难副本挑戰90次,Challenge Elite dungeon 90 times,404404,하드 던전 90회 도전,{20391=1;gold=8000;12=20},,,
120,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,120,,Challenge Elite dungeon 120 times,困难副本挑戰120次,Challenge Elite dungeon 120 times,404404,하드 던전 120회 도전,{20391=1;gold=8000;12=20},,,
121,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,150,,Challenge Elite dungeon 150 times,困难副本挑戰150次,Challenge Elite dungeon 150 times,404404,하드 던전 150회 도전,{20391=1;gold=8000;12=20},,,
122,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,2,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,200,,Challenge Elite dungeon 200 times,困难副本挑戰200次,Challenge Elite dungeon 200 times,404404,하드 던전 200회 도전,{20391=1;gold=8000;12=20},,,
123,11001,6,5,Day6,第6天,Day6,Thứ 6 Trời,6일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,1,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{20391=1;13=10;504=10;gold=30000},,,
125,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,2,22,300,,Purchase 300 diamonds in total today,當日累積儲值300鑽石,Purchase 300 diamonds in total today,404404,당일 300다이아 누적 충전,{20391=1;13=10;504=10;gold=30000},,,
126,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,3,,Own 3 Pokémons,擁有精靈數量3只,Own 3 Pokémons,404404,포켓몬 3마리 보유,{20391=1;gold=8000;12=20},,,
127,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,4,,Own 4 Pokémons,擁有精靈數量4只,Own 4 Pokémons,404404,포켓몬 4마리 보유,{20391=1;gold=8000;12=20},,,
128,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,5,,Own 5 Pokémons,擁有精靈數量5只,Own 5 Pokémons,404404,포켓몬 5마리 보유,{20391=1;gold=8000;12=20},,,
129,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,6,,Own 6 Pokémons,擁有精靈數量6只,Own 6 Pokémons,404404,포켓몬 6마리 보유,{20391=1;gold=8000;12=20},,,
130,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,7,,Own 7 Pokémons,擁有精靈數量7只,Own 7 Pokémons,404404,포켓몬 7마리 보유,{20391=1;gold=8000;12=20},,,
131,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,8,,Own 8 Pokémons,擁有精靈數量8只,Own 8 Pokémons,404404,포켓몬 8마리 보유,{20391=1;gold=8000;12=20},,,
132,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,9,,Own 9 Pokémons,擁有精靈數量9只,Own 9 Pokémons,404404,포켓몬 9마리 보유,{20391=1;gold=8000;12=20},,,
133,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,1,Own Pokémon,擁有精靈,Own Pokémon,404404,보유 포켓몬,1,3,10,,Own 10 Pokémons,擁有精靈數量10只,Own 10 Pokémons,404404,포켓몬 10마리 보유,{20391=1;gold=8000;12=20},,,
134,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,5,,Buy Energy 5 times,購買體力5次,Buy Energy 5 times,404404,체력 5회 구매,{20391=1;gold=8000;12=20},,,
135,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,10,,Buy Energy 10 times,購買體力10次,Buy Energy 10 times,404404,체력 10회 구매,{20391=1;gold=8000;12=20},,,
136,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,15,,Buy Energy 15 times,購買體力15次,Buy Energy 15 times,404404,체력 15회 구매,{20391=1;gold=8000;12=20},,,
137,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,20,,Buy Energy 20 times,購買體力20次,Buy Energy 20 times,404404,체력 20회 구매,{20391=1;gold=8000;12=20},,,
138,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,25,,Buy Energy 25 times,購買體力25次,Buy Energy 25 times,404404,체력 25회 구매,{20391=1;gold=8000;12=20},,,
139,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,30,,Buy Energy 30 times,購買體力30次,Buy Energy 30 times,404404,체력 30회 구매,{20391=1;gold=8000;12=20},,,
140,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,2,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,1,30,35,,Buy Energy 35 times,購買體力35次,Buy Energy 35 times,404404,체력 35회 구매,{20391=1;gold=8000;12=20},,,
141,11001,7,6,Day7,第7天,Day7,Thứ 7 Trời,7일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,1,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{20391=1;13=10;504=10;gold=30000},,,
143,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,2,22,300,,Purchase 300 diamonds in total today,當日累積儲值300鑽石,Purchase 300 diamonds in total today,404404,당일 300다이아 누적 충전,{20391=1;13=10;504=10;gold=30000},,,
144,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,3,,Buy coins 3 times,購買金幣3次,Buy coins 3 times,404404,코인 3회 구매,{20391=1;gold=8000;12=20},,,
145,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,4,,Buy coins 4 times,購買金幣4次,Buy coins 4 times,404404,코인 4회 구매,{20391=1;gold=8000;12=20},,,
146,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,5,,Buy coins 5 times,購買金幣5次,Buy coins 5 times,404404,코인 5회 구매,{20391=1;gold=8000;12=20},,,
147,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,6,,Buy coins 6 times,購買金幣6次,Buy coins 6 times,404404,코인 6회 구매,{20391=1;gold=8000;12=20},,,
148,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,7,,Buy coins 7 times,購買金幣7次,Buy coins 7 times,404404,코인 7회 구매,{20391=1;gold=8000;12=20},,,
149,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,8,,Buy coins 8 times,購買金幣8次,Buy coins 8 times,404404,코인 8회 구매,{20391=1;gold=8000;12=20},,,
150,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,9,,Buy coins 9 times,購買金幣9次,Buy coins 9 times,404404,코인 9회 구매,{20391=1;gold=8000;12=20},,,
151,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,1,Purchase Glod,購買金幣,Purchase Glod,404404,코인 구매,1,18,10,,Buy coins 10 times,購買金幣10次,Buy coins 10 times,404404,코인 10회 구매,{20391=1;gold=8000;12=20},,,
152,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,50000,,Spend 50000 coins,消耗金幣50000,Spend 50000 coins,404404,50000코인 소모,{20391=1;gold=8000;12=20},,,
153,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,100000,,Spend 100000 coins,消耗金幣100000,Spend 100000 coins,404404,100000코인 소모,{20391=1;gold=8000;12=20},,,
154,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,150000,,Spend 150000 coins,消耗金幣150000,Spend 150000 coins,404404,150000코인 소모,{20391=1;gold=8000;12=20},,,
155,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,200000,,Spend 200000 coins,消耗金幣200000,Spend 200000 coins,404404,200000코인 소모,{20391=1;gold=8000;12=20},,,
156,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,250000,,Spend 250000 coins,消耗金幣250000,Spend 250000 coins,404404,250000코인 소모,{20391=1;gold=8000;12=20},,,
157,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,300000,,Spend 300000 coins,消耗金幣300000,Spend 300000 coins,404404,300000코인 소모,{20391=1;gold=8000;12=20},,,
158,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,2,Cost Gold,消耗金幣,Cost Gold,404404,소모 코인,1,20,35,,Spend 350000 coins,消耗金幣350000,Spend 350000 coins,404404,350000코인 소모,{20391=1;gold=8000;12=20},,,
159,11001,8,7,Day8,第8天,Day8,Thứ 8 Trời,8일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,11001,9,8,Day9,第9天,Day9,404404,9일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,1,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{20391=1;13=10;504=10;gold=30000},,,
161,11001,9,8,Day9,第9天,Day9,404404,9일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,2,22,300,,Purchase 300 diamonds in total today,當日累積儲值300鑽石,Purchase 300 diamonds in total today,404404,당일 300다이아 누적 충전,{20391=1;13=10;504=10;gold=30000},,,
162,11001,9,8,Day9,第9天,Day9,404404,9일 차,1,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
163,11001,10,9,Day10,第10天,Day10,404404,10일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,1,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{20391=1;13=10;504=10;gold=30000},,,
