"﻿变量名",_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,title_tw,title_en,title_vn,title_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,exp,goToPanel
6671,Pass first week missions,1005,2,8,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
6672,Pass first week missions,1005,2,8,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
6673,Pass first week missions,1005,2,8,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
6681,Pass first week missions,1005,2,9,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
6682,Pass first week missions,1005,2,9,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
6683,Pass first week missions,1005,2,9,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
6684,Pass first week missions,1005,2,9,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
6685,Pass first week missions,1005,2,9,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
6686,Pass first week missions,1005,2,9,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
6687,Pass first week missions,1005,2,9,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
6688,Pass first week missions,1005,2,9,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
6689,Pass first week missions,1005,2,9,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
6690,Pass first week missions,1005,2,9,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
6691,Pass first week missions,1005,2,9,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
6692,Pass first week missions,1005,2,9,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
6693,Pass first week missions,1005,2,9,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
6701,Pass first week missions,1005,2,10,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
6702,Pass first week missions,1005,2,10,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
6703,Pass first week missions,1005,2,10,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
6704,Pass first week missions,1005,2,10,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
6705,Pass first week missions,1005,2,10,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
6706,Pass first week missions,1005,2,10,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
6707,Pass first week missions,1005,2,10,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
6708,Pass first week missions,1005,2,10,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
6709,Pass first week missions,1005,2,10,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
6710,Pass first week missions,1005,2,10,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
6711,Pass first week missions,1005,2,10,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
6712,Pass first week missions,1005,2,10,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
6713,Pass first week missions,1005,2,10,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
6721,Pass first week missions,1005,2,11,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
6722,Pass first week missions,1005,2,11,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
6723,Pass first week missions,1005,2,11,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
6724,Pass first week missions,1005,2,11,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
6725,Pass first week missions,1005,2,11,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
6726,Pass first week missions,1005,2,11,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
6727,Pass first week missions,1005,2,11,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
6728,Pass first week missions,1005,2,11,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
6729,Pass first week missions,1005,2,11,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
6730,Pass first week missions,1005,2,11,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
6731,Pass first week missions,1005,2,11,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
6732,Pass first week missions,1005,2,11,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
6733,Pass first week missions,1005,2,11,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7001,Pass Day Mission,1006,1,,,15,1,,Daily login,每日登陸,Daily login,404404,일일 로그인,,,,,,30,
7002,Pass Day Mission,1006,1,,,29,30,,Fight in Normal level 30 times,挑戰普通關卡30次,Fight in Normal level 30 times,404404,일반 스테이지 30회 도전,,,,,,30,10000
7003,Pass Day Mission,1006,1,,,39,1,,Breakthrough trinket 1 time,飾品進階1次,Breakthrough trinket 1 time,404404,액세서리 1회 돌파,,,,,,30,
7004,Pass Day Mission,1006,1,,,41,5,,Engage in arena battle for 5 times,競技場戰鬥5次,Engage in arena battle for 5 times,404404,아레나 전투 5회 진행,,,,,,30,
7005,Pass Day Mission,1006,1,,,66,2,,Enter Element Challenge 2 times,元素挑戰戰鬥2次,Enter Element Challenge 2 times,404404,엘리멘탈 챌린지 2회 전투,,,,,,30,
7006,Pass Day Mission,1006,1,,,20,1000000,,Spend 1000000 coins,消耗1000000金幣,Spend 1000000 coins,404404,1000000코인 소모,,,,,,30,
7007,Pass Day Mission,1006,1,,,21,300,,Spend 300 diamonds,消耗300鑽石,Spend 300 diamonds,404404,300다이아 소모,,,,,,30,
7008,Pass Day Mission,1006,1,,4,15,1,,Marster daily login.,大師每日登陸,Marster daily login.,404404,마스터 일일 로그인,,,,,,30,
,,,,,,,,,,,,,,,,,,,,
7021,Pass first week missions,1006,2,1,,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,,,,,,100,
7022,Pass first week missions,1006,2,1,,36,30,,Upgrade Pokémons 30 times,精靈升級30次,Upgrade Pokémons 30 times,404404,포켓몬 30회 레벨업,,,,,,100,strengthen-1
7023,Pass first week missions,1006,2,1,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,100,
7024,Pass first week missions,1006,2,1,,43,25,,Arena Points:25pts,競技場積分25分,Arena Points:25pts,404404,아레나 포인트 25점,,,,,,100,
7025,Pass first week missions,1006,2,1,,63,25000,,Accumulate a total of 25000 Aether Points,乙太積分累計25000分,Accumulate a total of 25000 Aether Points,404404,에테르 포인트 누적 25000점,,,,,,100,
7026,Pass first week missions,1006,2,1,,55,10,,Donate 10 times,公會捐獻10次,Donate 10 times,404404,길드 기부 10회,,,,,,100,
7027,Pass first week missions,1006,2,1,,50,10,,Draw 10 times in Diamond Draw,在鑽石抽卡中抽卡10次,Draw 10 times in Diamond Draw,404404,다이아 뽑기 10회 진행,,,,,,100,
7028,Pass first week missions,1006,2,1,,29,150,,Fight in Normal level 150 times,挑戰普通關卡150次,Fight in Normal level 150 times,404404,일반 스테이지 150회 도전,,,,,,100,10000
7029,Pass first week missions,1006,2,1,,30,30,,Challenge Elite levels 30 times,挑戰困難關卡30次,Challenge Elite levels 30 times,404404,하드 스테이지 도전 30회,,,,,,100,20000
7030,Pass first week missions,1006,2,1,,85,15,,Complete Dispatch Quest 15 times,派遣任務完成15次,Complete Dispatch Quest 15 times,404404,파견 퀘스트 15회 완료,,,,,,100,
7031,Pass first week missions,1006,2,1,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,100,
7032,Pass first week missions,1006,2,1,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,100,
7033,Pass first week missions,1006,2,1,,86,3,{3=4},Complete S and above Dispatch Quest 3 times,完成S以上派遣3次,Complete S and above Dispatch Quest 3 times,404404,S급 이상 파견 3회 완료,,,,,,100,
,,,,,,,,,,,,,,,,,,,,
7041,Pass first week missions,1006,2,2,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7042,Pass first week missions,1006,2,2,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7043,Pass first week missions,1006,2,2,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7044,Pass first week missions,1006,2,2,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7045,Pass first week missions,1006,2,2,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7046,Pass first week missions,1006,2,2,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7047,Pass first week missions,1006,2,2,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7048,Pass first week missions,1006,2,2,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7049,Pass first week missions,1006,2,2,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7050,Pass first week missions,1006,2,2,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7051,Pass first week missions,1006,2,2,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7052,Pass first week missions,1006,2,2,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7053,Pass first week missions,1006,2,2,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7061,Pass first week missions,1006,2,3,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7062,Pass first week missions,1006,2,3,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7063,Pass first week missions,1006,2,3,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7064,Pass first week missions,1006,2,3,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7065,Pass first week missions,1006,2,3,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7066,Pass first week missions,1006,2,3,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7067,Pass first week missions,1006,2,3,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7068,Pass first week missions,1006,2,3,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7069,Pass first week missions,1006,2,3,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7070,Pass first week missions,1006,2,3,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7071,Pass first week missions,1006,2,3,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7072,Pass first week missions,1006,2,3,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7073,Pass first week missions,1006,2,3,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7081,Pass first week missions,1006,2,4,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7082,Pass first week missions,1006,2,4,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7083,Pass first week missions,1006,2,4,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7084,Pass first week missions,1006,2,4,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7085,Pass first week missions,1006,2,4,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7086,Pass first week missions,1006,2,4,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7087,Pass first week missions,1006,2,4,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7088,Pass first week missions,1006,2,4,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7089,Pass first week missions,1006,2,4,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7090,Pass first week missions,1006,2,4,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7091,Pass first week missions,1006,2,4,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7092,Pass first week missions,1006,2,4,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7093,Pass first week missions,1006,2,4,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7101,Pass first week missions,1006,2,5,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7102,Pass first week missions,1006,2,5,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7103,Pass first week missions,1006,2,5,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7104,Pass first week missions,1006,2,5,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7105,Pass first week missions,1006,2,5,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7106,Pass first week missions,1006,2,5,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7107,Pass first week missions,1006,2,5,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7108,Pass first week missions,1006,2,5,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7109,Pass first week missions,1006,2,5,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7110,Pass first week missions,1006,2,5,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7111,Pass first week missions,1006,2,5,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7112,Pass first week missions,1006,2,5,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7113,Pass first week missions,1006,2,5,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7121,Pass first week missions,1006,2,6,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7122,Pass first week missions,1006,2,6,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7123,Pass first week missions,1006,2,6,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7124,Pass first week missions,1006,2,6,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7125,Pass first week missions,1006,2,6,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7126,Pass first week missions,1006,2,6,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7127,Pass first week missions,1006,2,6,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7128,Pass first week missions,1006,2,6,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7129,Pass first week missions,1006,2,6,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7130,Pass first week missions,1006,2,6,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7131,Pass first week missions,1006,2,6,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7132,Pass first week missions,1006,2,6,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7133,Pass first week missions,1006,2,6,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7141,Pass first week missions,1006,2,7,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7142,Pass first week missions,1006,2,7,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7143,Pass first week missions,1006,2,7,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7144,Pass first week missions,1006,2,7,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7145,Pass first week missions,1006,2,7,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7146,Pass first week missions,1006,2,7,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7147,Pass first week missions,1006,2,7,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7148,Pass first week missions,1006,2,7,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7149,Pass first week missions,1006,2,7,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7150,Pass first week missions,1006,2,7,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7151,Pass first week missions,1006,2,7,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7152,Pass first week missions,1006,2,7,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7153,Pass first week missions,1006,2,7,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7161,Pass first week missions,1006,2,8,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
7162,Pass first week missions,1006,2,8,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
7163,Pass first week missions,1006,2,8,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
7164,Pass first week missions,1006,2,8,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
7165,Pass first week missions,1006,2,8,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
7166,Pass first week missions,1006,2,8,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
7167,Pass first week missions,1006,2,8,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
7168,Pass first week missions,1006,2,8,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
7169,Pass first week missions,1006,2,8,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
7170,Pass first week missions,1006,2,8,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
7171,Pass first week missions,1006,2,8,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
7172,Pass first week missions,1006,2,8,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
7173,Pass first week missions,1006,2,8,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
7181,Pass first week missions,1006,2,9,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
