"﻿变量名",huodongID,_beizhu,name,name_tw,name_en,name_kr,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
10107,24011,Entei Fragment,Entei Fragment,炎帝碎片,,,3,,{21231=5},,25,,,0,,,250,
10108,24011,Shards of Suicune,Shards of Suicune,水君碎片,,,3,,{21241=5},,25,,,0,,,250,
10109,24011,Pieces of Riolu,Pieces of Riolu,利歐路碎片,,,3,,{22241=5},,25,,,0,,,250,
10110,24011,Baby Dragon Fragment,Baby Dragon Fragment,寶貝龍碎片,,,3,,{21891=5},,25,,,0,,,250,
10111,24011,Ghost Shard,Ghost Shard,鬼斯碎片,,,3,,{20391=5},,25,,,0,,,250,
10112,24011,Shard of Cresselia,Shard of Cresselia,克雷色利亞碎片,,,3,,{22401=5},,25,,,0,,,250,
10113,24011,Ash version of Pikachu fragments,Ash version of Pikachu fragments,小智版皮卡丘碎片,,,3,,{27001=5},,25,,,0,,,250,
10114,24011,Burning Bug Fragments,Burning Bug Fragments,燃燒蟲碎片,,,3,,{23151=5},,25,,,0,,,250,
10115,24011,Charmander Fragments,Charmander Fragments,小火龍碎片,,,6,,{20011=5},,10,,,0,,,125,
10116,24011,Bulbasa Seed Fragments,Bulbasa Seed Fragments,妙蛙種子碎片,,,6,,{20001=5},,10,,,0,,,125,
10117,24011,Squirrel Fragment,Squirrel Fragment,傑尼龜碎片,,,6,,{20021=5},,10,,,0,,,125,
10118,24011,Pichu Fragments,Pichu Fragments,皮丘碎片,,,6,,{20091=5},,10,,,0,,,125,
10119,24011,Chrysanthemum leaf fragments,Chrysanthemum leaf fragments,菊草葉碎片,,,6,,{20781=5},,10,,,0,,,125,
10120,24011,Sliced duck with green onions,Sliced duck with green onions,大蔥鴨碎片,,,6,,{20341=5},,10,,,0,,,125,
10121,24011,Snow Hat Monster Fragment,Snow Hat Monster Fragment,雪笠怪碎片,,,6,,{22301=5},,10,,,0,,,125,
,,,,,,,,,,,,,,,,,,
10131,24012,Common Omni Fragments,Common Omni Fragments,普通萬能碎片,,,3,,{502=1},,10,,,0,,activity/double11_shop/logo_ssy_bk.png,100,
10132,24012,Divine Beast Almighty Fragment,Divine Beast Almighty Fragment,神獸萬能碎片,,,3,,{521=1},,30,,,0,,activity/double11_shop/logo_ssy_bk.png,300,
10133,24012,Accessory Awakening Selection Box,Accessory Awakening Selection Box,飾品覺醒選擇箱子,,,1,,{6059=1},,1680,,,0,,activity/double11_shop/logo_ssy_bk.png,6000,
10134,24012,Pikachu Bento,Pikachu Bento,皮卡丘便當,,,3,,{515=1},,10,,,0,,,30,
10135,24012,Diamond Draw Coupon,Diamond Draw Coupon,鑽石抽卡券,,,5,,{519=1},,50,,,0,,,200,
10136,24012,limited coupon,limited coupon,限定券,,,5,,{527=1},,58,,,0,,,220,
10137,24012,golden key,golden key,金鑰匙,,,5,,{503=1},,20,,,0,,,68,
10138,24012,Kanto Technology Key,Kanto Technology Key,關都科技鑰匙,,,5,,{520=1},,38,,,0,,,128,
10139,24012,golden hammer,golden hammer,黃金錘,,,5,,{531=1},,28,,,0,,,88,
10140,24012,hand of origin,hand of origin,起源之手,,,5,,{537=1},,28,,,0,,,88,
10141,24012,Emerald Star Stone,Emerald Star Stone,翡翠星石,,,2,,{501=1},,128,,,0,,,680,
10142,24012,Orange Explorer Chest,Orange Explorer Chest,橙色探險器寶箱,,,1,,{963=1},,680,,,0,,,2000,
10143,24012,Purple Explorer Chest,Purple Explorer Chest,紫色探險器寶箱,,,2,,{962=1},,180,,,0,,,1200,
10144,24012,Orange Runestone Optional Treasure Box,Orange Runestone Optional Treasure Box,橙色符石自選寶箱,,,1,,{993=1},,680,,,0,,,2000,
10145,24012,Purple Runestone Optional Treasure Box,Purple Runestone Optional Treasure Box,紫色符石自選寶箱,,,2,,{992=1},,180,,,0,,,1200,
10146,24012,Orange Chip Optional Chest,Orange Chip Optional Chest,橙色晶片自選寶箱,,,1,,{7324=1},,680,,,0,,,2000,
10147,24012,Purple chip optional treasure chest,Purple chip optional treasure chest,紫色晶片自選寶箱,,,2,,{7323=1},,180,,,0,,,1200,
,,,,,,,,,,,,,,,,,,
10151,24013,Breakthrough material gift bag,Breakthrough material gift bag,突破材料禮袋,,,3,,{930=30},,30,,,0,,,300,
10152,24013,energy core,energy core,能量核心,,,3,,{5000=30},,30,,,0,,,300,
10153,24013,Advanced Favorability Gift Box,Advanced Favorability Gift Box,高級好感度禮盒,,,3,,{902=10},,30,,,0,,,300,
10154,24013,advanced strengthening stone,advanced strengthening stone,高級強化石,,,3,,{2103=5},,50,,,0,,,200,
10155,24013,adventure parts,adventure parts,探險零件,,,5,,{4000=100},,10,,,0,,,50,
10156,24013,Jewelry Drawings,Jewelry Drawings,飾品圖紙,,,3,,{100=5},,30,,,0,,,200,
10157,24013,Amethyst potential stone,Amethyst potential stone,紫晶潛能石,,,3,,{851=100},,30,,,0,,,300,
10158,24013,Runestone Essence,Runestone Essence,符石精華,,,3,,{529=1000},,100,,,0,,,500,
10159,24013,purple chip,purple chip,紫色晶片,,,3,,{124=15},,100,,,0,,,500,
,,,,,,,,,,,,,,,,,,
10172,24014,618 special gift package - 6 yuan - purchase once,618 special package,618特惠禮包,,,1,,{rmb=180;stamina=100;gold=300000},102,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,18,
10173,24014,618 special gift package - 30 yuan - purchase once,618 special package,618特惠禮包,,,1,,{rmb=300;519=10},106,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,98,
10174,24014,618 special gift package - 60 yuan - purchase once,618 special package,618特惠禮包,,,1,,{rmb=600;531=10;537=10},107,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,198,
10175,24014,618 special gift package - 98 yuan - purchase limit 1 time,618 special package,618特惠禮包,,,1,,{card={id=9002};rmb=980;gold=200000},108,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,298,
10176,24014,618 special gift package - 98 yuan - purchase limit 1 time,618 special package,618特惠禮包,,,1,,{rmb=980;942=1;gold=500000},108,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,298,
10177,24014,618 special gift package - 198 yuan - purchase limit 1 time,618 special package,618特惠禮包,,,1,,{rmb=1980;6059=2;501=3},111,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,598,
10178,24014,618 special gift package - 648 yuan - purchase limit 1 time,618 special package,618特惠禮包,,,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,1298,
