"﻿变量名",huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
2490,10223,{6301=5},{20341=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,藍色購物券*5   兌換   齒輪兒碎片*3,大葱鸭 A 20341
2491,10223,{6301=5},{20791=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,火球鼠 A 20791
2492,10223,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2493,10223,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2494,10223,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2495,10223,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2496,10223,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2497,10223,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2498,10223,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2499,10223,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2500,10223,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2501,10223,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2511,10224,{6368=2;6369=2},{2018=1},1,,national day avatar frame,國慶頭像框,
2512,10224,{6368=2;6369=2;6370=2;6371=2},{2407=1},1,,National Day title,國慶稱號,
2513,10224,{6368=1;6370=1},{2317=1},1,,national day avatar,國慶頭像,
2514,10224,{6370=2;6371=2},{2017=1},1,,mid autumn avatar frame,中秋頭像框,
2515,10224,{6368=2;6369=2;6370=2;6371=2},{2406=1},1,,mid-autumn title,中秋稱號,
2516,10224,{6369=1;6371=1},{2316=1},1,,mid autumn avatar,中秋頭像,
2517,10224,{6368=6;6369=6;6370=6;6371=6},{2204=1},1,,Bull's beautiful token,布林美麗的信物,
2518,10224,{6368=8;6369=8;6370=8;6371=8},{925=1},1,,S Elf chooses treasure chest,S精靈選擇寶箱,
2519,10224,{6368=10;6369=10;6370=10;6371=10},{6059=1},1,,Accessory Awakening Selection Box,飾品覺醒選擇箱子,
2520,10224,{6368=6;6369=6;6370=6;6371=6},{2152=1},1,,purple magic stone,紫色萬能石,
2521,10224,{6368=3;6369=3;6370=3;6371=3},{rmb=888},1,,diamond,鑽石,
2522,10224,{6368=4;6369=4},{973=1},2,,Random Orange Runestone Chest,隨機橙色符石寶箱,
2523,10224,{6370=3;6371=3},{501=1},3,,Jewelry star props,飾品升星道具,
2524,10224,{6368=2;6370=2},{962=1},3,,Purple Explorer Chest,紫色探險器寶箱,
2525,10224,{6369=2;6371=2},{talent_point=2},3,,talent point,天賦點,
2526,10224,{6368=1},{gold=100000},40,,gold,金幣,
2527,10224,{6369=1},{930=6},40,,breakout material box,突破材料箱子,
2528,10224,{6370=1},{5000=6},40,,Fortified Potion,強化藥劑,
2529,10224,{6371=1},{2103=1},40,,Carry a purple boost,攜帶紫強化,
,,,,,,,,
2531,10225,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2532,10225,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2533,10225,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2534,10225,{6071=240},{6237=1},1,,Orange carry*1,橙攜帶*1,404
2535,10225,{6071=240},{6238=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2540,10226,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,,404
2541,10226,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,,404
2542,10226,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,,404
2543,10226,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,,404
2544,10226,{6302=6},{21241=5},50,,Purple Shopping Coupon*6 can be exchanged for Regis Chill*5,水君 S-T1 21241,
2545,10226,{6302=6},{22991=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,烛光灵 S-T1 22991,
2546,10226,{6302=6},{22401=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,克雷色利亚 S-T1 22401,
2547,10226,{6301=3;6302=3},{20711=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,小卡比兽 S-T2 20711,
2548,10226,{6301=3;6302=3},{23351=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,花蓓蓓 S-T2 23351,
2549,10226,{6301=3;6302=3},{22031=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,波加曼 S-T4 22031,
2550,10226,{6301=5},{23501=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,冰雪龙 A 23501,
2551,10226,{6301=5},{22841=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,哥德宝宝 A 22841,
2552,10226,{6301=5},{21851=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,雪童子 A 21851,
2553,10226,{6301=5},{23511=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,摔角鹰人 A 23511,
2554,10226,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,,404
2555,10226,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,,404
2556,10226,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,,404
2557,10226,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,,404
2558,10226,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,,404
2559,10226,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,,404
2560,10226,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,,404
2561,10226,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,,404
2562,10226,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,,404
2563,10226,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,,404
,,,,,,,,
2570,10227,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2571,10227,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2572,10227,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2573,10227,{6071=240},{6239=1},1,,Orange carry*1,橙攜帶*1,404
2574,10227,{6071=240},{6240=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2580,10228,{6381=6},{2318=1},1,,Halloween head*1,萬聖頭像*1,
2581,10228,{6381=12},{2019=1},1,,Halloween portrait frame*1,萬聖頭像框*1,
2582,10228,{6381=15},{2408=1},1,,Halloween title*1,萬聖稱號*1,
2584,10228,{6381=5},{6383=1},1,,Halloween gold coin package*1,萬聖節金幣禮包*1,
2585,10228,{6381=5},{6384=1},1,,Halloween Diamond Gift Box*1,萬聖節鑽石禮盒*1,
2586,10228,{6381=2},{521=1},3,,Divine Beast Universal Fragment*1,神獸萬能碎片*1,
2587,10228,{6381=3},{501=1},1,,Jewelry star props,飾品升星道具,
2588,10228,{6381=1},{602=1},10,,Silver necklace *1,銀項鍊*1,
2589,10228,{6381=1},{2103=1},10,,Purple reinforcement *1,紫強化*1,
2590,10228,{6381=1},{851=10},10,,Purple Potential Stone*10,紫色潛能石*10,
2591,10228,{6381=1},{850=20},10,,Blue Potential Stone*20,藍色潛能石*20,
2592,10228,{6381=1},{5000=5},10,,Crystal box*5,晶石盒子*5,
2593,10228,{6381=1},{930=5},10,,Energy Potion*5,能量藥劑*5,
2594,10228,{6381=1},{gold=50000},10,,Gold coin*5W,金幣*5W,
,,,,,,,,
2600,10229,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,,404
2601,10229,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,,404
2602,10229,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,,404
2603,10229,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,,404
2604,10229,{6302=6},{20161=5},50,,Purple Shopping Coupon*6 can be exchanged for Regis Chill*5,超音蝠 S-T2 20161,
2605,10229,{6302=6},{21931=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,雷吉斯奇鲁 S-T1 21931,
2606,10229,{6302=6},{22471=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,君主蛇 S-T2 22471,
2607,10229,{6301=3;6302=3},{20401=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,大岩蛇 S-T5 20401,
2608,10229,{6301=3;6302=3},{21841=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,阿勃梭鲁 S-T3 21841,
2609,10229,{6301=3;6302=3},{23001=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,牙牙 S-T2 23001,
2610,10229,{6301=5},{22921=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,轻飘飘·雌 A 22921,
2611,10229,{6301=5},{22922=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,轻飘飘·雄 A 22922,
2612,10229,{6301=5},{20281=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,喇叭芽 A 20281,
2613,10229,{6301=5},{21611=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,呆火驼 A 21611,
2614,10229,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,,404
2615,10229,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,,404
2616,10229,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,,404
2617,10229,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,,404
2618,10229,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,,404
2619,10229,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,,404
2620,10229,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,,404
2621,10229,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,,404
2622,10229,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,,404
2623,10229,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,,404
,,,,,,,,
2630,10230,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2631,10230,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2632,10230,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2633,10230,{6071=240},{6241=1},1,,Orange carry*1,橙攜帶*1,404
2634,10230,{6071=240},{6242=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2640,10231,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,,404
2641,10231,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,,404
2642,10231,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,,404
2643,10231,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,,404
2644,10231,{6302=6},{22821=5},50,,Purple shopping coupon*6,索罗亚 S-T2 22821,
2645,10231,{6302=6},{20731=5},50,,Purple shopping coupon*6,闪电鸟 S-T2 20731,
2646,10231,{6302=6},{23151=5},50,,Purple shopping coupon*6,燃烧虫 S-T2 23151,
2647,10231,{6301=3;6302=3},{20261=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,凯西 S-T4 20261,
2648,10231,{6301=3;6302=3},{23411=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,独剑鞘 S-T2 23411,
2649,10231,{6301=3;6302=3},{21311=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,水跃鱼 S-T4 21311,
2650,10231,{6301=5},{20131=3},50,,Blue shopping coupon*5,皮宝宝 A 20131,
2651,10231,{6301=5},{20301=3},50,,Blue shopping coupon*5,小拳石 A 20301,
2652,10231,{6301=5},{22481=3},50,,Blue shopping coupon*5,暖暖猪 A 22481,
2653,10231,{6301=5},{23471=3},50,,Blue shopping coupon*5,铁臂枪虾 A 23471,
2654,10231,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2655,10231,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2656,10231,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2657,10231,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2658,10231,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2659,10231,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2660,10231,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2661,10231,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2662,10231,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2663,10231,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2670,10232,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2671,10232,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2672,10232,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2673,10232,{6071=240},{6243=1},1,,Orange carry*1,橙攜帶*1,404
2674,10232,{6071=240},{6244=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2680,10233,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,,404
2681,10233,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,,404
2682,10233,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,,404
2683,10233,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,,404
2684,10233,{6302=6},{20741=5},50,,Purple shopping coupon*6,火焰鸟 S-T2 20741,
2685,10233,{6302=6},{21911=5},50,,Purple shopping coupon*6,雷吉洛克 S-T2 21911,
2686,10233,{6302=6},{20641=5},50,,Purple shopping coupon*6,拉普拉斯 S-T2 20641,
2687,10233,{6301=3;6302=3},{21391=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,拉鲁拉丝 S-T1 21391,
2688,10233,{6301=3;6302=3},{20241=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,卡蒂狗 S-T4 20241,
2689,10233,{6301=3;6302=3},{21421=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,懒人獭 S-T2 21421,
2690,10233,{6301=5},{20271=3},50,,Blue shopping coupon*5,腕力 A 20271,
2691,10233,{6301=5},{20371=3},50,,Blue shopping coupon*5,臭泥 A-T5 20371,
2692,10233,{6301=5},{22071=3},50,,Blue shopping coupon*5,小猫怪 A-T1 22071,
2693,10233,{6301=5},{23281=3},50,,Blue shopping coupon*5,哈力栗 A-T0 23281,
2694,10233,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,,404
2695,10233,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,,404
2696,10233,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,,404
2697,10233,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,,404
2698,10233,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,,404
2699,10233,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,,404
2700,10233,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,,404
2701,10233,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,,404
2702,10233,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,,404
2703,10233,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,,404
,,,,,,,,
2710,10234,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2711,10234,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2712,10234,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2713,10234,{6071=240},{6245=1},1,,Orange carry*1,橙攜帶*1,404
2714,10234,{6071=240},{6246=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2720,10235,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2721,10235,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2722,10235,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2723,10235,{6071=240},{6247=1},1,,Orange carry*1,橙攜帶*1,404
2724,10235,{6071=240},{6248=1},1,,Orange carry*1,橙攜帶*1,404
,10235,{6071=240},{6108=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2730,10236,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,,404
2731,10236,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,,404
2732,10236,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,,404
2733,10236,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,,404
2734,10236,{6302=6},{21221=5},50,,Purple shopping coupon*6,雷公 S-T1 21221,
2735,10236,{6302=6},{23771=5},50,,Purple shopping coupon*6,超坏星 23771,
2736,10236,{6302=6},{20631=5},50,,Purple shopping coupon*6,暴鲤龙 20621,
2737,10236,{6301=3;6302=3},{20881=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,咩利羊 S-T3 20881,
2738,10236,{6301=3;6302=3},{22031=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,圆企鹅 22031,
2739,10236,{6301=3;6302=3},{21071=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,赫拉克罗斯 S-T3 21071,
2740,10236,{6301=5},{22891=3},50,,Blue shopping coupon*5,电飞鼠 A-T1 22891,
2741,10236,{6301=5},{23431=3},50,,Blue shopping coupon*5,绵绵泡芙 A 23431,
2742,10236,{6301=5},{20091=3},50,,Blue shopping coupon*5,皮丘 A 20091,
2743,10236,{6301=5},{20551=3},50,,Blue shopping coupon*5,海星星 A-T3 20551,
2744,10236,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,,404
2745,10236,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,,404
2746,10236,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,,404
2747,10236,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,,404
2748,10236,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,,404
2749,10236,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,,404
2750,10236,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,,404
2751,10236,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,,404
2752,10236,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,,404
2753,10236,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,,404
,,,,,,,,
2760,10237,{6336=20;6337=20;rmb=1888},{8010=1},1,,skin,皮膚,
2761,10237,{6336=3;6337=3},{2321=1},1,,Big Milk Tank 2021,大奶罐·2021,
2762,10237,{6336=5;6337=5},{2022=1},1,,Lantern Festival Avatar Frame,元宵頭像框,
2763,10237,{6336=10;6337=10},{2411=1},1,,full circle,圓圓滿滿,
2764,10237,{6336=6;6337=6},{922=1},1,,S-class elf ball*1,S級精靈球*1,
2765,10237,{6336=1;6337=1},{6338=2},5,,Lantern Festival*2,元宵*2,
2766,10237,{6336=2;6337=2},{talent_point=2},3,,talent point*2,天賦點*2,
2767,10237,{6336=1;6337=1},{502=1},5,,Universal Fragment*1,萬能碎片*1,
2768,10237,{6336=3;6337=3},{501=1},3,,Jewelry star props*1,飾品升星道具*1,
2769,10237,{6336=2;6337=2},{519=1},5,,Card Draw Coupon*1,抽卡券*1,
2770,10237,{6336=1;6337=1},{503=2},5,,Accessory draw coupon*2,飾品抽卡券*2,
2771,10237,{6336=1;6337=1},{520=1},5,,Explorer draw coupon*1,探險器抽卡券*1,
2772,10237,{6336=1},{gold=50000},30,,Gold coin*5W,金幣*5W,
2773,10237,{6336=1},{5000=5},30,,Crystal box*5,晶石盒子*5,
2774,10237,{6336=1},{2102=1},30,,Blue enhancement*1,藍強化*1,
2775,10237,{6337=1},{930=5},30,,Energy Potion*5,能量藥劑*5,
2776,10237,{6337=1},{902=1},30,,Advanced Favorability Gift Box*1,高級好感度禮盒*1,
2777,10237,{6337=1},{850=20},30,,Blue Potential Stone*20,藍色潛能石*20,
,,,,,,,,
2780,10238,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,,404
2781,10238,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,,404
2782,10238,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,,404
2783,10238,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,,404
2784,10238,{6302=6},{20721=5},50,,Purple shopping coupon*6,急冻鸟 S-T1 20721,
2785,10238,{6302=6},{23841=5},50,,Purple shopping coupon*6,甜竹竹 23841,
2786,10238,{6302=6},{21921=5},50,,Purple shopping coupon*6,雷吉艾斯 S-T1 21921,
2787,10238,{6301=3;6302=3},{20601=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,鸭嘴宝宝 S-T3 20601,
2788,10238,{6301=3;6302=3},{23141=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,单首龙 S-T3 23141,
2789,10238,{6301=3;6302=3},{21391=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3,拉鲁拉丝 S-T1 21391,
2790,10238,{6301=5},{22681=3},50,,Blue shopping coupon*5,百足蜈蚣 A 22681,
2791,10238,{6301=5},{22871=3},50,,Blue shopping coupon*5,迷你冰 A 22871,
2792,10238,{6301=5},{23011=3},50,,Blue shopping coupon*5,喷嚏熊 A 23011,
2793,10238,{6301=5},{22301=3},50,,Blue shopping coupon*5,雪笠怪 A 22301,
2794,10238,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,,404
2795,10238,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,,404
2796,10238,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,,404
2797,10238,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,,404
2798,10238,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,,404
2799,10238,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,,404
2800,10238,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,,404
2801,10238,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,,404
2802,10238,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,,404
2803,10238,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,,404
,,,,,,,,
2810,10239,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2811,10239,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2812,10239,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
